date,tmax,tmin,prcp,apparent_tmax,apparent_tmin,rain_sum,precip_hours,wind_speed_max,wind_gusts_max,wind_dir_dominant,radiation_sum,evapo_et0,sunshine_duration
2022-12-12,23.0,20.0,5.5,25.1,20.9,5.5,16.0,22.4,43.2,350.0,7.7,1.73,8162.44
2022-12-13,24.9,19.4,0.1,24.1,19.9,0.1,1.0,25.6,52.6,344.0,13.27,3.16,30454.33
2022-12-14,24.4,19.6,0.0,23.2,19.3,0.0,0.0,27.0,56.9,343.0,12.06,3.29,20009.82
2022-12-15,25.8,20.9,0.0,26.5,20.5,0.0,0.0,24.9,48.6,343.0,15.87,3.8,31454.51
2022-12-16,26.8,21.5,2.3,28.9,23.3,2.3,10.0,20.2,41.4,342.0,13.28,3.02,28438.09
2022-12-17,25.4,21.7,27.9,26.5,21.1,27.9,21.0,31.1,57.6,7.0,9.05,2.0,12956.0
2022-12-18,21.9,18.7,24.1,21.1,17.4,24.1,23.0,32.6,60.1,356.0,5.23,1.42,0.0
2022-12-19,21.5,18.6,3.3,21.2,18.5,3.3,14.0,26.4,50.0,342.0,6.83,1.79,910.52
2022-12-20,25.2,20.0,0.0,26.2,20.3,0.0,0.0,19.5,39.6,342.0,13.66,3.16,29606.7
2022-12-21,25.5,21.6,1.5,26.8,23.2,1.5,11.0,23.3,46.1,2.0,15.16,3.1,36716.72
2022-12-22,23.0,19.9,3.4,23.5,21.0,3.4,22.0,21.6,44.6,354.0,11.09,2.16,23026.74
2022-12-23,24.0,18.7,0.9,23.9,19.7,0.9,5.0,25.7,50.8,350.0,16.06,3.21,36795.79
2022-12-24,24.7,20.2,1.9,23.2,21.1,1.9,9.0,28.9,56.5,3.0,14.3,3.3,34648.98
2022-12-25,24.7,19.1,0.3,23.7,20.5,0.3,3.0,23.0,47.2,356.0,15.4,3.39,35998.89
2022-12-26,24.2,18.3,1.9,24.2,19.0,1.9,8.0,23.1,45.4,344.0,15.34,2.9,34995.73
2022-12-27,24.5,19.5,2.2,25.2,21.4,2.2,13.0,21.6,44.3,348.0,16.12,2.99,36000.0
2022-12-28,25.2,18.9,0.3,25.9,20.1,0.3,3.0,19.9,40.0,344.0,13.88,2.74,35510.09
2022-12-29,24.9,20.1,2.9,26.2,21.9,2.9,16.0,24.7,50.8,353.0,16.47,2.91,33245.64
2022-12-30,24.6,20.2,2.6,24.1,20.4,2.6,16.0,27.9,54.0,3.0,13.54,2.96,29533.15
2022-12-31,23.2,19.6,2.4,21.9,19.6,2.4,16.0,28.8,55.4,348.0,10.21,2.4,14384.66
2023-01-01,22.6,19.9,14.0,22.7,20.5,14.0,13.0,20.4,48.6,334.0,6.42,1.74,0.0
2023-01-02,25.7,20.5,1.2,26.7,20.8,1.2,5.0,21.1,40.3,343.0,12.56,3.25,26100.79
2023-01-03,23.6,21.1,10.4,24.8,22.0,10.4,24.0,22.8,50.0,352.0,9.58,1.99,16857.84
2023-01-04,23.8,21.6,7.2,24.7,22.8,7.2,24.0,26.6,50.4,3.0,5.86,1.42,2692.15
2023-01-05,23.5,21.5,3.9,23.7,22.3,3.9,20.0,26.2,51.1,359.0,7.14,1.74,944.18
2023-01-06,21.7,20.5,47.1,22.7,20.8,47.1,24.0,24.5,47.5,354.0,2.71,1.0,0.0
2023-01-07,21.2,20.0,10.0,21.9,19.9,10.0,20.0,23.0,42.5,342.0,3.24,1.33,0.0
2023-01-08,22.4,19.8,34.3,24.3,20.4,34.3,23.0,17.1,31.7,335.0,3.26,1.0,0.0
2023-01-09,25.8,20.9,7.0,28.4,22.8,7.0,14.0,14.8,29.5,5.0,10.92,2.2,23418.27
2023-01-10,25.2,21.3,3.2,27.7,24.7,3.2,11.0,17.6,35.6,8.0,13.67,2.48,33107.61
2023-01-11,25.5,20.6,0.3,27.8,23.8,0.3,3.0,14.7,30.2,347.0,9.88,2.0,17025.31
2023-01-12,26.6,21.7,0.6,30.9,25.2,0.6,4.0,12.2,27.7,85.0,15.78,2.93,35012.06
2023-01-13,28.0,21.5,5.4,34.3,25.2,5.4,5.0,13.0,28.8,138.0,18.42,3.41,36000.0
2023-01-14,29.3,22.3,0.0,37.3,26.7,0.0,0.0,12.4,27.4,145.0,20.45,3.87,36458.72
2023-01-15,27.2,21.4,0.8,31.9,25.3,0.8,5.0,10.9,25.2,15.0,15.93,2.97,27852.56
2023-01-16,25.9,21.7,0.9,28.1,22.6,0.9,4.0,23.5,47.5,354.0,19.17,3.52,36812.84
2023-01-17,24.2,20.4,2.4,25.4,21.5,2.4,11.0,22.8,45.7,353.0,13.23,2.63,28268.86
2023-01-18,23.2,19.9,1.2,23.3,20.8,1.2,9.0,25.8,51.5,347.0,8.65,2.08,14544.21
2023-01-19,23.1,20.0,0.9,23.0,20.5,0.9,6.0,23.1,46.1,348.0,8.85,2.34,3888.54
2023-01-20,22.9,20.4,0.3,22.4,20.4,0.3,2.0,25.9,51.5,348.0,8.3,2.26,7841.48
2023-01-21,24.6,20.7,0.2,25.5,21.3,0.2,2.0,16.6,33.5,348.0,9.94,2.46,12030.51
2023-01-22,25.4,20.6,0.4,27.6,22.7,0.4,4.0,16.5,33.1,347.0,10.74,2.2,17785.27
2023-01-23,26.6,21.5,0.3,29.4,24.4,0.3,3.0,17.9,36.7,358.0,15.22,2.86,32480.97
2023-01-24,23.9,19.7,12.3,25.7,19.2,12.3,24.0,27.6,55.1,14.0,11.23,2.14,20372.35
2023-01-25,22.0,19.3,6.6,21.3,19.0,6.6,19.0,26.5,51.1,359.0,12.14,2.24,28659.46
2023-01-26,25.0,19.1,0.0,25.9,20.2,0.0,0.0,18.6,37.1,346.0,13.89,2.88,24907.25
2023-01-27,24.6,20.7,3.2,26.0,20.9,3.2,17.0,24.5,49.3,0.0,15.66,2.85,35062.52
2023-01-28,21.7,18.7,7.4,20.7,18.3,7.4,23.0,28.6,55.1,7.0,12.35,2.36,25358.89
2023-01-29,21.6,18.2,2.9,19.9,17.7,2.9,12.0,31.4,59.8,356.0,8.71,2.37,7078.19
2023-01-30,22.1,18.1,0.0,20.0,17.2,0.0,0.0,28.2,54.7,348.0,13.98,3.62,25169.78
2023-01-31,25.2,17.5,0.0,26.8,16.8,0.0,0.0,17.8,36.0,334.0,15.15,3.09,34959.18
2023-02-01,26.6,18.4,0.0,30.3,20.3,0.0,0.0,14.1,30.2,354.0,18.12,3.33,37007.95
2023-02-02,25.9,21.8,2.7,29.4,24.6,2.7,15.0,15.0,32.8,7.0,10.3,1.94,17204.54
2023-02-03,27.3,22.4,1.2,32.0,26.1,1.2,7.0,14.5,31.7,15.0,17.91,3.29,32693.17
2023-02-04,27.1,21.3,0.7,31.7,25.0,0.7,6.0,14.0,29.5,22.0,19.46,3.55,32779.12
2023-02-05,26.6,21.2,1.3,30.9,25.3,1.3,10.0,13.2,29.9,31.0,18.8,3.42,36861.03
2023-02-06,26.7,21.1,0.2,31.2,24.9,0.2,2.0,11.6,27.7,172.0,17.02,3.17,32026.48
2023-02-07,28.0,20.3,0.0,33.6,23.3,0.0,0.0,12.6,28.1,136.0,19.61,3.64,35219.04
2023-02-08,26.6,22.3,2.1,30.7,26.7,2.1,13.0,14.9,32.0,58.0,17.61,3.24,32400.0
2023-02-09,27.0,22.5,1.9,32.2,26.8,1.9,7.0,12.8,29.2,60.0,19.98,3.62,37075.23
2023-02-10,27.3,22.2,1.0,32.6,26.1,1.0,5.0,11.6,27.4,96.0,18.82,3.5,35926.23
2023-02-11,27.7,22.5,0.0,32.4,26.7,0.0,0.0,14.0,30.2,136.0,21.01,3.88,38543.37
2023-02-12,28.1,22.4,0.2,33.5,26.7,0.2,2.0,15.3,33.8,144.0,19.94,3.67,37085.8
2023-02-13,28.7,21.9,0.0,34.4,25.6,0.0,0.0,18.2,37.8,152.0,22.11,4.07,37401.34
2023-02-14,27.9,22.1,1.4,33.5,26.2,1.4,5.0,14.6,31.0,80.0,18.82,3.61,30974.36
2023-02-15,25.3,21.8,11.2,27.8,23.7,11.2,24.0,27.5,53.3,29.0,15.44,2.82,32012.73
2023-02-16,25.6,21.5,6.1,27.3,22.7,6.1,22.0,25.1,50.8,24.0,17.79,3.43,37367.72
2023-02-17,24.7,21.1,4.5,25.5,22.8,4.5,20.0,23.0,46.8,1.0,11.01,2.27,14561.41
2023-02-18,26.2,21.3,0.3,28.4,23.4,0.3,2.0,17.7,36.4,357.0,16.21,3.12,34363.93
2023-02-19,26.4,21.2,0.5,28.5,23.5,0.5,5.0,22.2,44.6,354.0,20.6,3.91,37731.75
2023-02-20,25.8,21.2,1.8,26.9,22.4,1.8,13.0,24.4,48.6,1.0,19.75,3.82,37259.05
2023-02-21,25.6,20.1,2.2,27.2,21.9,2.2,13.0,23.0,45.7,358.0,19.2,3.58,36774.69
2023-02-22,23.9,20.1,6.2,25.2,22.0,6.2,21.0,18.2,37.4,353.0,9.97,1.93,17134.27
2023-02-23,25.7,20.5,1.1,27.3,23.1,1.1,7.0,21.1,42.8,3.0,19.71,3.64,36657.84
2023-02-24,24.9,19.7,1.6,25.4,22.0,1.6,8.0,24.0,48.2,357.0,19.03,3.78,38850.85
2023-02-25,25.6,20.7,3.7,25.2,21.3,3.7,20.0,29.9,59.0,4.0,20.1,4.14,36882.7
2023-02-26,24.4,20.1,3.6,23.2,20.2,3.6,20.0,33.2,63.4,12.0,19.9,3.98,37632.09
2023-02-27,22.7,20.6,7.6,23.5,21.0,7.6,24.0,23.6,44.6,6.0,6.16,1.45,205.92
2023-02-28,24.3,21.6,4.5,25.7,23.1,4.5,20.0,22.4,45.0,18.0,12.14,2.35,17721.29
2023-03-01,25.0,21.2,4.7,26.0,24.0,4.7,12.0,22.0,43.2,7.0,13.8,2.76,26680.71
2023-03-02,25.0,21.4,3.3,25.4,22.4,3.3,10.0,26.9,53.6,7.0,18.63,3.72,36314.75
2023-03-03,25.8,20.1,2.1,26.5,21.9,2.1,11.0,23.4,47.5,2.0,19.25,3.79,38266.32
2023-03-04,24.9,20.4,3.2,26.3,22.0,3.2,11.0,23.6,47.2,16.0,19.61,3.69,37792.47
2023-03-05,24.8,20.4,2.2,25.5,22.1,2.2,13.0,23.1,46.1,17.0,20.51,3.92,38950.72
2023-03-06,25.5,19.0,1.8,27.3,20.5,1.8,11.0,21.1,41.4,1.0,19.99,3.62,38585.05
2023-03-07,26.0,19.3,0.6,28.0,21.5,0.6,5.0,19.4,39.2,9.0,21.45,4.02,39492.33
2023-03-08,26.0,18.0,0.4,28.9,19.4,0.4,2.0,17.9,36.0,5.0,21.05,4.01,39017.75
2023-03-09,26.2,19.1,0.6,27.4,21.1,0.6,3.0,21.5,43.6,3.0,18.99,3.75,37127.88
2023-03-10,25.6,20.3,0.8,27.4,22.7,0.8,7.0,17.5,36.7,5.0,19.61,3.66,38413.75
2023-03-11,26.4,19.9,0.9,28.7,22.5,0.9,8.0,16.0,33.8,18.0,20.93,3.96,39636.43
2023-03-12,26.3,19.8,0.3,28.1,22.1,0.3,3.0,21.9,44.6,359.0,20.48,3.88,37757.08
2023-03-13,26.1,21.2,2.9,27.0,22.1,2.9,19.0,25.1,50.0,14.0,20.42,4.16,39227.85
2023-03-14,25.8,20.4,2.4,27.5,23.4,2.4,15.0,19.3,40.0,19.0,18.97,3.57,38464.45
2023-03-15,26.3,19.6,0.5,29.9,22.2,0.5,4.0,13.7,29.5,49.0,20.79,3.86,40547.82
2023-03-16,26.5,20.5,1.3,28.9,23.6,1.3,10.0,15.2,32.0,30.0,16.22,3.16,38852.3
2023-03-17,27.9,20.8,0.9,31.8,23.9,0.9,4.0,15.8,34.9,28.0,21.83,4.13,40436.54
2023-03-18,26.8,20.7,0.8,30.1,24.0,0.8,8.0,13.8,31.3,46.0,19.75,3.76,41008.34
2023-03-19,27.5,20.8,0.0,31.9,23.8,0.0,0.0,12.3,28.4,90.0,21.05,4.0,38007.14
2023-03-20,27.7,21.9,0.4,33.1,26.0,0.4,4.0,16.8,35.3,143.0,21.7,4.08,40231.51
2023-03-21,29.8,22.5,0.0,36.1,26.7,0.0,0.0,20.5,40.0,151.0,24.89,4.8,41146.9
2023-03-22,29.8,21.8,0.0,35.2,25.9,0.0,0.0,22.2,44.6,145.0,25.07,4.71,41193.15
2023-03-23,30.4,22.4,0.0,37.0,27.0,0.0,0.0,21.5,42.8,148.0,24.77,4.8,39607.24
2023-03-24,30.5,22.3,0.0,36.9,26.0,0.0,0.0,22.0,43.9,146.0,24.96,4.75,41285.75
2023-03-25,29.2,23.9,0.0,34.4,28.2,0.0,0.0,20.6,42.5,146.0,25.05,4.77,38034.09
2023-03-26,29.6,21.9,0.0,34.5,26.2,0.0,0.0,18.6,39.6,139.0,24.53,4.73,41032.4
2023-03-27,30.3,24.0,0.6,35.9,29.3,0.6,6.0,14.5,32.4,118.0,23.96,4.76,40602.77
2023-03-28,28.9,24.3,3.0,34.3,29.2,3.0,11.0,15.8,34.9,68.0,22.63,4.39,37149.24
2023-03-29,29.0,23.0,1.3,34.2,27.6,1.3,10.0,14.2,32.0,41.0,22.64,4.41,40444.2
2023-03-30,29.3,23.2,0.1,34.2,28.1,0.1,1.0,14.6,33.1,71.0,21.84,4.29,41202.96
2023-03-31,28.7,23.3,0.3,34.4,28.2,0.3,2.0,12.9,31.0,112.0,22.61,4.36,41482.64
2023-04-01,29.8,23.6,0.0,34.4,28.8,0.0,0.0,18.7,40.3,142.0,22.95,4.58,40931.44
2023-04-02,29.9,22.3,0.0,34.1,26.5,0.0,0.0,18.6,40.3,147.0,25.31,5.07,41668.88
2023-04-03,30.3,24.3,0.1,35.2,29.6,0.1,1.0,21.4,44.3,147.0,24.63,4.93,41539.74
2023-04-04,30.8,24.0,0.2,36.0,29.3,0.2,2.0,23.0,46.1,149.0,22.91,4.83,41064.61
2023-04-05,31.7,24.6,0.0,36.7,29.8,0.0,0.0,23.8,49.7,150.0,25.06,5.25,41543.34
2023-04-06,31.2,24.5,0.0,36.8,29.8,0.0,0.0,21.1,43.9,146.0,24.71,5.04,41687.99
2023-04-07,30.6,25.1,0.0,35.5,30.5,0.0,0.0,18.7,40.7,135.0,25.21,5.11,41693.41
2023-04-08,30.2,24.1,0.9,35.2,29.7,0.9,6.0,16.3,37.1,42.0,23.93,4.92,41170.85
2023-04-09,29.2,24.2,3.9,32.7,28.6,3.9,14.0,18.3,38.5,20.0,18.91,3.91,40951.01
2023-04-10,29.6,23.7,1.1,34.4,28.8,1.1,10.0,14.6,33.1,79.0,18.41,3.84,38081.22
2023-04-11,31.5,23.8,0.0,36.2,28.8,0.0,0.0,20.1,43.2,145.0,24.39,5.07,41716.25
2023-04-12,30.9,23.4,0.0,37.1,28.5,0.0,0.0,18.0,38.9,131.0,25.06,5.04,41075.82
2023-04-13,30.7,24.7,0.1,36.6,30.1,0.1,1.0,15.5,35.3,132.0,23.85,4.84,39710.36
2023-04-14,30.8,25.3,0.0,36.5,30.9,0.0,0.0,17.8,38.5,142.0,22.51,4.64,41733.61
2023-04-15,31.2,25.1,2.6,36.9,30.9,2.6,7.0,16.1,36.7,125.0,21.46,4.41,41202.4
2023-04-16,29.9,25.0,2.9,35.6,30.2,2.9,13.0,13.1,29.9,79.0,19.08,3.92,32787.51
2023-04-17,30.8,25.2,0.6,35.8,30.8,0.6,3.0,21.4,43.6,142.0,20.52,4.42,40596.9
2023-04-18,32.5,24.9,0.0,37.5,30.2,0.0,0.0,23.8,47.2,152.0,25.42,5.77,41758.31
2023-04-19,34.0,25.9,0.0,39.8,30.7,0.0,0.0,25.7,50.8,155.0,24.7,5.82,41700.68
2023-04-20,35.6,25.8,0.0,42.4,30.4,0.0,0.0,25.4,49.7,158.0,24.73,5.6,41335.95
2023-04-21,35.0,26.5,0.0,41.9,31.6,0.0,0.0,23.3,47.5,155.0,25.04,5.65,41778.89
2023-04-22,33.7,26.3,0.0,40.1,32.1,0.0,0.0,21.6,45.0,142.0,24.69,5.36,41711.01
2023-04-23,31.7,26.0,0.0,37.3,31.7,0.0,0.0,22.9,47.2,141.0,25.73,5.38,41793.95
2023-04-24,31.2,25.5,0.8,37.4,31.7,0.8,6.0,14.3,33.1,101.0,24.3,4.94,41801.97
2023-04-25,31.8,25.3,2.6,37.3,30.8,2.6,13.0,16.9,38.2,55.0,24.22,5.15,41349.84
2023-04-26,30.1,25.0,2.3,34.2,29.6,2.3,12.0,20.9,44.3,26.0,23.46,4.94,41601.73
2023-04-27,29.9,24.6,3.3,34.2,29.0,3.3,18.0,18.9,40.3,36.0,22.17,4.56,37880.65
2023-04-28,30.5,25.0,1.2,36.4,30.6,1.2,8.0,14.4,33.1,74.0,23.87,4.86,41837.77
2023-04-29,31.0,24.6,0.7,37.1,30.3,0.7,4.0,14.5,33.5,83.0,25.52,5.22,41847.67
2023-04-30,30.8,24.8,1.0,36.0,29.9,1.0,10.0,18.6,39.6,22.0,21.54,4.58,34524.26
2023-05-01,30.4,24.6,1.7,35.1,28.9,1.7,13.0,16.8,36.7,19.0,22.6,4.71,41846.32
2023-05-02,30.6,24.2,2.1,36.0,29.4,2.1,11.0,15.9,35.6,42.0,23.42,4.75,41032.16
2023-05-03,31.0,25.1,0.9,37.5,31.0,0.9,8.0,13.7,32.4,86.0,23.93,4.91,38868.62
2023-05-04,32.7,25.0,0.0,38.8,30.6,0.0,0.0,18.4,38.9,146.0,26.03,5.55,41901.82
2023-05-05,33.8,25.3,0.0,40.3,31.5,0.0,0.0,19.7,41.0,148.0,25.1,5.56,42030.34
2023-05-06,37.1,25.6,0.0,43.5,32.1,0.0,0.0,21.3,43.6,151.0,24.12,5.62,42209.62
2023-05-07,38.8,26.8,0.0,44.7,34.0,0.0,0.0,13.0,31.3,190.0,24.31,5.8,42222.12
2023-05-08,34.2,26.2,1.8,40.8,32.4,1.8,8.0,18.8,42.8,7.0,23.36,5.17,41376.86
2023-05-09,28.6,26.2,16.1,34.1,31.8,16.1,13.0,9.4,22.7,331.0,9.13,2.0,8883.25
2023-05-10,30.8,25.4,10.9,38.3,31.1,10.9,12.0,13.1,30.2,88.0,18.28,3.77,29342.9
2023-05-11,30.6,24.9,16.9,37.6,30.7,16.9,12.0,12.5,28.8,151.0,17.67,3.62,32255.71
2023-05-12,30.9,25.6,8.4,37.4,31.3,8.4,13.0,18.4,38.9,138.0,23.88,4.73,42016.09
2023-05-13,31.2,25.3,6.7,39.0,30.1,6.7,17.0,12.4,30.2,144.0,22.81,4.59,42016.57
2023-05-14,29.2,24.5,19.5,37.4,29.4,19.5,14.0,10.5,29.9,171.0,19.72,3.87,31267.61
2023-05-15,30.6,24.0,1.5,38.3,29.2,1.5,5.0,14.6,30.6,143.0,24.24,4.83,42421.11
2023-05-16,33.6,25.3,4.9,42.2,31.6,4.9,4.0,19.3,41.4,196.0,25.0,5.18,41267.29
2023-05-17,35.3,26.7,0.1,43.0,31.8,0.1,1.0,11.6,28.8,217.0,24.16,5.47,41801.58
2023-05-18,36.0,27.2,2.4,44.3,32.9,2.4,2.0,11.9,24.5,218.0,24.69,5.44,42560.48
2023-05-19,35.8,27.0,0.2,42.7,32.7,0.2,1.0,17.0,35.6,176.0,24.11,5.39,42576.58
2023-05-20,34.6,27.6,0.0,42.4,33.5,0.0,0.0,20.4,41.8,152.0,25.13,5.45,42306.56
2023-05-21,33.9,26.5,0.3,40.9,33.8,0.3,2.0,20.7,42.5,152.0,24.85,5.33,42322.13
2023-05-22,34.7,26.6,0.5,42.5,32.4,0.5,1.0,18.8,41.8,170.0,24.83,5.48,42434.49
2023-05-23,36.1,27.6,0.2,43.3,32.0,0.2,2.0,13.5,32.0,264.0,24.68,5.91,42838.03
2023-05-24,35.5,26.9,6.6,42.6,32.1,6.6,5.0,15.7,36.7,237.0,23.11,5.12,38147.2
2023-05-25,34.1,26.0,4.1,42.1,31.5,4.1,5.0,18.4,40.7,225.0,22.87,4.9,41750.91
2023-05-26,32.5,25.3,3.8,39.7,31.1,3.8,5.0,12.0,27.7,193.0,23.38,4.89,41026.14
2023-05-27,31.2,25.3,15.9,37.1,31.2,15.9,11.0,12.7,28.4,63.0,22.18,4.5,42015.38
2023-05-28,30.5,25.0,4.8,37.4,30.0,4.8,13.0,14.2,31.7,37.0,22.51,4.5,42636.9
2023-05-29,31.7,24.3,3.3,38.5,29.9,3.3,9.0,13.7,31.0,359.0,22.25,4.58,40276.07
2023-05-30,32.0,25.0,12.8,40.8,31.1,12.8,9.0,9.7,30.2,250.0,19.71,4.09,30861.17
2023-05-31,33.6,26.5,5.2,39.4,31.4,5.2,3.0,16.2,33.5,261.0,22.67,5.0,40589.09
2023-06-01,35.1,27.4,8.5,42.7,31.4,8.5,3.0,15.1,32.4,262.0,23.53,5.34,42709.03
2023-06-02,35.0,27.4,0.2,40.1,32.2,0.2,1.0,17.0,35.6,259.0,24.07,5.73,42756.01
2023-06-03,35.0,27.4,1.5,40.7,32.1,1.5,4.0,17.9,37.1,278.0,23.72,5.51,42940.67
2023-06-04,34.8,27.0,6.2,41.9,32.4,6.2,4.0,12.3,28.4,287.0,20.75,4.64,40359.23
2023-06-05,32.6,25.8,5.1,36.7,30.6,5.1,7.0,13.4,29.5,309.0,14.68,3.44,27397.56
2023-06-06,32.8,25.6,4.4,40.5,30.4,4.4,4.0,10.6,24.1,272.0,15.0,3.32,21864.81
2023-06-07,33.8,25.9,10.4,40.6,30.6,10.4,3.0,15.6,34.9,254.0,22.57,4.97,37435.89
2023-06-08,34.4,26.4,0.5,38.9,31.3,0.5,1.0,17.7,40.0,255.0,23.79,5.61,40842.55
2023-06-09,33.7,27.1,0.2,37.2,29.7,0.2,1.0,23.4,46.1,259.0,20.67,5.67,39223.52
2023-06-10,33.9,27.1,0.0,37.7,31.0,0.0,0.0,21.0,49.0,254.0,23.01,6.17,41773.13
2023-06-11,33.9,27.3,0.0,36.9,29.8,0.0,0.0,24.9,50.4,259.0,22.14,6.22,40795.55
2023-06-12,34.8,27.4,0.1,37.8,30.2,0.1,1.0,22.1,44.6,252.0,19.58,5.83,35728.9
2023-06-13,32.5,27.8,0.0,35.4,30.8,0.0,0.0,21.3,42.5,256.0,14.41,4.6,25034.23
2023-06-14,35.6,27.7,1.0,39.4,31.6,1.0,3.0,19.3,43.6,255.0,19.54,5.65,33837.84
2023-06-15,36.2,27.6,0.1,41.4,32.3,0.1,1.0,15.2,35.6,249.0,21.92,5.6,37586.48
2023-06-16,35.5,27.7,1.7,41.9,32.4,1.7,3.0,14.3,30.6,223.0,22.29,5.25,41441.75
2023-06-17,34.5,26.3,6.4,40.8,31.7,6.4,5.0,20.9,44.6,209.0,19.7,4.34,36533.17
2023-06-18,34.7,26.2,0.7,40.2,30.9,0.7,5.0,20.9,42.1,205.0,24.15,5.48,42603.8
2023-06-19,35.5,26.6,0.7,42.2,30.9,0.7,2.0,17.9,37.8,197.0,24.96,5.75,42913.55
2023-06-20,35.9,26.7,3.4,42.4,31.7,3.4,4.0,14.1,31.7,218.0,24.23,5.58,43113.5
2023-06-21,35.4,26.6,2.7,42.2,32.0,2.7,3.0,17.9,37.8,231.0,24.45,5.49,43126.45
2023-06-22,36.2,26.7,2.3,43.6,31.6,2.3,3.0,11.1,24.8,260.0,24.67,5.67,43138.67
2023-06-23,36.6,26.5,0.7,43.8,32.1,0.7,3.0,16.8,35.3,205.0,24.7,5.66,43150.09
2023-06-24,34.7,25.4,4.2,41.1,31.4,4.2,4.0,18.6,39.6,160.0,24.65,5.32,43160.64
2023-06-25,33.6,25.8,9.8,39.7,31.3,9.8,7.0,17.1,37.1,165.0,24.54,5.34,42991.5
2023-06-26,32.7,24.8,1.5,39.0,30.3,1.5,4.0,15.1,33.5,136.0,24.2,5.14,42912.76
2023-06-27,32.0,26.5,1.2,38.4,32.6,1.2,4.0,15.9,35.6,115.0,25.09,5.23,42922.43
2023-06-28,33.5,25.5,0.9,39.6,31.7,0.9,5.0,17.4,38.9,128.0,24.79,5.45,42931.65
2023-06-29,35.6,25.1,7.9,43.0,30.9,7.9,5.0,11.6,30.6,232.0,23.59,5.1,43027.12
2023-06-30,35.9,25.5,10.6,41.2,30.9,10.6,3.0,17.3,39.2,254.0,23.06,5.35,37375.99
2023-07-01,36.6,26.1,1.1,40.1,31.4,1.1,3.0,20.6,43.2,249.0,21.74,5.58,40129.88
2023-07-02,36.1,26.9,0.4,41.1,31.9,0.4,2.0,13.5,32.4,225.0,22.46,5.52,41039.69
2023-07-03,36.1,26.9,0.1,40.8,31.5,0.1,1.0,17.9,36.7,202.0,22.11,5.51,39079.89
2023-07-04,35.3,26.0,4.1,42.2,30.8,4.1,2.0,17.5,38.2,164.0,22.95,5.22,39623.37
2023-07-05,33.5,25.5,1.5,38.7,31.7,1.5,1.0,17.6,38.2,137.0,24.11,5.38,42982.86
2023-07-06,33.4,24.9,1.1,38.7,30.8,1.1,2.0,18.9,41.0,140.0,24.8,5.54,42906.91
2023-07-07,33.8,25.3,2.1,39.4,31.2,2.1,5.0,17.3,38.2,143.0,24.42,5.59,42832.05
2023-07-08,34.1,25.8,0.7,40.1,31.6,0.7,2.0,19.4,42.1,141.0,24.98,5.71,42916.07
2023-07-09,34.5,26.1,10.5,40.5,32.6,10.5,6.0,16.8,40.3,140.0,23.65,5.14,42919.38
2023-07-10,35.3,25.3,0.4,41.2,30.8,0.4,1.0,16.6,40.3,144.0,24.57,5.52,42921.82
2023-07-11,36.3,25.4,1.3,43.2,31.6,1.3,2.0,16.7,36.4,158.0,24.11,5.52,42923.3
2023-07-12,35.9,25.7,0.7,42.8,30.9,0.7,1.0,14.2,34.6,287.0,24.29,5.43,42923.8
2023-07-13,36.8,25.1,1.6,43.9,30.3,1.6,2.0,13.9,33.8,255.0,24.33,5.58,42786.31
2023-07-14,37.8,25.9,13.3,43.5,30.0,13.3,5.0,17.2,38.5,265.0,23.5,5.84,42453.54
2023-07-15,36.1,25.9,1.5,39.6,29.1,1.5,4.0,21.3,46.1,274.0,22.13,6.11,37369.28
2023-07-16,34.5,27.7,0.0,36.4,30.4,0.0,0.0,24.7,52.2,267.0,18.75,5.87,28595.1
2023-07-17,32.7,27.3,11.3,36.4,29.3,11.3,6.0,25.0,53.6,258.0,14.73,4.58,21958.44
2023-07-18,35.6,27.0,1.1,40.1,31.0,1.1,5.0,20.0,47.5,257.0,22.81,5.91,40304.43
2023-07-19,34.5,26.2,3.6,41.3,30.9,3.6,5.0,11.2,27.7,276.0,22.22,5.1,37359.62
2023-07-20,34.2,26.1,8.0,41.3,31.5,8.0,12.0,14.4,34.2,336.0,23.27,5.03,42753.8
2023-07-21,31.8,25.1,7.0,37.5,30.9,7.0,12.0,16.6,37.4,96.0,23.78,5.01,42742.38
2023-07-22,31.0,24.7,14.5,37.2,30.1,14.5,15.0,14.3,32.4,19.0,18.81,3.91,35673.09
2023-07-23,30.7,24.2,11.4,36.4,29.5,11.4,12.0,10.7,25.2,352.0,15.76,3.32,32047.44
2023-07-24,33.6,24.2,22.5,40.6,29.5,22.5,11.0,13.4,32.0,228.0,20.7,4.42,32400.0
2023-07-25,33.6,24.7,8.7,40.7,29.7,8.7,9.0,14.1,32.4,248.0,23.97,5.14,42699.38
2023-07-26,33.6,24.3,13.0,38.1,29.6,13.0,14.0,18.4,43.9,261.0,22.47,4.88,41423.58
2023-07-27,34.8,26.5,2.1,40.6,30.6,2.1,6.0,15.9,34.2,266.0,22.73,5.51,40969.67
2023-07-28,35.2,27.5,2.1,41.0,31.6,2.1,3.0,16.6,42.1,274.0,23.26,5.89,37136.79
2023-07-29,34.7,27.6,1.0,39.8,31.8,1.0,3.0,16.1,38.5,267.0,21.48,5.51,42643.08
2023-07-30,34.1,27.3,0.6,38.7,30.8,0.6,1.0,19.4,46.1,259.0,24.37,6.46,42626.95
