precip_hours,tmax,radiation_sum,tmin,evapo_et0,wind_dir_dominant,apparent_tmax,date,prcp,rain_sum,wind_gusts_max,wind_speed_max,apparent_tmin,sunshine_duration,latitude,longitude
14.0000,29.0000,17.4600,23.5000,3.3900,118.0000,35.0000,2022-09-12,14.0000,14.0000,33.8000,15.7000,28.3000,28873.8500,10.5417,107.2428
11.0000,30.2000,22.7800,23.3000,4.5400,186.0000,38.5000,2022-09-13,1.6000,1.6000,26.6000,12.4000,28.3000,40089.0200,10.5417,107.2428
14.0000,30.4000,20.6000,24.4000,4.0600,245.0000,37.3000,2022-09-14,14.3000,14.3000,36.7000,17.8000,28.5000,35081.7700,10.5417,107.2428
10.0000,29.5000,18.4000,23.9000,3.4300,271.0000,35.1000,2022-09-15,17.1000,17.1000,44.6000,16.6000,28.6000,32993.7800,10.5417,107.2428
13.0000,29.5000,18.0900,24.5000,3.4900,259.0000,35.9000,2022-09-16,18.6000,18.6000,38.2000,17.2000,29.4000,30728.8800,10.5417,107.2428
10.0000,30.3000,21.0800,24.0000,4.0800,274.0000,36.5000,2022-09-17,4.2000,4.2000,44.3000,15.8000,28.9000,39537.8800,10.5417,107.2428
12.0000,29.7000,20.2300,23.2000,3.9500,283.0000,36.0000,2022-09-18,17.0000,17.0000,37.1000,17.3000,28.0000,36821.1100,10.5417,107.2428
11.0000,29.8000,19.2200,23.5000,3.7000,283.0000,35.4000,2022-09-19,9.2000,9.2000,44.3000,15.2000,28.1000,38122.9500,10.5417,107.2428
7.0000,30.3000,20.3300,24.1000,4.0300,269.0000,35.8000,2022-09-20,2.7000,2.7000,38.5000,16.2000,29.2000,30496.9800,10.5417,107.2428
16.0000,28.8000,18.7500,24.2000,3.6200,249.0000,34.6000,2022-09-21,21.0000,21.0000,34.9000,15.3000,28.6000,31570.6300,10.5417,107.2428
20.0000,29.2000,17.6600,24.1000,3.3900,234.0000,34.2000,2022-09-22,22.1000,22.1000,39.2000,17.9000,28.0000,25970.9100,10.5417,107.2428
12.0000,29.9000,22.1700,23.8000,4.4300,235.0000,35.8000,2022-09-23,3.0000,3.0000,31.3000,14.7000,28.9000,37906.5000,10.5417,107.2428
9.0000,29.8000,19.1100,24.0000,3.9200,269.0000,35.5000,2022-09-24,9.0000,9.0000,28.1000,12.1000,28.9000,33016.1700,10.5417,107.2428
15.0000,30.5000,19.4000,23.6000,3.9200,257.0000,36.2000,2022-09-25,19.6000,19.6000,29.9000,14.5000,28.3000,29040.1100,10.5417,107.2428
18.0000,30.1000,15.7900,23.3000,3.0900,290.0000,37.2000,2022-09-26,23.2000,23.2000,36.4000,15.5000,27.9000,21969.2500,10.5417,107.2428
12.0000,28.3000,12.8600,23.6000,2.6100,285.0000,31.4000,2022-09-27,4.8000,4.8000,41.8000,18.4000,27.7000,20803.5000,10.5417,107.2428
13.0000,28.4000,13.1400,24.4000,2.5900,259.0000,32.0000,2022-09-28,8.8000,8.8000,52.6000,21.2000,27.8000,20803.5000,10.5417,107.2428
15.0000,28.3000,14.6200,24.8000,2.8400,237.0000,33.2000,2022-09-29,10.8000,10.8000,44.3000,20.0000,28.4000,25722.2300,10.5417,107.2428
22.0000,28.0000,11.4200,24.0000,2.3000,233.0000,32.2000,2022-09-30,9.2000,9.2000,33.5000,16.2000,28.7000,20803.5000,10.5417,107.2428
20.0000,28.8000,18.3500,23.9000,3.5400,233.0000,35.2000,2022-10-01,13.1000,13.1000,28.4000,11.9000,29.5000,34298.7000,10.5417,107.2428
15.0000,27.5000,10.0350,23.0000,1.8800,92.0000,32.6000,2022-10-02,20.1000,20.1000,25.9000,12.8000,27.5000,20803.5000,10.5417,107.2428
9.0000,28.4000,16.4400,24.0000,3.3200,95.0000,32.4000,2022-10-03,5.5000,5.5000,43.2000,20.0000,28.6000,35826.3000,10.5417,107.2428
7.0000,28.4000,14.5300,23.3000,3.0900,83.0000,34.0000,2022-10-04,6.9000,6.9000,27.0000,14.3000,28.5000,22455.8900,10.5417,107.2428
15.0000,29.1000,17.1800,24.3000,3.2600,94.0000,34.7000,2022-10-05,22.9000,22.9000,42.8000,17.8000,28.5000,34013.2600,10.5417,107.2428
11.0000,28.2000,13.0800,23.5000,2.5500,85.0000,32.3000,2022-10-06,9.1000,9.1000,29.2000,13.4000,28.3000,21643.9900,10.5417,107.2428
4.0000,29.6000,22.3700,22.9000,4.4400,90.0000,35.1000,2022-10-07,0.4000,0.4000,35.6000,17.2000,27.2000,39700.2800,10.5417,107.2428
20.0000,26.8500,10.0350,23.3000,1.5650,78.0000,31.9000,2022-10-08,24.6000,24.6000,28.1000,14.1000,27.9000,20803.5000,10.5417,107.2428
14.0000,29.2000,17.9200,23.1000,3.5200,95.0000,34.7000,2022-10-09,8.8000,8.8000,34.2000,16.3000,27.6000,28819.9500,10.5417,107.2428
13.0000,27.4000,10.0350,23.2000,1.7200,68.0000,33.1000,2022-10-10,7.4000,7.4000,19.8000,10.5000,27.8000,20803.5000,10.5417,107.2428
16.0000,28.3000,11.9100,23.2000,2.3500,311.0000,33.8000,2022-10-11,18.9000,18.9000,20.9000,7.9000,27.5000,20803.5000,10.5417,107.2428
15.0000,29.9000,18.3500,22.7000,3.6500,95.0000,37.9000,2022-10-12,24.6000,24.6000,23.0000,8.3000,27.2000,27494.7200,10.5417,107.2428
1.0000,31.0000,18.6400,23.4000,4.0000,314.0000,36.6000,2022-10-13,0.1000,0.1000,32.4000,13.5000,27.6000,25200.0000,10.5417,107.2428
1.0000,29.6000,20.0400,23.4000,4.1400,311.0000,34.1000,2022-10-14,0.1000,0.1000,34.2000,16.0000,26.7000,34170.8500,10.5417,107.2428
0.0000,29.8000,23.2600,21.9000,4.7600,310.0000,35.1000,2022-10-15,0.0000,0.0000,30.2000,13.3000,25.0000,39566.3300,10.5417,107.2428
0.0000,30.3000,24.1400,21.8000,4.8200,289.0000,36.2000,2022-10-16,0.0000,0.0000,23.4000,9.9000,24.9000,39627.1300,10.5417,107.2428
6.0000,30.8000,21.8200,23.2000,4.4900,306.0000,35.9000,2022-10-17,0.7000,0.7000,23.0000,10.1000,27.2000,39556.5600,10.5417,107.2428
11.0000,29.3000,20.4200,23.0000,4.0000,210.0000,35.5000,2022-10-18,4.9000,4.9000,25.9000,10.8000,27.9000,39550.9800,10.5417,107.2428
15.0000,28.5000,16.9600,22.6000,3.3200,140.0000,33.7000,2022-10-19,4.9000,4.9000,32.4000,15.2000,27.1000,37782.9100,10.5417,107.2428
19.0000,26.8500,10.8100,24.0000,2.1300,94.0000,30.4000,2022-10-20,17.6000,17.6000,31.0000,15.2000,28.4000,22057.5600,10.5417,107.2428
0.0000,30.0000,22.5800,23.8000,4.4900,87.0000,35.7000,2022-10-21,0.0000,0.0000,34.2000,15.9000,28.4000,39531.1100,10.5417,107.2428
6.0000,30.5000,17.7900,23.6000,3.5900,43.0000,38.4000,2022-10-22,4.5000,4.5000,23.8000,8.3000,28.1000,35923.3400,10.5417,107.2428
13.0000,29.7000,17.5100,23.5000,3.4700,313.0000,37.3000,2022-10-23,17.6000,17.6000,23.4000,9.8000,28.3000,32683.7700,10.5417,107.2428
11.0000,30.4000,18.1500,23.8000,3.6000,288.0000,37.8000,2022-10-24,15.3000,15.3000,28.8000,11.2000,28.7000,39248.9000,10.5417,107.2428
10.0000,30.0000,18.5400,23.5000,3.7300,304.0000,36.5000,2022-10-25,9.0000,9.0000,22.7000,10.8000,28.4000,39427.7700,10.5417,107.2428
8.0000,30.4000,21.1200,23.7000,4.1700,92.0000,36.9000,2022-10-26,4.7000,4.7000,34.6000,17.0000,28.5000,39485.8200,10.5417,107.2428
17.0000,28.4000,12.6200,23.9000,2.5000,55.0000,34.3000,2022-10-27,15.1000,15.1000,26.6000,11.6000,29.0000,24259.3500,10.5417,107.2428
7.0000,28.7000,13.8100,22.8000,2.8300,16.0000,34.1000,2022-10-28,0.9000,0.9000,20.5000,8.4000,27.4000,23074.0300,10.5417,107.2428
6.0000,29.8000,16.3900,22.5000,3.2900,350.0000,36.4000,2022-10-29,24.6000,24.6000,22.0000,8.7000,26.5000,25179.0300,10.5417,107.2428
4.0000,29.8000,18.0700,23.1000,3.6000,56.0000,37.0000,2022-10-30,1.1000,1.1000,22.7000,7.6000,27.7000,36844.7600,10.5417,107.2428
2.0000,31.5000,22.6900,23.0000,4.5800,25.0000,37.7000,2022-10-31,0.8000,0.8000,25.6000,12.0000,27.6000,39422.4700,10.5417,107.2428
11.0000,28.6000,19.9400,22.7000,3.8900,129.0000,35.1000,2022-11-01,5.8000,5.8000,24.1000,9.5000,26.6000,37840.0000,10.5417,107.2428
9.0000,28.4000,19.9800,22.4000,3.9100,95.0000,34.2000,2022-11-02,2.0000,2.0000,25.2000,10.7000,26.3000,39391.9200,10.5417,107.2428
13.0000,26.8500,10.7600,23.7000,2.1300,84.0000,30.9000,2022-11-03,24.6000,24.6000,31.7000,15.3000,27.2000,20803.5000,10.5417,107.2428
9.0000,28.6000,19.0200,23.1000,3.8200,86.0000,33.3000,2022-11-04,4.0000,4.0000,42.8000,21.3000,27.5000,37785.7700,10.5417,107.2428
0.0000,29.4000,20.8700,23.0000,4.3000,84.0000,33.9000,2022-11-05,0.0000,0.0000,32.4000,15.8000,26.5000,39341.0000,10.5417,107.2428
3.0000,30.0000,20.4600,22.5000,4.0400,50.0000,36.3000,2022-11-06,0.5000,0.5000,31.0000,13.8000,26.2000,39322.7100,10.5417,107.2428
7.0000,29.1000,20.1300,22.2000,4.0000,102.0000,35.3000,2022-11-07,1.5000,1.5000,21.2000,8.7000,26.3000,39303.8000,10.5417,107.2428
7.0000,30.7000,19.8900,22.6000,4.0300,77.0000,37.6000,2022-11-08,1.0000,1.0000,25.2000,11.1000,26.9000,39284.2600,10.5417,107.2428
3.0000,30.2000,21.6800,22.4000,4.3400,99.0000,36.8000,2022-11-09,0.4000,0.4000,27.0000,11.7000,26.6000,39264.1200,10.5417,107.2428
2.0000,30.2000,21.2400,23.3000,4.2400,83.0000,35.8000,2022-11-10,1.0000,1.0000,37.4000,18.0000,28.0000,39243.3900,10.5417,107.2428
3.0000,29.9000,19.2200,23.0000,3.9100,84.0000,35.9000,2022-11-11,1.5000,1.5000,39.2000,16.3000,27.7000,35087.7700,10.5417,107.2428
11.0000,29.9000,16.1000,24.0000,3.2500,72.0000,37.2000,2022-11-12,24.0000,24.0000,29.2000,9.6000,28.8000,37055.8300,10.5417,107.2428
5.0000,28.8000,16.9700,23.1000,3.3500,85.0000,32.0000,2022-11-13,2.7000,2.7000,50.0000,24.8000,28.0000,39177.7800,10.5417,107.2428
1.0000,29.8000,21.3800,24.2000,4.3500,89.0000,35.4000,2022-11-14,0.1000,0.1000,41.0000,19.0000,28.4000,39154.8200,10.5417,107.2428
0.0000,29.6000,20.9900,23.1000,4.1500,87.0000,35.6000,2022-11-15,0.0000,0.0000,37.1000,16.8000,27.8000,39131.3500,10.5417,107.2428
0.0000,30.0000,21.2700,22.8000,4.3000,84.0000,35.8000,2022-11-16,0.0000,0.0000,33.5000,15.6000,27.3000,39107.3800,10.5417,107.2428
1.0000,29.8000,19.8600,23.3000,4.0300,85.0000,34.5000,2022-11-17,0.1000,0.1000,41.4000,18.3000,27.3000,39082.9300,10.5417,107.2428
9.0000,29.4000,17.8300,23.6000,3.5100,79.0000,35.2000,2022-11-18,10.0000,10.0000,33.5000,12.6000,28.3000,37545.4500,10.5417,107.2428
12.0000,26.8500,10.0350,23.5000,1.5650,331.0000,31.5000,2022-11-19,5.2000,5.2000,30.6000,12.2000,27.2000,20803.5000,10.5417,107.2428
22.0000,26.8500,10.0350,23.4000,1.5650,344.0000,30.7000,2022-11-20,24.6000,24.6000,26.3000,7.9000,28.0000,20803.5000,10.5417,107.2428
17.0000,27.1000,10.0350,23.2000,1.6000,15.0000,31.8000,2022-11-21,13.9000,13.9000,23.0000,11.5000,28.2000,20803.5000,10.5417,107.2428
17.0000,26.8500,10.4900,23.6000,2.0500,145.0000,32.0000,2022-11-22,23.8000,23.8000,24.1000,10.9000,29.0000,20803.5000,10.5417,107.2428
16.0000,28.4000,17.0900,23.6000,3.1900,127.0000,33.2000,2022-11-23,14.7000,14.7000,35.3000,15.5000,28.5000,36000.0000,10.5417,107.2428
13.0000,27.6000,15.8800,23.7000,2.8500,104.0000,31.9000,2022-11-24,15.8000,15.8000,41.0000,19.2000,27.9000,34264.4300,10.5417,107.2428
9.0000,29.0000,19.4900,23.9000,3.7900,94.0000,34.5000,2022-11-25,3.6000,3.6000,32.8000,14.7000,28.4000,38864.2400,10.5417,107.2428
17.0000,29.0000,17.6200,23.7000,3.4300,87.0000,35.8000,2022-11-26,12.9000,12.9000,28.4000,13.7000,28.3000,36000.0000,10.5417,107.2428
3.0000,29.0000,19.2600,24.2000,3.7100,93.0000,34.4000,2022-11-27,0.3000,0.3000,39.2000,18.6000,28.5000,38803.0100,10.5417,107.2428
5.0000,29.2000,20.1600,24.0000,3.8500,93.0000,34.1000,2022-11-28,0.5000,0.5000,40.0000,18.7000,28.9000,38771.7600,10.5417,107.2428
1.0000,30.7000,20.7100,24.0000,4.2300,84.0000,35.8000,2022-11-29,0.1000,0.1000,31.0000,15.5000,28.5000,38740.1800,10.5417,107.2428
2.0000,30.6000,20.5500,22.2000,4.1600,75.0000,35.9000,2022-11-30,0.3000,0.3000,29.5000,13.5000,25.5000,38708.3600,10.5417,107.2428
0.0000,31.1000,19.8800,22.3000,4.3500,71.0000,36.7000,2022-12-01,0.0000,0.0000,30.2000,15.9000,26.2000,38676.3400,10.5417,107.2428
7.0000,28.8000,12.8300,23.9000,2.9100,69.0000,31.9000,2022-12-02,3.7000,3.7000,47.9000,21.7000,27.6000,21801.5100,10.5417,107.2428
11.0000,29.1000,13.6400,23.0000,2.8300,80.0000,32.5000,2022-12-03,11.7000,11.7000,48.2000,23.7000,27.2000,25200.0000,10.5417,107.2428
2.0000,28.7000,16.2000,23.0000,3.3000,81.0000,32.3000,2022-12-04,0.2000,0.2000,40.7000,19.6000,27.3000,31904.0500,10.5417,107.2428
1.0000,30.1000,20.5500,23.2000,4.1600,78.0000,35.2000,2022-12-05,0.2000,0.2000,42.1000,19.8000,26.7000,38547.9300,10.5417,107.2428
5.0000,30.1000,19.7200,22.4000,3.8700,63.0000,36.1000,2022-12-06,2.2000,2.2000,32.4000,14.5000,26.6000,38516.0900,10.5417,107.2428
6.0000,29.6000,15.1900,22.7000,2.9800,45.0000,35.2000,2022-12-07,10.7000,10.7000,41.4000,15.0000,27.2000,32317.0700,10.5417,107.2428
0.0000,30.1000,20.6600,22.4000,4.1400,76.0000,35.4000,2022-12-08,0.0000,0.0000,31.0000,15.1000,26.6000,38453.2600,10.5417,107.2428
5.0000,30.3000,18.4000,22.5000,3.7500,58.0000,34.9000,2022-12-09,6.4000,6.4000,34.2000,12.7000,26.1000,37738.6500,10.5417,107.2428
2.0000,29.6000,20.1400,22.8000,4.1100,92.0000,36.0000,2022-12-10,0.3000,0.3000,24.1000,13.0000,27.0000,38391.4600,10.5417,107.2428
4.0000,28.6000,19.5900,23.7000,4.2300,88.0000,32.7000,2022-12-11,0.4000,0.4000,35.6000,15.9000,26.1000,37601.8600,10.5417,107.2428
1.0000,29.6000,19.3100,22.9000,4.1200,84.0000,34.2000,2022-12-12,0.1000,0.1000,31.3000,15.1000,25.3000,38328.1100,10.5417,107.2428
0.0000,29.1000,21.4300,20.5500,4.1700,91.0000,34.2000,2022-12-13,0.0000,0.0000,24.8000,9.7000,22.5000,38295.8800,10.5417,107.2428
0.0000,30.1000,19.6500,20.5500,3.8800,87.0000,34.7000,2022-12-14,0.0000,0.0000,30.6000,14.0000,22.8000,38263.4200,10.5417,107.2428
3.0000,29.7000,19.2000,21.5000,3.8700,131.0000,35.7000,2022-12-15,0.3000,0.3000,17.3000,7.8000,25.3000,38230.8100,10.5417,107.2428
2.0000,31.0000,18.0100,22.5000,3.7900,77.0000,35.7000,2022-12-16,0.2000,0.2000,24.8000,11.1000,26.5000,33821.5800,10.5417,107.2428
8.0000,28.0000,10.0350,22.7000,1.6600,56.0000,33.9000,2022-12-17,2.7000,2.7000,23.8000,10.5000,26.8000,20803.5000,10.5417,107.2428
3.0000,30.4000,19.0900,22.0000,3.9700,21.0000,33.8000,2022-12-18,0.3000,0.3000,34.9000,11.3000,25.2000,38084.3500,10.5417,107.2428
0.0000,28.7000,20.3100,20.5500,4.0300,40.0000,32.9000,2022-12-19,0.0000,0.0000,29.2000,12.0000,22.3000,38100.9700,10.5417,107.2428
0.0000,30.7000,19.9500,20.5500,4.0100,112.0000,35.6000,2022-12-20,0.0000,0.0000,31.0000,12.5000,22.9000,37712.0400,10.5417,107.2428
6.0000,30.0000,19.2600,21.1000,3.8500,116.0000,35.6000,2022-12-21,1.2000,1.2000,27.7000,11.2000,24.4000,36827.1200,10.5417,107.2428
6.0000,28.1000,17.4200,21.1000,3.4700,90.0000,33.1000,2022-12-22,2.2000,2.2000,25.2000,12.1000,24.7000,36000.0000,10.5417,107.2428
3.0000,27.6000,19.7900,20.5500,3.9200,96.0000,31.7000,2022-12-23,0.3000,0.3000,29.9000,12.5000,22.7000,36848.3400,10.5417,107.2428
0.0000,29.8000,19.0400,20.5500,4.0000,49.0000,32.1000,2022-12-24,0.0000,0.0000,28.4000,13.2000,22.3000,33961.0900,10.5417,107.2428
0.0000,29.0000,18.0900,20.5500,3.8400,9.0000,32.2000,2022-12-25,0.0000,0.0000,30.2000,14.6000,22.3000,37918.5200,10.5417,107.2428
0.0000,29.0000,17.0400,20.5500,3.6000,93.0000,32.6000,2022-12-26,0.0000,0.0000,29.9000,13.1000,22.3000,25484.7300,10.5417,107.2428
0.0000,30.0000,19.3100,20.5500,3.9500,91.0000,33.8000,2022-12-27,0.0000,0.0000,27.7000,11.9000,22.3000,36000.0000,10.5417,107.2428
2.0000,30.4000,19.7800,20.5500,3.9900,126.0000,35.1000,2022-12-28,0.7000,0.7000,33.5000,14.9000,22.3000,37838.4600,10.5417,107.2428
0.0000,31.6000,19.8200,20.5500,4.1500,17.0000,35.0000,2022-12-29,0.0000,0.0000,25.2000,12.1000,23.2000,36824.2600,10.5417,107.2428
1.0000,28.9000,10.3200,22.7000,2.3500,60.0000,32.1000,2022-12-30,0.1000,0.1000,18.0000,8.7000,26.6000,20803.5000,10.5417,107.2428
0.0000,29.5000,15.0600,20.8000,3.2200,334.0000,32.8000,2022-12-31,0.0000,0.0000,21.6000,11.4000,23.8000,25496.8000,10.5417,107.2428
3.0000,29.8000,14.1800,22.0000,2.9300,329.0000,33.4000,2023-01-01,5.1000,5.1000,26.6000,9.4000,25.7000,23071.8200,10.5417,107.2428
5.0000,31.5000,17.1400,23.1000,3.6400,61.0000,35.8000,2023-01-02,2.1000,2.1000,32.8000,10.2000,26.5000,36300.4500,10.5417,107.2428
3.0000,30.2000,13.8000,22.0000,2.8200,45.0000,36.1000,2023-01-03,1.5000,1.5000,29.5000,10.8000,26.0000,24439.5200,10.5417,107.2428
2.0000,29.0000,11.0100,22.4000,2.3700,356.0000,32.6000,2023-01-04,1.8000,1.8000,20.5000,7.9000,26.9000,20803.5000,10.5417,107.2428
18.0000,26.8500,10.0350,21.6000,1.5650,335.0000,30.4000,2023-01-05,10.3000,10.3000,26.3000,13.0000,24.6000,20803.5000,10.5417,107.2428
5.0000,29.1000,14.7000,20.5500,2.9900,341.0000,33.2000,2023-01-06,2.4000,2.4000,22.3000,9.3000,22.6000,20803.5000,10.5417,107.2428
13.0000,26.8500,10.0350,21.4000,1.5650,304.0000,30.4000,2023-01-07,24.6000,24.6000,28.4000,9.5000,24.4000,20803.5000,10.5417,107.2428
18.0000,26.8500,10.0350,20.5500,1.8700,313.0000,30.8000,2023-01-08,3.8000,3.8000,23.8000,9.5000,23.5000,20803.5000,10.5417,107.2428
22.0000,26.8500,10.0350,22.3000,1.8300,76.0000,30.4000,2023-01-09,18.0000,18.0000,41.4000,20.6000,26.1000,20803.5000,10.5417,107.2428
13.0000,26.8500,12.1100,23.3000,2.2900,88.0000,30.4000,2023-01-10,21.5000,21.5000,51.8000,24.3000,26.2000,24867.5400,10.5417,107.2428
0.0000,27.9000,19.6700,23.8000,3.9400,98.0000,31.4000,2023-01-11,0.0000,0.0000,41.0000,19.2000,25.9000,36956.4000,10.5417,107.2428
3.0000,27.9000,19.7000,23.5000,3.7400,99.0000,32.1000,2023-01-12,0.3000,0.3000,37.1000,16.9000,27.0000,37064.1400,10.5417,107.2428
8.0000,28.8000,18.1900,22.7000,3.6000,123.0000,34.8000,2023-01-13,2.0000,2.0000,22.7000,10.5000,26.7000,37378.7800,10.5417,107.2428
12.0000,29.7000,19.1200,22.4000,3.7900,222.0000,36.3000,2023-01-14,4.7000,4.7000,23.8000,10.5000,27.1000,37171.7300,10.5417,107.2428
0.0000,30.4000,18.8900,22.3000,3.8700,359.0000,35.0000,2023-01-15,0.0000,0.0000,24.1000,13.1000,26.7000,35104.9100,10.5417,107.2428
1.0000,30.8000,20.3700,22.7000,4.1300,88.0000,35.9000,2023-01-16,0.1000,0.1000,25.2000,10.9000,26.6000,37598.6100,10.5417,107.2428
5.0000,29.1000,19.8700,20.8000,3.9600,74.0000,34.6000,2023-01-17,1.0000,1.0000,24.1000,11.0000,24.0000,37487.3100,10.5417,107.2428
0.0000,30.1000,19.6400,20.7000,3.9300,35.0000,35.2000,2023-01-18,0.0000,0.0000,24.5000,11.2000,24.1000,34654.7900,10.5417,107.2428
1.0000,29.7000,18.9000,22.1000,3.8400,117.0000,35.2000,2023-01-19,0.3000,0.3000,27.4000,10.7000,25.5000,34430.8400,10.5417,107.2428
4.0000,29.7000,17.1700,21.6000,3.4700,78.0000,34.4000,2023-01-20,1.3000,1.3000,28.8000,8.0000,25.3000,36000.0000,10.5417,107.2428
1.0000,30.5000,20.0800,22.1000,4.1300,101.0000,35.9000,2023-01-21,0.1000,0.1000,32.8000,10.2000,26.2000,36579.5100,10.5417,107.2428
0.0000,30.2000,20.7400,22.1000,4.3400,86.0000,35.2000,2023-01-22,0.0000,0.0000,34.6000,15.9000,26.0000,37696.7800,10.5417,107.2428
4.0000,30.7000,20.7300,22.3000,4.4200,84.0000,34.7000,2023-01-23,0.5000,0.5000,34.6000,16.7000,26.0000,38041.5400,10.5417,107.2428
2.0000,31.1000,21.2400,23.0000,4.9200,81.0000,36.0000,2023-01-24,0.6000,0.6000,38.5000,19.2000,25.4000,37433.6700,10.5417,107.2428
0.0000,28.9000,14.4300,21.3000,3.1800,83.0000,32.6000,2023-01-25,0.0000,0.0000,34.6000,16.6000,23.6000,25349.7200,10.5417,107.2428
0.0000,30.4000,18.3800,21.5000,3.8500,161.0000,35.3000,2023-01-26,0.0000,0.0000,29.2000,12.9000,24.3000,37722.4600,10.5417,107.2428
3.0000,30.6000,16.6800,21.2000,3.4300,67.0000,36.4000,2023-01-27,3.1000,3.1000,27.4000,9.4000,24.6000,29040.3000,10.5417,107.2428
0.0000,29.8000,19.3800,20.9000,4.2000,79.0000,34.6000,2023-01-28,0.0000,0.0000,38.9000,18.1000,23.8000,36173.2900,10.5417,107.2428
0.0000,29.5000,18.6300,20.5500,4.0100,89.0000,34.4000,2023-01-29,0.0000,0.0000,32.8000,12.1000,22.3000,35188.7700,10.5417,107.2428
0.0000,29.0000,21.0600,20.9000,4.1100,147.0000,33.8000,2023-01-30,0.0000,0.0000,36.7000,15.4000,23.3000,38744.2900,10.5417,107.2428
0.0000,30.6000,22.1000,20.5500,4.6500,85.0000,35.6000,2023-01-31,0.0000,0.0000,29.5000,13.4000,22.7000,38169.0400,10.5417,107.2428
4.0000,30.9000,18.7500,22.5000,3.9600,90.0000,35.1000,2023-02-01,1.2000,1.2000,29.9000,14.0000,25.7000,36787.2300,10.5417,107.2428
1.0000,30.0000,20.8200,22.5000,4.4500,90.0000,33.2000,2023-02-02,0.1000,0.1000,45.0000,21.3000,26.3000,38716.5700,10.5417,107.2428
0.0000,31.1000,22.0400,23.9000,5.3400,86.0000,34.0000,2023-02-03,0.0000,0.0000,47.2000,22.1000,27.0000,38538.0700,10.5417,107.2428
0.0000,31.4000,22.9000,22.9000,5.3200,90.0000,34.5000,2023-02-04,0.0000,0.0000,46.1000,21.7000,25.7000,38963.4400,10.5417,107.2428
0.0000,31.2000,23.1900,22.7000,5.3500,87.0000,33.9000,2023-02-05,0.0000,0.0000,42.5000,19.2000,24.8000,39188.0800,10.5417,107.2428
0.0000,31.1000,22.9200,22.7000,5.0800,93.0000,34.5000,2023-02-06,0.0000,0.0000,42.5000,19.7000,25.7000,39210.1800,10.5417,107.2428
0.0000,30.1000,22.5400,23.5000,4.7100,97.0000,33.9000,2023-02-07,0.0000,0.0000,43.6000,20.0000,26.3000,39027.5500,10.5417,107.2428
1.0000,30.8000,21.8800,23.5000,4.6900,93.0000,35.4000,2023-02-08,0.7000,0.7000,43.9000,20.3000,26.9000,39150.0300,10.5417,107.2428
0.0000,30.8000,22.8000,24.2000,5.2300,92.0000,33.8000,2023-02-09,0.0000,0.0000,47.5000,23.1000,26.5000,39169.8500,10.5417,107.2428
0.0000,30.6000,23.5300,23.0000,5.2200,94.0000,33.5000,2023-02-10,0.0000,0.0000,46.1000,20.9000,25.7000,39499.4300,10.5417,107.2428
0.0000,31.3000,23.0900,22.7000,4.8400,96.0000,35.7000,2023-02-11,0.0000,0.0000,39.6000,17.9000,25.5000,39519.6700,10.5417,107.2428
0.0000,31.8000,23.1000,23.5000,4.9500,98.0000,36.2000,2023-02-12,0.0000,0.0000,41.8000,18.2000,26.7000,38807.3800,10.5417,107.2428
0.0000,30.5000,22.6600,23.5000,4.6200,102.0000,34.6000,2023-02-13,0.0000,0.0000,37.8000,16.3000,27.3000,38693.8800,10.5417,107.2428
0.0000,30.6000,21.8800,22.2000,4.5100,96.0000,35.7000,2023-02-14,0.0000,0.0000,36.0000,18.7000,26.3000,38279.0200,10.5417,107.2428
0.0000,30.9000,22.8500,23.0000,5.6200,85.0000,34.2000,2023-02-15,0.0000,0.0000,53.3000,26.1000,24.4000,39595.1700,10.5417,107.2428
1.0000,31.2000,22.4900,20.7000,5.4300,79.0000,34.5000,2023-02-16,0.1000,0.1000,50.8000,23.2000,22.3000,38301.4100,10.5417,107.2428
0.0000,30.7000,22.0000,21.1000,4.9900,80.0000,34.0000,2023-02-17,0.0000,0.0000,43.2000,20.5000,22.9000,38777.1200,10.5417,107.2428
3.0000,30.6000,13.2600,22.5000,3.0500,80.0000,33.7000,2023-02-18,0.4000,0.4000,27.4000,11.6000,26.0000,20803.5000,10.5417,107.2428
3.0000,30.9000,19.6500,23.2000,4.1000,102.0000,36.0000,2023-02-19,5.3000,5.3000,33.1000,16.4000,27.5000,38347.5000,10.5417,107.2428
4.0000,30.5000,18.9800,22.1000,4.0200,109.0000,35.5000,2023-02-20,0.8000,0.8000,24.5000,12.4000,26.4000,35110.6200,10.5417,107.2428
0.0000,31.3000,23.0400,20.8000,4.9100,97.0000,35.9000,2023-02-21,0.0000,0.0000,33.1000,14.5000,24.0000,39911.9800,10.5417,107.2428
1.0000,30.9000,21.5400,22.0000,4.7800,97.0000,34.5000,2023-02-22,0.1000,0.1000,30.2000,14.5000,24.5000,39704.0500,10.5417,107.2428
0.0000,31.1000,22.9400,21.3000,4.9400,99.0000,35.7000,2023-02-23,0.0000,0.0000,33.5000,14.1000,23.8000,39604.7800,10.5417,107.2428
0.0000,31.0000,23.0400,20.9000,5.0400,91.0000,34.8000,2023-02-24,0.0000,0.0000,38.5000,18.1000,24.1000,40181.9100,10.5417,107.2428
0.0000,32.0000,24.1100,21.5000,5.4800,78.0000,36.7000,2023-02-25,0.0000,0.0000,41.0000,18.9000,22.6000,39513.6400,10.5417,107.2428
