date,sunshine_duration,wind_speed_max,precip_hours,prcp,evapo_et0,wind_dir_dominant,tmax,apparent_tmax,wind_gusts_max,tmin,radiation_sum,rain_sum,apparent_tmin,latitude,longitude
2020-05-07,42628.7200,15.6000,3.0000,0.5000,5.0000,170.0000,34.4000,41.1000,39.2000,26.0000,21.8700,0.5000,31.7000,10.5216,105.1259
2020-05-08,42652.4500,12.9000,3.0000,0.3000,5.6000,178.0000,35.4000,41.3000,27.4000,25.9000,23.3900,0.3000,31.7000,10.5216,105.1259
2020-05-09,42675.7100,9.7000,0.0000,0.0000,5.5200,163.0000,35.5000,42.6000,24.8000,26.7000,23.5300,0.0000,33.3000,10.5216,105.1259
2020-05-10,42698.4900,11.6000,2.0000,0.6000,5.7700,151.0000,35.7625,41.9000,31.0000,26.5000,23.9900,0.6000,32.5000,10.5216,105.1259
2020-05-11,42710.7000,11.6000,3.0000,0.5000,5.3200,146.0000,35.3000,40.3000,27.0000,26.5000,22.1700,0.5000,31.7000,10.5216,105.1259
2020-05-12,42720.2100,12.6000,1.0000,0.1000,5.5500,156.0000,35.7625,42.5000,23.0000,27.2000,22.9600,0.1000,32.9000,10.5216,105.1259
2020-05-13,42730.1100,11.7000,5.0000,1.1000,5.5100,145.0000,35.5000,40.7000,31.3000,26.4000,22.1200,1.1000,32.4000,10.5216,105.1259
2020-05-14,42740.5400,14.0000,2.0000,0.3000,4.9600,125.0000,34.8000,41.3000,35.6000,25.5000,21.6400,0.3000,30.9000,10.5216,105.1259
2020-05-15,42751.5000,17.7000,10.0000,2.2000,4.8100,172.0000,35.1000,41.8000,37.8000,26.4000,21.2600,2.2000,32.2000,10.5216,105.1259
2020-05-16,39211.1700,7.6000,8.0000,4.2000,4.9300,132.0000,35.0000,40.7000,26.3000,26.7000,21.4300,4.2000,33.2000,10.5216,105.1259
2020-05-17,27238.7300,15.0000,14.0000,23.4500,3.5200,211.0000,31.8000,39.5000,31.3000,25.7000,16.2900,23.4500,31.3000,10.5216,105.1259
2020-05-18,40269.9300,12.7000,3.0000,2.3000,4.6200,198.0000,33.3000,40.5000,29.2000,25.8000,21.0700,2.3000,32.1000,10.5216,105.1259
2020-05-19,42799.8800,15.3000,7.0000,5.7000,4.3700,211.0000,33.2000,41.3000,31.0000,26.5000,20.2800,5.7000,32.7000,10.5216,105.1259
2020-05-20,22700.4900,12.2000,7.0000,14.3000,3.0900,210.0000,31.3000,37.7000,31.7000,27.3000,14.1600,14.3000,33.2000,10.5216,105.1259
2020-05-21,42826.2600,14.3000,6.0000,1.3000,4.6900,230.0000,32.4000,39.7000,34.9000,26.2000,21.2400,1.3000,31.4000,10.5216,105.1259
2020-05-22,42839.8700,13.7000,4.0000,2.2000,4.9300,227.0000,33.1000,41.2000,29.5000,26.5000,21.9900,2.2000,32.9000,10.5216,105.1259
2020-05-23,37886.1300,21.3000,7.0000,11.4000,4.1000,217.0000,31.9000,37.7000,42.1000,26.7000,19.4300,11.4000,32.9000,10.5216,105.1259
2020-05-24,26353.2100,14.3000,12.0000,17.6000,3.3200,179.0000,32.7000,39.8000,34.2000,25.4000,15.6200,17.6000,31.6000,10.5216,105.1259
2020-05-25,35575.7800,12.0000,10.0000,9.0000,3.7400,193.0000,31.9000,40.3000,26.3000,25.9000,17.5200,9.0000,31.9000,10.5216,105.1259
2020-05-26,42896.2000,14.8000,3.0000,0.3000,5.2700,211.0000,33.5000,40.4000,29.5000,25.0000,23.9000,0.3000,30.9000,10.5216,105.1259
2020-05-27,37018.0000,14.1000,12.0000,10.5000,3.9100,222.0000,32.1000,40.2000,30.2000,25.5000,18.6300,10.5000,31.5000,10.5216,105.1259
2020-05-28,28681.0600,9.7000,8.0000,8.4000,3.5300,199.0000,31.9000,39.3000,28.4000,25.0000,16.6700,8.4000,30.8000,10.5216,105.1259
2020-05-29,30467.3500,12.2000,14.0000,14.2000,3.7700,192.0000,32.4000,39.3000,26.3000,25.7000,17.8200,14.2000,31.4000,10.5216,105.1259
2020-05-30,37604.4900,12.2000,11.0000,3.9000,4.2100,192.0000,32.0000,39.2000,25.9000,25.3000,19.9700,3.9000,31.3000,10.5216,105.1259
2020-05-31,34943.3100,9.5000,5.0000,7.8000,4.3300,175.0000,32.3000,41.2000,22.3000,25.4000,20.6700,7.8000,31.1000,10.5216,105.1259
2020-06-01,36477.1200,10.2000,7.0000,5.4000,4.0600,203.0000,32.3000,40.5000,24.1000,25.0000,19.1200,5.4000,30.9000,10.5216,105.1259
2020-06-02,25293.0500,15.8000,10.0000,13.0000,3.3000,193.0000,30.9000,39.0000,32.4000,24.6000,15.8100,13.0000,29.7000,10.5216,105.1259
2020-06-03,34949.4500,12.9000,7.0000,4.8000,3.7700,201.0000,32.0000,39.7000,31.7000,25.1000,18.0800,4.8000,31.3000,10.5216,105.1259
2020-06-04,33446.0700,13.8000,9.0000,8.7000,3.5100,207.0000,31.1000,38.4000,32.4000,25.1000,17.0800,8.7000,30.6000,10.5216,105.1259
2020-06-05,26265.7200,12.2000,6.0000,10.4000,3.3400,211.0000,30.4000,36.4000,28.8000,25.3000,16.1000,10.4000,30.9000,10.5216,105.1259
2020-06-06,39673.9600,18.6000,7.0000,7.7000,3.7400,217.0000,30.3000,36.2000,38.9000,25.2000,18.2200,7.7000,30.9000,10.5216,105.1259
2020-06-07,39129.9400,14.4000,8.0000,6.6000,3.8900,217.0000,31.4000,38.0000,40.7000,24.8000,18.2800,6.6000,30.4000,10.5216,105.1259
2020-06-08,36036.7300,12.7000,8.0000,10.2000,4.0300,227.0000,31.4000,38.4000,31.7000,25.2000,18.5700,10.2000,29.8000,10.5216,105.1259
2020-06-09,32240.3600,12.4000,3.0000,4.1000,4.4200,223.0000,32.9000,40.4000,25.9000,25.9000,20.0300,4.1000,31.6000,10.5216,105.1259
2020-06-10,17408.6900,16.0000,10.0000,20.1000,2.6200,209.0000,29.8000,35.8000,33.8000,25.4000,12.5400,20.1000,31.0000,10.5216,105.1259
2020-06-11,16281.0900,9.0000,0.0000,0.0000,3.0800,218.0000,30.8000,35.8000,30.6000,25.0000,13.7100,0.0000,30.7000,10.5216,105.1259
2020-06-12,28901.0000,14.8000,10.0000,9.0000,3.0900,244.0000,29.7000,35.4000,30.6000,25.3000,14.8300,9.0000,30.6000,10.5216,105.1259
2020-06-13,21395.0300,17.1000,12.0000,13.3000,3.0200,232.0000,29.8000,35.1000,34.6000,25.4000,14.2500,13.3000,30.5000,10.5216,105.1259
2020-06-14,18773.7500,16.4000,19.0000,17.6000,2.7200,212.0000,29.3000,36.1000,37.1000,24.9000,13.6300,17.6000,29.6000,10.5216,105.1259
2020-06-15,19854.7900,16.4000,15.0000,9.5000,2.7800,210.0000,29.4000,35.6000,34.2000,24.8000,13.6700,9.5000,29.9000,10.5216,105.1259
2020-06-16,13115.5300,13.8000,13.0000,7.9000,2.2500,187.0000,29.7000,36.4000,28.8000,24.1000,10.5100,7.9000,29.4000,10.5216,105.1259
2020-06-17,28278.3800,9.3000,17.0000,7.0000,3.0900,242.0000,30.3000,37.1000,25.9000,25.1000,14.6900,7.0000,31.2000,10.5216,105.1259
2020-06-18,33201.0200,8.6000,11.0000,10.3000,4.0100,223.0000,31.5000,38.6000,27.4000,24.6000,18.9800,10.3000,30.1000,10.5216,105.1259
2020-06-19,38745.8500,9.2000,12.0000,9.2000,3.4900,226.0000,30.7000,37.4000,22.7000,25.5000,16.5300,9.2000,31.1000,10.5216,105.1259
2020-06-20,17828.8800,10.2000,14.0000,19.9000,2.7100,209.0000,29.5000,36.3000,25.6000,25.5000,12.9800,19.9000,31.4000,10.5216,105.1259
2020-06-21,18325.1300,15.0000,13.0000,10.7000,2.7500,211.0000,30.5000,36.7000,30.2000,25.2000,12.7800,10.7000,31.0000,10.5216,105.1259
2020-06-22,36752.0400,14.1000,12.0000,12.3000,3.3800,190.0000,31.1000,38.7000,32.4000,25.2000,16.7800,12.3000,30.9000,10.5216,105.1259
2020-06-23,43100.0700,15.3000,9.0000,7.5000,4.2400,192.0000,31.5000,38.4000,30.6000,24.0000,20.4900,7.5000,29.6000,10.5216,105.1259
2020-06-24,41951.8900,11.1000,8.0000,4.6000,4.1200,197.0000,31.3000,38.8000,24.5000,25.2000,19.5300,4.6000,30.9000,10.5216,105.1259
2020-06-25,31048.5200,14.5000,13.0000,12.3000,3.2500,197.0000,30.9000,37.5000,28.4000,24.7000,15.8900,12.3000,30.2000,10.5216,105.1259
2020-06-26,31369.1400,16.1000,12.0000,9.2000,3.4400,207.0000,29.7000,35.2000,36.0000,24.1000,16.7800,9.2000,29.5000,10.5216,105.1259
2020-06-27,31828.5100,11.7000,8.0000,3.7000,3.4900,215.0000,30.8000,36.5000,29.2000,24.8000,16.4300,3.7000,29.9000,10.5216,105.1259
2020-06-28,21069.3500,16.9000,14.0000,14.4000,2.9700,219.0000,29.4000,36.3000,35.6000,25.0000,14.5700,14.4000,29.6000,10.5216,105.1259
2020-06-29,22906.6800,19.0000,15.0000,8.7000,2.5900,224.0000,28.4000,33.0000,43.2000,24.3000,12.3900,8.7000,29.1000,10.5216,105.1259
2020-06-30,12205.7563,13.4000,18.0000,12.4000,1.7100,226.0000,27.8000,33.2000,38.5000,24.6000,8.1900,12.4000,29.6000,10.5216,105.1259
2020-07-01,31258.4700,16.1000,7.0000,3.8000,2.7500,232.0000,29.6000,35.1000,40.3000,24.5000,12.8400,3.8000,29.8000,10.5216,105.1259
2020-07-02,27190.8200,16.3000,7.0000,10.2000,3.1300,231.0000,30.7000,35.4000,40.0000,24.8000,14.4500,10.2000,29.5000,10.5216,105.1259
2020-07-03,12205.7563,14.5000,21.0000,14.6000,1.4500,224.0000,27.5000,33.6000,31.7000,24.6000,7.6925,14.6000,29.5000,10.5216,105.1259
2020-07-04,28800.0000,8.7000,4.0000,0.4000,2.9900,240.0000,29.8000,34.9000,20.9000,24.7000,13.4500,0.4000,29.8000,10.5216,105.1259
2020-07-05,37619.1000,10.6000,7.0000,7.8000,4.2300,245.0000,32.0000,39.3000,29.2000,24.1000,20.1900,7.8000,29.0000,10.5216,105.1259
2020-07-06,21894.3300,14.5000,13.0000,10.3000,2.8300,201.0000,30.4000,35.4000,31.7000,25.2000,13.4400,10.3000,30.1000,10.5216,105.1259
2020-07-07,34491.5200,14.0000,12.0000,16.7000,3.8100,182.0000,30.7000,36.6000,33.5000,24.4000,18.9400,16.7000,29.2000,10.5216,105.1259
2020-07-08,30915.2600,12.1000,7.0000,3.6000,3.4300,202.0000,31.0000,37.0000,32.0000,23.4000,16.3800,3.6000,28.4000,10.5216,105.1259
2020-07-09,40669.5600,15.3000,8.0000,2.9000,4.2000,218.0000,31.6000,39.4000,32.0000,23.9000,20.2700,2.9000,28.7000,10.5216,105.1259
2020-07-10,41523.4900,20.1000,6.0000,4.2000,3.9700,222.0000,30.4000,37.5000,40.7000,24.5000,19.0500,4.2000,29.6000,10.5216,105.1259
2020-07-11,27520.9600,19.1000,8.0000,14.6000,3.4400,219.0000,31.9000,39.0000,38.5000,24.8000,16.2600,14.6000,30.0000,10.5216,105.1259
2020-07-12,37074.6300,13.4000,10.0000,10.1000,3.3700,208.0000,30.2000,35.9000,31.3000,24.3000,16.6400,10.1000,29.6000,10.5216,105.1259
2020-07-13,20464.3200,13.7000,14.0000,16.0000,3.0500,223.0000,29.7000,36.6000,33.5000,24.2000,14.3800,16.0000,28.7000,10.5216,105.1259
2020-07-14,39509.0100,12.0000,6.0000,14.6000,4.3100,272.0000,31.9000,38.1000,28.8000,24.4000,20.2100,14.6000,29.4000,10.5216,105.1259
2020-07-15,35214.6200,8.3000,5.0000,2.2000,3.7000,236.0000,31.5000,38.6000,18.0000,23.7000,16.9700,2.2000,29.2000,10.5216,105.1259
2020-07-16,35882.0800,12.2000,9.0000,6.3000,3.6800,199.0000,31.0000,37.6000,31.0000,25.8000,17.5600,6.3000,30.8000,10.5216,105.1259
2020-07-17,38108.1900,10.2000,14.0000,6.8000,4.1600,176.0000,32.1000,40.1000,25.9000,24.3000,19.8400,6.8000,29.8000,10.5216,105.1259
2020-07-18,41267.3200,12.6000,9.0000,13.5000,4.2600,163.0000,32.6000,39.5000,29.2000,24.9000,20.4100,13.5000,30.4000,10.5216,105.1259
2020-07-19,38621.3900,12.3000,6.0000,5.7000,4.1700,195.0000,31.7000,38.7000,27.0000,24.3000,19.8900,5.7000,29.7000,10.5216,105.1259
2020-07-20,37198.7400,14.7000,10.0000,15.4000,3.6900,186.0000,31.4000,38.6000,34.6000,24.8000,17.8400,15.4000,30.4000,10.5216,105.1259
2020-07-21,27130.4600,12.4000,5.0000,9.3000,3.6100,160.0000,31.9000,39.5000,31.0000,24.4000,17.0900,9.3000,30.0000,10.5216,105.1259
2020-07-22,40943.2500,12.9000,11.0000,3.7000,4.5300,199.0000,32.3000,39.7000,29.2000,24.1000,21.4100,3.7000,29.4000,10.5216,105.1259
2020-07-23,39771.8100,12.1000,8.0000,4.2000,4.3200,191.0000,32.4000,41.1000,27.4000,24.7000,20.3800,4.2000,29.9000,10.5216,105.1259
2020-07-24,21129.3800,9.1000,19.0000,23.4500,2.5200,161.0000,30.0000,36.0000,23.4000,24.8000,11.8900,23.4500,30.1000,10.5216,105.1259
2020-07-25,37547.2700,12.6000,7.0000,5.4000,4.1700,172.0000,32.0000,39.0000,32.4000,23.1000,20.3500,5.4000,27.8000,10.5216,105.1259
2020-07-26,31177.7500,10.2000,8.0000,5.5000,3.9600,203.0000,31.8000,38.7000,27.4000,24.5000,18.5800,5.5000,29.8000,10.5216,105.1259
2020-07-27,40319.1900,14.3000,10.0000,21.3000,3.7100,215.0000,30.7000,36.9000,33.1000,24.8000,17.9600,21.3000,30.4000,10.5216,105.1259
2020-07-28,39896.3600,16.2000,10.0000,5.9000,4.0200,213.0000,31.1000,37.7000,36.7000,24.8000,19.4200,5.9000,29.6000,10.5216,105.1259
2020-07-29,40612.3600,15.1000,11.0000,16.6000,3.2600,248.0000,30.7000,36.6000,32.0000,24.7000,15.5700,16.6000,29.6000,10.5216,105.1259
2020-07-30,28635.7200,13.2000,9.0000,22.1000,3.5100,267.0000,31.7000,38.0000,34.2000,24.6000,15.8800,22.1000,29.9000,10.5216,105.1259
2020-07-31,12205.7563,22.9000,5.0000,2.6000,3.2100,247.0000,30.7000,34.2000,47.2000,25.8000,11.9400,2.6000,29.7000,10.5216,105.1259
2020-08-01,12205.7563,23.8000,23.0000,12.7000,2.0800,233.0000,28.7000,32.8000,51.6500,25.2000,9.2800,12.7000,28.8000,10.5216,105.1259
2020-08-02,18742.6200,25.2875,23.5000,13.7000,2.6300,227.0000,28.5000,32.4000,51.6500,24.8000,12.4600,13.7000,27.9000,10.5216,105.1259
2020-08-03,12205.7563,20.8000,23.0000,9.9000,2.1200,228.0000,29.4000,32.6000,48.2000,24.8000,9.6100,9.9000,28.9000,10.5216,105.1259
2020-08-04,28359.1700,21.0000,12.0000,6.2000,3.0100,231.0000,29.6000,32.9000,50.4000,24.6000,14.1300,6.2000,29.0000,10.5216,105.1259
2020-08-05,22961.7200,13.8000,17.0000,23.4500,2.6200,242.0000,30.3000,35.8000,43.6000,24.9000,12.2100,23.4500,29.5000,10.5216,105.1259
2020-08-06,12205.7563,15.7000,21.0000,20.3000,2.0300,238.0000,30.0000,36.0000,35.3000,25.0000,9.0600,20.3000,30.3000,10.5216,105.1259
2020-08-07,28231.0100,19.0000,16.0000,10.7000,3.0300,245.0000,30.8000,36.7000,38.5000,24.9000,14.4100,10.7000,30.1000,10.5216,105.1259
2020-08-08,13423.9700,20.0000,10.0000,7.1000,2.1600,239.0000,28.3000,32.7000,41.4000,25.2000,9.4700,7.1000,30.0000,10.5216,105.1259
2020-08-09,28690.4900,18.5000,6.0000,8.3000,3.3800,225.0000,31.0000,35.9000,45.4000,25.1000,15.3900,8.3000,30.5000,10.5216,105.1259
2020-08-10,15199.2900,19.4000,17.0000,17.7000,2.2600,231.0000,28.8000,33.0000,48.2000,24.4000,10.6500,17.7000,28.7000,10.5216,105.1259
2020-08-11,36985.3500,18.7000,4.0000,0.7000,4.7400,237.0000,32.5000,38.2000,42.5000,25.5000,20.7400,0.7000,30.2000,10.5216,105.1259
2020-08-12,19027.4900,14.8000,9.0000,11.6000,3.3300,215.0000,30.5000,37.5000,33.1000,26.1000,15.4600,11.6000,30.8000,10.5216,105.1259
2020-08-13,21340.7900,14.8000,16.0000,12.7000,2.8500,217.0000,29.9000,36.4000,33.5000,25.0000,13.9800,12.7000,29.4000,10.5216,105.1259
2020-08-14,25081.1700,12.2000,18.0000,12.9000,2.8700,218.0000,30.1000,35.5000,28.4000,24.3000,13.8500,12.9000,29.1000,10.5216,105.1259
2020-08-15,38779.7900,9.0000,11.0000,6.0000,4.1700,323.0000,32.2000,38.2000,26.6000,24.2000,19.6700,6.0000,29.9000,10.5216,105.1259
2020-08-16,34074.5600,11.8000,12.0000,10.7000,4.2500,236.0000,31.6000,39.4000,33.1000,24.2000,19.9400,10.7000,29.4000,10.5216,105.1259
2020-08-17,34237.5700,15.0000,5.0000,3.0000,4.1200,240.0000,31.4000,36.6000,31.7000,25.0000,18.6500,3.0000,30.7000,10.5216,105.1259
2020-08-18,37933.7000,17.9000,5.0000,2.0000,4.5000,237.0000,32.4000,37.1000,37.8000,25.5000,19.8100,2.0000,31.1000,10.5216,105.1259
2020-08-19,12205.7563,14.2000,14.0000,2.9000,2.1100,227.0000,29.8000,33.7000,30.2000,24.7000,8.3700,2.9000,29.2000,10.5216,105.1259
2020-08-20,19649.4000,15.0000,6.0000,0.8000,3.0500,236.0000,31.5000,36.0000,33.1000,25.6000,12.7400,0.8000,31.2000,10.5216,105.1259
2020-08-21,42195.9200,13.8000,3.0000,0.3000,5.0500,241.0000,33.2000,37.5000,28.1000,25.7000,21.7700,0.3000,31.4000,10.5216,105.1259
2020-08-22,42167.3000,20.9000,3.0000,0.6000,4.9700,227.0000,32.3000,36.5000,41.4000,24.9000,21.8300,0.6000,30.3000,10.5216,105.1259
2020-08-23,42138.3000,17.8000,4.0000,3.3000,4.5500,221.0000,32.3000,38.5000,39.2000,25.7000,20.2900,3.3000,31.2000,10.5216,105.1259
2020-08-24,39391.4900,13.0000,2.0000,1.4000,4.7400,226.0000,33.4000,40.0000,29.2000,25.3000,20.9600,1.4000,30.9000,10.5216,105.1259
2020-08-25,42079.2600,16.1000,3.0000,1.1000,5.0900,227.0000,33.5000,39.3000,34.2000,25.9000,21.9000,1.1000,31.5000,10.5216,105.1259
2020-08-26,42049.2500,17.9000,1.0000,0.1000,5.2800,237.0000,33.3000,39.1000,36.0000,26.1000,21.9200,0.1000,31.3000,10.5216,105.1259
2020-08-27,40127.7600,20.8000,5.0000,3.1000,5.0800,235.0000,32.6000,38.2000,42.5000,26.6000,20.5300,3.1000,31.5000,10.5216,105.1259
2020-08-28,35674.4300,21.5000,7.0000,1.4000,4.1400,231.0000,32.0000,37.4000,45.0000,26.3000,17.0200,1.4000,31.1000,10.5216,105.1259
2020-08-29,41957.5600,20.4000,6.0000,4.8000,4.2000,223.0000,32.1000,37.6000,42.1000,25.4000,18.8800,4.8000,31.2000,10.5216,105.1259
2020-08-30,36765.2800,17.6000,9.0000,9.9000,4.0200,210.0000,32.5000,39.2000,37.1000,25.8000,18.4600,9.9000,31.6000,10.5216,105.1259
2020-08-31,38653.4800,16.1000,3.0000,1.3000,4.5900,218.0000,33.0000,39.6000,37.8000,25.2000,20.2400,1.3000,31.4000,10.5216,105.1259
2020-09-01,31274.0400,20.1000,8.0000,5.2000,4.0800,230.0000,33.4000,39.9000,42.8000,25.7000,18.5700,5.2000,31.6000,10.5216,105.1259
2020-09-02,38852.2000,14.3000,11.0000,7.2000,4.5600,256.0000,33.4000,40.3000,38.5000,25.9000,20.7600,7.2000,32.1000,10.5216,105.1259
2020-09-03,37927.8200,10.8000,2.0000,0.6000,5.0600,262.0000,33.9000,40.6000,23.4000,25.7000,22.2100,0.6000,31.4000,10.5216,105.1259
2020-09-04,37700.8100,17.0000,10.0000,8.6000,4.1800,207.0000,32.2000,37.3000,38.9000,26.0000,19.0600,8.6000,31.6000,10.5216,105.1259
2020-09-05,41132.0400,13.6000,6.0000,4.9000,4.2900,192.0000,32.6000,39.4000,32.4000,24.8000,19.4600,4.9000,30.3000,10.5216,105.1259
2020-09-06,38996.9500,17.9000,9.0000,6.6000,4.2400,230.0000,31.5000,37.5000,38.2000,24.3000,19.4100,6.6000,29.5000,10.5216,105.1259
2020-09-07,37803.6000,13.2000,9.0000,21.2000,3.5000,237.0000,31.2000,36.7000,34.2000,25.5000,16.5000,21.2000,30.6000,10.5216,105.1259
2020-09-08,40338.3900,12.0000,9.0000,8.1000,3.9200,223.0000,31.0000,37.0000,30.2000,24.9000,18.1800,8.1000,30.5000,10.5216,105.1259
2020-09-09,36080.0900,12.4000,9.0000,5.9000,4.2600,206.0000,32.0000,39.3000,32.8000,25.1000,20.0300,5.9000,30.6000,10.5216,105.1259
2020-09-10,29737.4800,9.7000,10.0000,18.4000,3.4300,190.0000,31.9000,39.1000,24.1000,24.8000,16.3200,18.4000,30.6000,10.5216,105.1259
2020-09-11,35416.1800,15.3000,10.0000,14.3000,3.5800,210.0000,31.3000,37.6000,33.8000,23.9000,17.0800,14.3000,29.1000,10.5216,105.1259
2020-09-12,33596.8000,15.3000,15.0000,20.8000,3.7400,211.0000,32.1000,40.7000,34.2000,24.8000,17.9800,20.8000,30.2000,10.5216,105.1259
2020-09-13,34429.1000,12.3000,17.0000,17.3000,3.3500,232.0000,29.9000,35.7000,29.2000,24.3000,16.2500,17.3000,29.6000,10.5216,105.1259
2020-09-14,12205.7563,8.8000,23.5000,23.4500,1.6700,223.0000,29.0000,35.1000,21.6000,24.5000,7.6925,23.4500,30.0000,10.5216,105.1259
2020-09-15,33201.0000,15.0000,16.0000,17.5000,3.4500,222.0000,30.7000,37.1000,34.2000,23.7000,17.0100,17.5000,28.3000,10.5216,105.1259
2020-09-16,31958.9600,16.9000,9.0000,9.4000,3.4900,240.0000,30.2000,36.0000,34.9000,24.1000,16.4300,9.4000,29.2000,10.5216,105.1259
2020-09-17,24151.1100,20.9000,9.0000,12.3000,3.3100,248.0000,31.3000,37.2000,41.8000,24.8000,14.6300,12.3000,28.9000,10.5216,105.1259
2020-09-18,12205.7563,25.2875,23.0000,21.2000,1.8700,236.0000,28.3000,31.1000,48.6000,25.1000,7.6925,21.2000,28.2000,10.5216,105.1259
2020-09-19,14333.6800,22.2000,23.5000,20.6000,2.0700,214.0000,28.2000,32.3000,51.6500,24.1000,9.6800,20.6000,27.3000,10.5216,105.1259
2020-09-20,25774.5900,17.9000,10.0000,3.8000,3.1000,221.0000,30.4000,34.9000,39.2000,24.1000,14.1900,3.8000,29.9000,10.5216,105.1259
2020-09-21,39061.6900,13.2000,7.0000,2.7000,4.2500,346.0000,32.0000,37.9000,28.4000,23.6000,20.2600,2.7000,28.5000,10.5216,105.1259
2020-09-22,28551.8000,10.2000,17.0000,18.3000,3.0000,121.0000,30.8000,38.2000,27.7000,24.6000,14.3400,18.3000,30.0000,10.5216,105.1259
2020-09-23,28973.9400,11.8000,11.0000,6.7000,3.4000,179.0000,31.5000,37.2000,24.8000,24.8000,15.8800,6.7000,30.6000,10.5216,105.1259
2020-09-24,35051.2700,14.1000,8.0000,8.7000,3.6000,220.0000,31.3000,38.5000,30.2000,24.1000,16.7000,8.7000,29.6000,10.5216,105.1259
2020-09-25,33339.2900,12.0000,4.0000,1.3000,3.9200,286.0000,31.9000,37.7000,27.7000,25.2000,17.7300,1.3000,30.7000,10.5216,105.1259
2020-09-26,17194.7700,13.5000,5.0000,4.0000,2.9000,264.0000,31.2000,35.7000,33.5000,25.8000,12.8600,4.0000,30.6000,10.5216,105.1259
2020-09-27,12205.7563,12.7000,22.0000,23.4500,1.8000,313.0000,29.0000,35.0000,32.4000,24.8000,8.2400,23.4500,30.5000,10.5216,105.1259
2020-09-28,12205.7563,22.4000,21.0000,12.2000,1.4038,224.0000,27.0625,30.6000,44.6000,24.0000,7.6925,12.2000,28.8000,10.5216,105.1259
2020-09-29,30941.0500,18.8000,11.0000,5.9000,3.0900,230.0000,29.7000,35.6000,44.6000,24.0000,15.0700,5.9000,28.7000,10.5216,105.1259
2020-09-30,35234.9600,13.4000,7.0000,6.3000,3.6300,268.0000,31.0000,37.2000,37.4000,24.5000,17.2700,6.3000,29.8000,10.5216,105.1259
2020-10-01,30808.9800,11.2000,10.0000,13.4000,4.0000,256.0000,32.3000,39.3000,31.0000,23.7000,18.8000,13.4000,28.4000,10.5216,105.1259
2020-10-02,15938.3000,10.1000,20.0000,23.4500,2.5900,250.0000,29.9000,35.9000,25.2000,24.9000,12.2600,23.4500,30.6000,10.5216,105.1259
2020-10-03,30829.0100,18.3000,13.0000,17.1000,3.0000,224.0000,29.4000,34.2000,38.2000,24.4000,14.8500,17.1000,29.7000,10.5216,105.1259
2020-10-04,34641.9100,16.4000,8.0000,6.2000,3.5300,240.0000,31.0000,36.2000,35.3000,24.4000,16.9400,6.2000,29.3000,10.5216,105.1259
2020-10-05,12205.7563,9.9000,16.0000,7.1000,2.0600,258.0000,30.3000,35.9000,28.1000,25.0000,9.1400,7.1000,30.5000,10.5216,105.1259
2020-10-06,21107.5700,11.2000,21.0000,18.0000,2.7100,253.0000,30.3000,36.1000,30.6000,24.8000,12.6200,18.0000,30.5000,10.5216,105.1259
2020-10-07,14929.3400,9.4000,22.0000,14.5000,2.1300,251.0000,28.7000,34.7000,22.7000,23.9000,10.1100,14.5000,28.7000,10.5216,105.1259
2020-10-08,23972.1700,17.2000,17.0000,8.3000,2.5200,195.0000,29.4000,34.4000,36.0000,24.4000,11.7300,8.3000,29.4000,10.5216,105.1259
2020-10-09,12205.7563,14.6000,23.0000,22.0000,1.9900,197.0000,29.0000,34.2000,29.5000,24.8000,9.3600,22.0000,29.4000,10.5216,105.1259
2020-10-10,12205.7563,13.5000,23.5000,23.4500,1.4038,220.0000,27.8000,34.1000,31.0000,24.4000,7.6925,23.4500,29.7000,10.5216,105.1259
2020-10-11,12205.7563,13.7000,23.5000,18.1000,1.4038,232.0000,27.6000,32.3000,32.8000,23.8000,7.6925,18.1000,28.2000,10.5216,105.1259
2020-10-12,12205.7563,7.3000,23.5000,23.4500,1.4038,277.0000,27.0625,31.5000,24.8000,23.8000,7.6925,23.4500,28.6000,10.5216,105.1259
2020-10-13,18048.5000,16.6000,21.0000,23.4500,2.1400,257.0000,28.5000,34.1000,32.0000,23.8000,10.1600,23.4500,28.7000,10.5216,105.1259
2020-10-14,12205.7563,15.5000,23.0000,15.8000,1.7700,239.0000,28.1000,34.0000,37.8000,24.1000,8.3700,15.8000,29.1000,10.5216,105.1259
2020-10-15,12759.8600,20.3000,17.0000,11.3000,2.1200,243.0000,28.3000,32.4000,39.2000,24.3000,10.0300,11.3000,28.4000,10.5216,105.1259
2020-10-16,12205.7563,18.7000,22.0000,15.4000,1.8700,235.0000,28.2000,33.1000,37.1000,24.6000,9.2400,15.4000,28.7000,10.5216,105.1259
2020-10-17,12205.7563,20.6000,23.5000,9.9000,1.9200,223.0000,27.7000,32.2000,50.4000,24.1000,9.1100,9.9000,27.9000,10.5216,105.1259
2020-10-18,12205.7563,16.9000,23.5000,11.7000,2.0200,221.0000,28.7000,32.2000,46.4000,24.4000,9.2200,11.7000,28.1000,10.5216,105.1259
2020-10-19,14287.0600,12.5000,15.0000,4.3000,2.2800,243.0000,29.4000,34.4000,33.1000,24.2000,10.3600,4.3000,28.9000,10.5216,105.1259
2020-10-20,24943.0900,9.3000,8.0000,1.5000,3.0200,335.0000,30.0000,35.8000,30.2000,23.6000,14.3700,1.5000,29.0000,10.5216,105.1259
