wind_speed_max,wind_gusts_max,prcp,tmin,date,apparent_tmin,evapo_et0,sunshine_duration,wind_dir_dominant,rain_sum,radiation_sum,tmax,precip_hours,apparent_tmax,latitude,longitude
15.9000,37.8000,0.9000,25.3000,2020-05-14,31.3000,5.1300,42044.9700,103.0000,0.9000,24.6100,32.0000,6.0000,38.3000,13.7820,109.2190
20.1000,44.6000,0.0000,24.2000,2020-05-15,28.8000,5.6300,42523.1700,140.0000,0.0000,26.6400,32.1000,0.0000,37.4000,13.7820,109.2190
20.7000,45.7000,0.0000,25.4000,2020-05-16,31.7000,5.6200,42258.1600,142.0000,0.0000,25.8600,33.7000,0.0000,39.5000,13.7820,109.2190
22.3000,47.2000,0.4000,26.8000,2020-05-17,33.1000,5.2900,41097.9700,150.0000,0.4000,23.2900,33.4000,4.0000,39.0000,13.7820,109.2190
19.5000,46.8000,2.0000,27.5000,2020-05-18,32.4000,5.4500,39292.4100,166.0000,2.0000,22.9600,36.3000,4.0000,42.3000,13.7820,109.2190
19.3000,45.4000,3.5000,27.0000,2020-05-19,33.4000,5.3600,42589.7300,179.0000,3.5000,23.5800,36.1000,3.0000,42.8000,13.7820,109.2190
22.9000,49.7000,1.5000,27.2000,2020-05-20,33.3000,5.3700,42415.5300,158.0000,1.5000,24.0800,34.4000,4.0000,41.5000,13.7820,109.2190
15.5000,34.2000,0.0000,27.2000,2020-05-21,33.5000,5.5900,41858.3800,185.0000,0.0000,23.0200,37.0000,0.0000,43.4000,13.7820,109.2190
22.0000,46.1000,0.0000,28.3000,2020-05-22,33.4000,5.5400,41919.2300,181.0000,0.0000,22.1200,37.2000,0.0000,42.6000,13.7820,109.2190
19.1000,42.5000,2.7000,28.3000,2020-05-23,34.4000,5.2000,41063.5800,217.0000,2.7000,21.4600,35.1000,2.0000,41.1000,13.7820,109.2190
16.9000,37.4000,0.2000,26.9000,2020-05-24,33.5000,4.9300,42199.9900,146.0000,0.2000,21.7300,34.0000,1.0000,40.5000,13.7820,109.2190
16.7000,38.2000,0.7000,27.2000,2020-05-25,33.0000,5.5900,42403.1600,188.0000,0.7000,23.4800,35.9000,3.0000,41.9000,13.7820,109.2190
12.6000,33.1000,3.9000,28.4000,2020-05-26,33.9000,5.7200,42209.8300,227.0000,3.9000,23.6500,37.5000,3.0000,42.7000,13.7820,109.2190
15.4000,36.7000,3.7000,27.1000,2020-05-27,33.2000,5.1200,42686.6700,333.0000,3.7000,22.7400,35.9000,8.0000,42.5000,13.7820,109.2190
12.0000,33.8000,7.0000,26.2000,2020-05-28,31.7000,4.7600,41182.8200,348.0000,7.0000,22.6600,33.2000,9.0000,40.0000,13.7820,109.2190
15.8000,36.4000,3.4000,25.7000,2020-05-29,31.8000,4.8700,42165.6800,160.0000,3.4000,22.7800,32.6000,7.0000,40.2000,13.7820,109.2190
19.6000,42.8000,0.8000,25.1000,2020-05-30,31.0000,5.3800,42979.7300,157.0000,0.8000,24.2700,33.6000,2.0000,40.1000,13.7820,109.2190
20.9000,45.7000,0.0000,26.6000,2020-05-31,33.2000,5.6000,42996.9600,148.0000,0.0000,24.9500,33.1000,0.0000,38.4000,13.7820,109.2190
19.1000,43.6000,0.8000,26.4000,2020-06-01,32.1000,5.6000,43112.1700,162.0000,0.8000,25.2200,34.6000,4.0000,41.2000,13.7820,109.2190
22.5000,49.0000,0.1000,25.5000,2020-06-02,31.8000,5.4600,43128.7900,153.0000,0.1000,24.6900,33.4000,1.0000,39.1000,13.7820,109.2190
19.4000,43.2000,0.0000,25.7000,2020-06-03,31.6000,5.2400,43047.2300,152.0000,0.0000,22.9700,33.4000,0.0000,38.3000,13.7820,109.2190
17.0000,42.1000,4.6000,26.5000,2020-06-04,33.3000,4.8900,40340.7900,170.0000,4.6000,21.5600,34.0000,6.0000,39.2000,13.7820,109.2190
21.6000,45.4000,0.1000,26.4000,2020-06-05,32.2000,5.5300,43081.2000,158.0000,0.1000,23.5200,34.5000,1.0000,40.3000,13.7820,109.2190
17.4000,38.2000,0.4000,27.0000,2020-06-06,32.4000,5.7300,43098.2900,192.0000,0.4000,24.1100,36.8000,1.0000,42.9000,13.7820,109.2190
16.3000,34.9000,0.0000,26.7000,2020-06-07,32.4000,6.1800,43213.0600,187.0000,0.0000,25.2700,37.4000,0.0000,43.2000,13.7820,109.2190
18.8000,40.0000,0.0000,27.4000,2020-06-08,32.4000,5.9700,43132.3000,168.0000,0.0000,23.5200,36.5000,0.0000,41.8000,13.7820,109.2190
20.6000,44.6000,0.1000,27.1000,2020-06-09,33.8000,5.2900,43149.1200,147.0000,0.1000,22.1800,35.2000,1.0000,41.1000,13.7820,109.2190
21.6000,46.4000,0.0000,26.3000,2020-06-10,32.6000,5.2800,43068.8400,146.0000,0.0000,23.8000,33.5000,0.0000,39.2000,13.7820,109.2190
16.5000,38.9000,0.0000,26.3000,2020-06-11,33.0000,5.5300,42988.9800,140.0000,0.0000,24.4100,33.1000,0.0000,38.1000,13.7820,109.2190
17.8000,40.7000,0.5000,26.2000,2020-06-12,33.0000,5.3400,43197.9800,140.0000,0.5000,23.4300,33.4000,3.0000,38.8000,13.7820,109.2190
17.6000,39.6000,1.0000,26.8000,2020-06-13,32.6000,4.7400,41100.2500,168.0000,1.0000,19.6300,35.2000,2.0000,40.0000,13.7820,109.2190
24.0000,49.0000,10.2000,27.3000,2020-06-14,32.9000,4.8300,41781.0800,166.0000,10.2000,20.7700,34.8000,9.0000,39.9000,13.7820,109.2190
18.0000,36.7000,8.0000,26.4000,2020-06-15,32.2000,3.4900,27457.0500,153.0000,8.0000,14.7500,31.8000,11.0000,37.1000,13.7820,109.2190
19.5000,42.5000,0.4000,26.2000,2020-06-16,32.5000,4.2700,32114.9500,150.0000,0.4000,18.0600,31.9000,1.0000,37.1000,13.7820,109.2190
14.5000,31.7000,2.8000,26.4000,2020-06-17,32.8000,3.3200,25412.0600,165.0000,2.8000,14.3000,32.0000,4.0000,38.3000,13.7820,109.2190
22.1000,46.1000,0.5000,26.1000,2020-06-18,31.0000,5.5800,43189.5200,167.0000,0.5000,23.3500,34.8000,3.0000,40.0000,13.7820,109.2190
19.5000,43.6000,0.7000,26.6000,2020-06-19,32.3000,5.4100,43109.0200,151.0000,0.7000,23.3400,33.2000,4.0000,38.1000,13.7820,109.2190
20.2000,45.7000,0.1000,27.1000,2020-06-20,32.6000,5.2500,42936.5700,145.0000,0.1000,23.9300,32.2000,1.0000,38.2000,13.7820,109.2190
21.0000,45.0000,1.4000,25.7000,2020-06-21,32.2000,5.1700,43223.8000,155.0000,1.4000,23.2600,33.5000,7.0000,39.4000,13.7820,109.2190
24.4000,52.2000,0.0000,25.4000,2020-06-22,31.4000,5.6000,43142.4000,149.0000,0.0000,24.6700,33.5000,0.0000,38.6000,13.7820,109.2190
21.8000,47.2000,0.0000,26.5000,2020-06-23,32.7000,5.5700,43152.3000,148.0000,0.0000,23.8500,34.7000,0.0000,39.9000,13.7820,109.2190
22.4000,48.6000,0.0000,26.5000,2020-06-24,33.2000,6.0800,43161.8600,147.0000,0.0000,25.4100,34.8000,0.0000,40.4000,13.7820,109.2190
21.1000,47.5000,0.0000,26.5000,2020-06-25,33.2000,5.7000,43171.0400,152.0000,0.0000,23.9000,35.0000,0.0000,40.0000,13.7820,109.2190
25.7000,54.7000,0.6000,26.2000,2020-06-26,31.6000,5.4800,43091.2700,148.0000,0.6000,24.0300,34.2000,3.0000,39.1000,13.7820,109.2190
18.8000,43.2000,4.7000,26.4000,2020-06-27,32.0000,5.1000,42749.2300,155.0000,4.7000,22.7500,34.4000,6.0000,39.6000,13.7820,109.2190
14.8000,38.2000,4.6000,25.6000,2020-06-28,31.7000,4.5000,40165.8800,177.0000,4.6000,19.4800,34.4000,7.0000,39.7000,13.7820,109.2190
13.1000,34.6000,5.3000,26.5000,2020-06-29,31.8000,3.7500,20503.5900,265.0000,5.3000,14.0800,34.0000,4.0000,37.0000,13.7820,109.2190
17.9000,38.9000,0.3000,27.1000,2020-06-30,31.0000,3.2500,15811.6213,253.0000,0.3000,9.5100,31.4000,1.0000,33.5000,13.7820,109.2190
17.3000,39.6000,1.0000,27.0000,2020-07-01,30.1000,4.5000,33044.5400,266.0000,1.0000,15.4900,33.1000,3.0000,35.8000,13.7820,109.2190
13.7000,45.4000,0.9000,27.1000,2020-07-02,31.4000,4.7900,37817.4300,241.0000,0.9000,18.2400,34.7000,7.0000,38.1000,13.7820,109.2190
12.8000,37.4000,0.2000,26.5000,2020-07-03,31.4000,4.3300,37489.8900,235.0000,0.2000,16.3600,33.8000,1.0000,37.3000,13.7820,109.2190
13.7000,40.3000,4.0000,26.5000,2020-07-04,30.5000,5.1900,39741.7900,223.0000,4.0000,21.0000,36.1000,4.0000,40.4000,13.7820,109.2190
19.9000,43.2000,0.4000,25.4000,2020-07-05,31.2000,5.7800,43068.0200,154.0000,0.4000,24.7400,34.9000,2.0000,40.2000,13.7820,109.2190
23.7000,50.4000,0.9000,25.7000,2020-07-06,31.9000,5.5000,42991.3600,150.0000,0.9000,24.5900,32.2000,2.0000,36.6000,13.7820,109.2190
22.9000,49.3000,0.8000,26.7000,2020-07-07,32.3000,5.7100,42915.5900,152.0000,0.8000,24.8200,33.0000,3.0000,38.0000,13.7820,109.2190
19.0000,42.1000,0.0000,26.6000,2020-07-08,32.6000,5.8300,42840.6300,147.0000,0.0000,25.2100,33.7000,0.0000,38.7000,13.7820,109.2190
20.9000,47.5000,0.0000,25.9000,2020-07-09,31.4000,5.8700,42786.0200,154.0000,0.0000,23.9100,34.9000,0.0000,39.9000,13.7820,109.2190
21.4000,46.4000,0.0000,26.8000,2020-07-10,33.0000,5.9500,42998.4300,154.0000,0.0000,24.3000,34.8000,0.0000,39.5000,13.7820,109.2190
25.4000,53.6000,0.0000,27.8000,2020-07-11,33.3000,5.7400,42921.9800,148.0000,0.0000,24.1300,34.9000,0.0000,39.6000,13.7820,109.2190
22.0000,48.6000,0.2000,26.6000,2020-07-12,32.4000,5.4300,42784.0200,151.0000,0.2000,22.3900,34.1000,2.0000,38.9000,13.7820,109.2190
22.2000,48.2000,0.3000,26.1000,2020-07-13,31.9000,5.3800,42918.5900,143.0000,0.3000,23.5000,34.2000,1.0000,39.4000,13.7820,109.2190
17.5000,40.7000,2.3000,26.3000,2020-07-14,32.8000,5.3900,42915.6400,145.0000,2.3000,24.0000,35.3000,3.0000,40.9000,13.7820,109.2190
19.6000,43.9000,0.0000,26.0000,2020-07-15,32.4000,5.7100,42839.9600,148.0000,0.0000,25.0800,34.3000,0.0000,39.5000,13.7820,109.2190
23.7000,51.8000,0.5000,26.8000,2020-07-16,33.1000,5.7400,42836.2700,147.0000,0.5000,24.7200,34.0000,2.0000,39.1000,13.7820,109.2190
23.3000,50.0000,0.2000,26.7000,2020-07-17,32.8000,5.2400,41073.0200,147.0000,0.2000,22.3300,33.6000,1.0000,38.0000,13.7820,109.2190
21.7000,49.0000,0.3000,27.2000,2020-07-18,32.5000,5.6700,42757.2300,143.0000,0.3000,24.9300,33.0000,1.0000,38.2000,13.7820,109.2190
23.0000,48.6000,0.0000,26.0000,2020-07-19,32.2000,5.8400,42751.9300,149.0000,0.0000,24.6100,34.9000,0.0000,40.2000,13.7820,109.2190
20.4000,46.4000,0.0000,26.7000,2020-07-20,33.0000,5.8200,42813.0000,139.0000,0.0000,25.4100,33.4000,0.0000,37.3000,13.7820,109.2190
14.3000,34.6000,7.4000,26.3000,2020-07-21,31.0000,4.1000,41861.0900,128.0000,7.4000,19.8400,30.0000,10.0000,35.2000,13.7820,109.2190
18.0000,41.4000,2.3000,25.6000,2020-07-22,31.2000,5.3900,42723.5700,129.0000,2.3000,24.6000,32.5000,6.0000,37.5000,13.7820,109.2190
15.3000,38.5000,14.0000,25.9000,2020-07-23,32.2000,5.0100,42713.1000,132.0000,14.0000,23.7600,33.3000,12.0000,39.4000,13.7820,109.2190
15.0000,35.6000,0.3000,25.5000,2020-07-24,31.3000,5.0100,42701.8000,121.0000,0.3000,23.7900,31.2000,2.0000,36.1000,13.7820,109.2190
16.9000,38.5000,0.7000,25.9000,2020-07-25,32.2000,5.2700,42689.6400,138.0000,0.7000,24.2200,32.1000,5.0000,37.0000,13.7820,109.2190
16.1000,40.7000,1.8000,26.4000,2020-07-26,33.3000,5.0400,42676.6400,157.0000,1.8000,22.4700,33.4000,8.0000,39.3000,13.7820,109.2190
20.8000,46.1000,3.2000,26.6000,2020-07-27,32.6000,5.2800,42662.7700,163.0000,3.2000,23.3800,35.0000,7.0000,41.0000,13.7820,109.2190
17.4000,38.2000,4.5000,26.5000,2020-07-28,33.0000,5.0800,42648.0200,164.0000,4.5000,23.1300,34.3000,7.0000,40.3000,13.7820,109.2190
15.5000,36.7000,1.8000,26.1000,2020-07-29,30.6000,5.3100,42155.5200,301.0000,1.8000,24.4300,34.6000,5.0000,41.3000,13.7820,109.2190
14.1000,32.0000,9.1000,25.7000,2020-07-30,31.1000,4.7600,39184.5100,299.0000,9.1000,21.3200,34.3000,10.0000,40.6000,13.7820,109.2190
10.5000,22.3000,6.1000,26.1000,2020-07-31,31.8000,1.8400,15811.6213,273.0000,6.1000,7.1600,29.3000,18.0000,34.9000,13.7820,109.2190
15.7000,33.1000,15.0500,25.7000,2020-08-01,30.2000,2.3200,15811.6213,235.0000,15.0500,8.6900,29.2000,22.0000,33.8000,13.7820,109.2190
19.4000,53.6000,7.3000,26.3000,2020-08-02,29.5000,4.2800,29083.4400,228.0000,7.3000,16.1300,32.2000,9.0000,36.0000,13.7820,109.2190
17.7000,37.1000,0.4000,25.4000,2020-08-03,30.1000,4.3300,35050.1800,237.0000,0.4000,17.0100,33.5000,3.0000,36.8000,13.7820,109.2190
20.8000,47.5000,0.0000,26.9000,2020-08-04,31.6000,5.2700,42518.8300,248.0000,0.0000,19.9200,34.6000,0.0000,38.4000,13.7820,109.2190
11.2000,27.0000,15.0500,26.6000,2020-08-05,31.9000,4.6400,38896.4400,273.0000,15.0500,20.6900,33.3000,4.0000,40.3000,13.7820,109.2190
13.5000,31.7000,4.8000,25.4000,2020-08-06,31.3000,4.6400,42473.1200,125.0000,4.8000,22.8500,30.2000,8.0000,37.3000,13.7820,109.2190
10.7000,26.3000,11.1000,25.2000,2020-08-07,30.4000,3.0400,18494.6500,121.0000,11.1000,14.5000,30.2000,16.0000,36.7000,13.7820,109.2190
13.3000,30.6000,5.8000,25.3000,2020-08-08,31.6000,4.4000,39378.2300,223.0000,5.8000,20.4300,33.5000,6.0000,39.8000,13.7820,109.2190
15.2000,40.0000,0.9000,26.2000,2020-08-09,30.9000,4.9100,42397.9600,256.0000,0.9000,21.0900,32.6000,5.0000,38.0000,13.7820,109.2190
20.4000,43.2000,1.5000,27.3000,2020-08-10,31.4000,5.2400,37178.6500,251.0000,1.5000,20.2300,33.5000,3.0000,37.1000,13.7820,109.2190
19.2000,47.9000,0.7000,27.1000,2020-08-11,31.5000,5.6700,41745.0100,240.0000,0.7000,24.1000,34.8000,3.0000,39.8000,13.7820,109.2190
14.9000,38.2000,0.1000,26.7000,2020-08-12,31.6000,4.7400,41945.2900,215.0000,0.1000,20.5400,33.3000,1.0000,38.6000,13.7820,109.2190
14.2000,33.8000,5.7000,26.5000,2020-08-13,31.8000,2.1500,15811.6213,168.0000,5.7000,9.4500,28.5000,9.0000,34.0000,13.7820,109.2190
15.7000,34.9000,7.1000,25.2000,2020-08-14,31.1000,4.1200,39401.3900,180.0000,7.1000,19.6200,32.2000,5.0000,38.3000,13.7820,109.2190
12.0000,30.6000,11.0000,25.1000,2020-08-15,30.8000,4.8800,38859.5300,215.0000,11.0000,23.3100,32.7000,6.0000,39.8000,13.7820,109.2190
18.6000,38.5000,2.5000,24.7000,2020-08-16,30.2000,5.1200,42196.8000,164.0000,2.5000,23.6100,33.6000,2.0000,40.7000,13.7820,109.2190
11.5000,32.0000,8.9000,24.9000,2020-08-17,30.9000,4.9600,42165.6300,245.0000,8.9000,23.7500,33.4000,8.0000,41.2000,13.7820,109.2190
8.3000,31.0000,8.9000,25.3000,2020-08-18,31.3000,4.6300,42133.9600,161.0000,8.9000,22.8100,31.1000,14.0000,39.0000,13.7820,109.2190
12.7000,34.9000,15.0500,24.9000,2020-08-19,30.3000,4.6000,36268.9600,281.0000,15.0500,21.4600,33.5000,9.0000,39.1000,13.7820,109.2190
5.2000,17.6000,7.2000,24.7000,2020-08-20,30.5000,1.6700,15811.6213,264.0000,7.2000,7.6300,28.3000,10.0000,34.5000,13.7820,109.2190
9.7000,32.0000,7.6000,25.1000,2020-08-21,30.6000,3.8900,42036.1800,245.0000,7.6000,18.9000,31.7000,8.0000,39.3000,13.7820,109.2190
11.8000,29.9000,1.7000,24.8000,2020-08-22,30.5000,5.0700,42002.2100,211.0000,1.7000,23.8200,33.6000,6.0000,40.5000,13.7820,109.2190
13.8000,38.5000,1.9000,25.2000,2020-08-23,30.9000,4.6400,41967.2900,183.0000,1.9000,21.8200,33.2000,4.0000,40.3000,13.7820,109.2190
12.0000,36.0000,0.0000,26.6000,2020-08-24,31.5000,3.7800,23992.7800,229.0000,0.0000,15.6700,33.6000,0.0000,39.4000,13.7820,109.2190
17.6000,37.1000,0.0000,26.9000,2020-08-25,31.9000,5.5500,41894.8300,178.0000,0.0000,24.3600,35.0000,0.0000,41.8000,13.7820,109.2190
16.3000,43.2000,0.1000,27.9000,2020-08-26,32.9000,6.0800,41857.4200,226.0000,0.1000,24.4900,36.0000,1.0000,41.3000,13.7820,109.2190
21.8000,59.0000,1.0000,28.2000,2020-08-27,32.1000,6.3000,41335.1800,250.0000,1.0000,24.1100,35.4000,1.0000,39.6000,13.7820,109.2190
18.6000,46.8000,0.8000,27.7000,2020-08-28,32.4000,5.3600,40246.9300,237.0000,0.8000,21.5600,35.0000,2.0000,39.6000,13.7820,109.2190
12.4000,30.2000,0.6000,27.0000,2020-08-29,31.4000,5.6500,41564.6300,240.0000,0.6000,23.9800,35.8000,3.0000,42.8000,13.7820,109.2190
11.9000,37.4000,15.0500,26.0000,2020-08-30,32.4000,4.7400,40953.7900,245.0000,15.0500,21.6400,35.0000,9.0000,42.4000,13.7820,109.2190
13.7000,31.7000,13.4000,25.3000,2020-08-31,31.4000,5.0600,39640.5300,306.0000,13.4000,23.4100,34.8000,8.0000,40.5000,13.7820,109.2190
11.9000,29.2000,6.6000,25.3000,2020-09-01,31.1000,4.8500,41298.3200,58.0000,6.6000,23.3300,32.2000,12.0000,39.0000,13.7820,109.2190
10.7000,32.4000,12.6000,25.1000,2020-09-02,30.5000,4.7100,41172.9900,152.0000,12.6000,22.8700,32.1000,14.0000,39.9000,13.7820,109.2190
15.4000,36.4000,3.6000,24.8000,2020-09-03,30.7000,4.6800,40704.2000,47.0000,3.6000,22.7900,32.0000,12.0000,39.7000,13.7820,109.2190
19.3000,40.0000,3.0000,25.2000,2020-09-04,31.4000,4.7400,41384.0500,148.0000,3.0000,23.0000,31.6000,6.0000,37.8000,13.7820,109.2190
14.3000,32.8000,8.4000,26.0000,2020-09-05,32.4000,5.0000,40584.8000,165.0000,8.4000,23.5600,32.9000,8.0000,41.2000,13.7820,109.2190
8.5000,24.8000,1.4000,25.3000,2020-09-06,30.8000,5.1200,41026.4500,221.0000,1.4000,23.5500,34.9000,3.0000,43.3000,13.7820,109.2190
12.4000,31.7000,0.8000,26.0000,2020-09-07,31.6000,5.2900,41017.6500,196.0000,0.8000,24.0200,34.9000,2.0000,43.6000,13.7820,109.2190
20.7000,44.6000,0.1000,26.2000,2020-09-08,31.9000,5.2000,41329.9300,148.0000,0.1000,24.3200,32.3000,1.0000,38.5000,13.7820,109.2190
17.8000,39.2000,0.5000,26.2000,2020-09-09,32.9000,4.5400,40891.5700,144.0000,0.5000,22.3300,31.0000,4.0000,37.2000,13.7820,109.2190
18.6000,39.6000,1.0000,26.0000,2020-09-10,32.3000,4.8900,41093.1800,145.0000,1.0000,23.0800,32.1000,3.0000,38.8000,13.7820,109.2190
17.8000,38.5000,0.1000,25.6000,2020-09-11,31.5000,5.0400,40872.8600,145.0000,0.1000,23.7500,31.6000,1.0000,37.8000,13.7820,109.2190
17.1000,38.2000,1.8000,25.6000,2020-09-12,31.7000,5.1000,40862.3300,139.0000,1.8000,23.7800,32.1000,6.0000,38.8000,13.7820,109.2190
15.1000,34.9000,1.6000,25.6000,2020-09-13,31.6000,4.7600,40448.8900,120.0000,1.6000,22.7800,31.8000,12.0000,38.0000,13.7820,109.2190
13.7000,33.8000,0.8000,25.9000,2020-09-14,32.5000,4.8300,40542.2900,131.0000,0.8000,23.2500,31.6000,5.0000,37.7000,13.7820,109.2190
16.3000,37.1000,0.0000,25.0000,2020-09-15,30.8000,5.4400,40534.4300,119.0000,0.0000,25.1000,33.1000,0.0000,39.1000,13.7820,109.2190
11.6000,29.5000,1.0000,26.0000,2020-09-16,31.2000,3.9700,28335.1100,286.0000,1.0000,18.0100,33.8000,4.0000,39.3000,13.7820,109.2190
19.1000,35.6000,12.9000,26.2000,2020-09-17,29.4000,1.4200,15811.6213,275.0000,12.9000,5.3000,28.4000,15.0000,34.6000,13.7820,109.2190
16.6000,49.3000,15.0500,25.6000,2020-09-18,29.7000,3.6300,21400.1300,197.0000,15.0500,14.8700,33.2000,13.0000,37.4000,13.7820,109.2190
14.8000,33.8000,10.8000,25.5000,2020-09-19,31.7000,1.8200,15811.6213,165.0000,10.8000,8.1300,28.8000,20.0000,33.5000,13.7820,109.2190
11.8000,31.0000,15.0500,24.8000,2020-09-20,29.9000,3.8300,36000.0000,183.0000,15.0500,18.0600,32.2000,10.0000,38.2000,13.7820,109.2190
11.4000,27.7000,2.8000,25.3000,2020-09-21,31.4000,4.1600,39872.3800,20.0000,2.8000,20.3500,30.8000,10.0000,37.5000,13.7820,109.2190
13.7000,31.3000,1.0000,25.3000,2020-09-22,31.2000,4.4500,39956.6500,91.0000,1.0000,21.8900,30.8000,6.0000,37.0000,13.7820,109.2190
14.9000,34.9000,0.0000,24.6000,2020-09-23,30.4000,5.0300,39954.9100,128.0000,0.0000,24.2600,31.3000,0.0000,37.8000,13.7820,109.2190
11.7000,35.6000,7.3000,25.2000,2020-09-24,31.0000,4.6800,39716.1200,144.0000,7.3000,22.4000,32.0000,7.0000,38.9000,13.7820,109.2190
11.6000,33.5000,7.4000,25.1000,2020-09-25,30.7000,4.8000,39796.3900,308.0000,7.4000,22.7000,34.0000,13.0000,40.3000,13.7820,109.2190
9.8000,28.8000,3.4000,25.4000,2020-09-26,30.7000,3.5200,36782.9100,232.0000,3.4000,16.9400,31.0000,13.0000,38.1000,13.7820,109.2190
10.9000,33.8000,15.0500,25.5000,2020-09-27,30.8000,3.1500,28612.9500,84.0000,15.0500,15.7800,29.3000,23.0000,36.3000,13.7820,109.2190
19.5000,40.0000,5.7000,25.3000,2020-09-28,30.9000,4.2100,39600.0000,144.0000,5.7000,20.9700,30.3000,14.0000,36.1000,13.7820,109.2190
14.0000,30.2000,0.0000,25.8000,2020-09-29,31.1000,3.3100,23123.9000,259.0000,0.0000,13.4100,31.1000,0.0000,35.4000,13.7820,109.2190
11.8000,27.0000,10.4000,25.5000,2020-09-30,30.2000,4.5900,39601.1600,313.0000,10.4000,21.2400,32.6000,8.0000,38.2000,13.7820,109.2190
12.6000,29.9000,6.7000,24.7000,2020-10-01,30.1000,3.9300,39600.0000,33.0000,6.7000,19.5300,30.5000,16.0000,38.4000,13.7820,109.2190
14.9000,33.5000,11.2000,25.9000,2020-10-02,31.9000,3.6000,34461.6900,94.0000,11.2000,17.8600,30.0000,22.0000,37.7000,13.7820,109.2190
11.1000,28.1000,3.9000,25.5000,2020-10-03,31.3000,4.1200,37685.6600,96.0000,3.9000,20.2000,31.0000,14.0000,37.1000,13.7820,109.2190
8.1000,20.9000,11.5000,25.4000,2020-10-04,31.4000,2.2200,15811.6213,321.0000,11.5000,10.5200,29.5000,14.0000,35.5000,13.7820,109.2190
14.8000,40.7000,15.0500,24.9000,2020-10-05,30.1000,3.2200,34237.5400,349.0000,15.0500,16.2600,29.0000,24.0000,34.2000,13.7820,109.2190
18.2000,37.4000,15.0500,24.9000,2020-10-06,28.6000,2.8800,34883.8200,351.0000,15.0500,15.0700,29.0000,24.0000,34.9000,13.7820,109.2190
27.8000,55.1000,15.0500,24.9000,2020-10-07,28.3000,1.4000,15811.6213,47.0000,15.0500,6.4200,27.1000,24.0000,33.1000,13.7820,109.2190
11.8000,30.6000,15.0500,25.1000,2020-10-08,30.7000,1.7700,15811.6213,96.0000,15.0500,8.4000,27.6000,23.0000,33.2000,13.7820,109.2190
7.0000,19.8000,15.0500,25.0000,2020-10-09,30.4000,1.3300,15811.6213,19.0000,15.0500,5.9500,27.1000,24.0000,33.3000,13.7820,109.2190
12.4000,31.7000,15.0500,24.5000,2020-10-10,28.9000,1.4200,15811.6213,344.0000,15.0500,6.8700,26.5000,24.0000,31.9000,13.7820,109.2190
14.4000,31.0000,5.1000,24.4000,2020-10-11,28.2000,2.9900,22196.7600,216.0000,5.1000,13.4000,30.5000,17.0000,35.5000,13.7820,109.2190
13.9000,31.3000,4.7000,23.9000,2020-10-12,28.8000,4.1700,37495.3000,347.0000,4.7000,20.4200,31.1000,10.0000,38.6000,13.7820,109.2190
11.5000,34.6000,15.0500,24.6000,2020-10-13,30.3000,3.4200,30604.9700,174.0000,15.0500,16.3100,31.5000,11.0000,37.9000,13.7820,109.2190
13.7000,29.5000,1.4000,24.9000,2020-10-14,30.7000,3.1500,26326.1100,128.0000,1.4000,15.4100,29.2000,7.0000,34.8000,13.7820,109.2190
15.5000,33.5000,12.8000,25.2000,2020-10-15,30.7000,2.9300,29540.2500,19.0000,12.8000,14.8300,29.3000,24.0000,36.3000,13.7820,109.2190
11.2000,25.2000,15.0500,24.6000,2020-10-16,29.6000,2.2300,15811.6213,318.0000,15.0500,10.4800,28.8000,22.0000,34.7000,13.7820,109.2190
11.8000,37.4000,13.6000,24.7000,2020-10-17,30.0000,1.7900,15811.6213,173.0000,13.6000,7.9400,28.2000,21.0000,32.8000,13.7820,109.2190
10.3000,34.6000,2.4000,24.9000,2020-10-18,30.3000,3.0100,23088.9100,181.0000,2.4000,13.7000,31.1000,6.0000,36.7000,13.7820,109.2190
10.8000,25.2000,15.0500,24.9000,2020-10-19,30.6000,3.6200,32400.0000,28.0000,15.0500,17.5500,30.4000,13.0000,37.0000,13.7820,109.2190
15.9000,35.6000,15.0500,24.2000,2020-10-20,28.7000,2.8200,31640.7900,358.0000,15.0500,14.7600,28.1000,24.0000,33.3000,13.7820,109.2190
28.1000,58.7000,15.0500,24.4000,2020-10-21,26.9000,3.2600,29499.9300,13.0000,15.0500,15.1000,28.1000,19.0000,30.9000,13.7820,109.2190
22.5000,45.4000,0.0000,22.2000,2020-10-22,24.7000,4.1300,30819.7500,346.0000,0.0000,17.4700,29.0000,0.0000,31.3000,13.7820,109.2190
20.0000,38.5000,0.0000,22.2000,2020-10-23,24.2000,3.8900,29845.5700,339.0000,0.0000,16.2600,28.1000,0.0000,30.2000,13.7820,109.2190
18.5000,38.2000,0.0000,22.9000,2020-10-24,25.1000,4.4200,39302.2500,341.0000,0.0000,21.0300,29.0000,0.0000,33.0000,13.7820,109.2190
17.5000,37.1000,3.3000,24.1000,2020-10-25,28.4000,3.3100,38552.8000,155.0000,3.3000,16.1300,29.2000,15.0000,34.4000,13.7820,109.2190
12.8000,29.9000,1.9000,23.6000,2020-10-26,28.7000,3.4500,36000.0000,358.0000,1.9000,16.9500,28.5000,9.0000,33.5000,13.7820,109.2190
21.1000,62.3000,15.0500,23.2000,2020-10-27,24.8000,2.3700,15811.6213,311.0000,15.0500,8.7400,27.7000,12.0000,29.8000,13.7820,109.2190
