wind_dir_dominant,apparent_tmax,radiation_sum,prcp,wind_gusts_max,evapo_et0,precip_hours,tmin,date,sunshine_duration,wind_speed_max,rain_sum,apparent_tmin,tmax,latitude,longitude
145.0000,39.0000,18.0000,6.4000,34.6000,4.1000,7.0000,25.5000,2020-05-24,38175.3100,17.3000,6.4000,31.7000,33.0000,21.1861,106.0763
117.0000,42.4000,22.0200,17.0000,39.2000,4.9800,10.0000,26.5000,2020-05-25,42443.3800,16.1000,17.0000,31.0000,34.8000,21.1861,106.0763
32.0000,35.2000,19.4300,17.0000,37.1000,4.4000,12.0000,24.2000,2020-05-26,30975.1300,19.2000,17.0000,27.6000,30.2000,21.1861,106.0763
6.0000,33.3000,17.0800,5.3000,29.5000,3.7100,8.0000,23.7000,2020-05-27,31463.4100,12.9000,5.3000,27.2000,30.1000,21.1861,106.0763
193.0000,35.8000,17.5600,0.3000,18.0000,3.7800,2.0000,23.2000,2020-05-28,35386.8600,10.0000,0.3000,27.4000,30.6000,21.1861,106.0763
161.0000,36.1000,14.8900,1.0000,35.3000,3.4600,7.0000,24.7000,2020-05-29,24385.3900,15.2000,1.0000,29.5000,31.0000,21.1861,106.0763
151.0000,40.9000,21.2900,2.1000,33.5000,4.7300,5.0000,26.0000,2020-05-30,37155.3400,12.5000,2.1000,31.5000,33.0000,21.1861,106.0763
166.0000,42.3000,23.4300,0.2000,32.0000,5.6300,1.0000,26.5000,2020-05-31,41630.4500,17.7000,0.2000,31.8000,34.5000,21.1861,106.0763
160.0000,41.1000,20.9000,7.2000,32.4000,4.8900,6.0000,27.1000,2020-06-01,32400.0000,17.1000,7.2000,32.1000,33.8000,21.1861,106.0763
161.0000,41.4000,23.6000,1.5000,34.6000,5.7300,3.0000,27.1000,2020-06-02,37946.7500,17.3000,1.5000,32.7000,34.5000,21.1861,106.0763
149.0000,42.5000,24.0000,1.0000,31.3000,5.8400,2.0000,27.3000,2020-06-03,41673.2900,17.0000,1.0000,31.3000,34.3000,21.1861,106.0763
149.0000,43.3000,22.6900,3.0000,38.2000,5.6300,8.0000,27.3000,2020-06-04,39600.0000,19.5000,3.0000,33.0000,35.5000,21.1861,106.0763
157.0000,40.7000,17.6700,0.1000,34.2000,4.5600,1.0000,28.4000,2020-06-05,31483.6700,15.1000,0.1000,33.6000,34.0000,21.1861,106.0763
139.0000,41.5000,17.9600,3.1000,30.6000,4.6600,3.0000,26.7000,2020-06-06,35607.7000,16.4000,3.1000,32.5000,34.8000,21.1861,106.0763
188.0000,43.0000,24.8200,0.0000,32.4000,7.0550,0.0000,28.6000,2020-06-07,43200.0000,17.3000,0.0000,32.2000,36.8000,21.1861,106.0763
181.0000,41.8000,21.7900,0.0000,32.0000,6.6100,0.0000,28.8000,2020-06-08,42827.4300,17.7000,0.0000,31.5000,36.5000,21.1861,106.0763
156.0000,42.8000,21.5900,0.7000,27.7000,5.9700,2.0000,28.9000,2020-06-09,37080.5500,14.6000,0.7000,32.4000,36.5000,21.1861,106.0763
132.0000,40.0000,13.5100,17.0000,28.4000,3.2100,10.0000,27.5000,2020-06-10,20545.9800,12.5000,17.0000,33.9000,33.3000,21.1861,106.0763
159.0000,39.7000,15.1700,0.6000,33.8000,3.9200,5.0000,27.1000,2020-06-11,31963.5900,17.2000,0.6000,33.4000,34.2000,21.1861,106.0763
158.0000,42.1000,18.2900,1.3000,33.1000,5.0100,4.0000,27.9000,2020-06-12,29873.5500,18.0000,1.3000,33.7000,35.6000,21.1861,106.0763
139.0000,42.2000,20.4900,1.3000,35.3000,5.1800,3.0000,28.2000,2020-06-13,43011.8200,17.8000,1.3000,33.5000,34.9000,21.1861,106.0763
132.0000,38.8000,13.0800,14.3000,36.0000,2.9000,23.0000,26.1000,2020-06-14,24808.7800,17.1000,14.3000,31.8000,31.8000,21.1861,106.0763
141.0000,36.4000,10.7100,17.0000,29.5000,2.5000,20.0000,24.8000,2020-06-15,12842.0100,14.6000,17.0000,30.0000,31.1000,21.1861,106.0763
153.0000,39.2000,19.4400,5.0000,33.1000,4.5400,9.0000,26.4000,2020-06-16,42424.2500,15.5000,5.0000,31.8000,33.1000,21.1861,106.0763
160.0000,37.9000,20.6200,1.1000,38.9000,5.1200,4.0000,27.2000,2020-06-17,43310.6100,19.2000,1.1000,31.0000,32.9000,21.1861,106.0763
142.0000,39.4000,21.1400,3.4000,34.2000,5.0200,7.0000,27.1000,2020-06-18,43312.0100,16.9000,3.4000,31.6000,33.4000,21.1861,106.0763
132.0000,39.0000,21.1600,6.0000,34.2000,4.8300,10.0000,27.2000,2020-06-19,43313.4400,16.3000,6.0000,32.9000,32.8000,21.1861,106.0763
153.0000,40.7000,23.1500,0.5000,33.8000,5.4900,4.0000,27.1000,2020-06-20,43200.0000,18.4000,0.5000,33.0000,34.5000,21.1861,106.0763
165.0000,42.0000,23.7700,0.5000,36.7000,6.1500,3.0000,27.7000,2020-06-21,43220.3200,18.0000,0.5000,33.1000,35.9000,21.1861,106.0763
170.0000,42.7000,25.0100,0.4000,40.7000,6.7300,1.0000,29.0000,2020-06-22,43317.7800,19.0000,0.4000,33.8000,36.8000,21.1861,106.0763
169.0000,44.3000,25.2400,0.1000,34.9000,6.7000,1.0000,28.7000,2020-06-23,43414.0800,17.1000,0.1000,34.2000,37.3000,21.1861,106.0763
171.0000,43.4000,23.9100,0.9000,32.4000,6.0900,2.0000,28.6000,2020-06-24,43129.2800,15.1000,0.9000,34.2000,36.9000,21.1861,106.0763
127.0000,40.6000,10.9000,0.7000,26.6000,2.9600,3.0000,28.8000,2020-06-25,350.6700,13.0000,0.7000,34.5000,33.8000,21.1861,106.0763
162.0000,43.6000,19.6900,0.2000,34.6000,5.6200,2.0000,29.1000,2020-06-26,32519.1900,18.7000,0.2000,34.0000,37.0000,21.1861,106.0763
163.0000,42.1000,24.1800,0.1000,36.7000,6.8500,1.0000,28.9000,2020-06-27,43382.4200,19.3000,0.1000,33.4000,36.9000,21.1861,106.0763
159.0000,41.0000,22.1000,0.3000,34.9000,6.1200,2.0000,28.7000,2020-06-28,43383.1500,19.1000,0.3000,33.5000,35.6000,21.1861,106.0763
145.0000,41.0000,18.2900,8.9000,36.7000,4.8900,9.0000,28.5000,2020-06-29,42617.6600,18.4000,8.9000,33.7000,35.0000,21.1861,106.0763
130.0000,41.6000,15.2700,11.0000,34.6000,3.7800,7.0000,27.8000,2020-06-30,30601.3400,18.1000,11.0000,34.5000,34.3000,21.1861,106.0763
116.0000,41.8000,17.9500,17.0000,28.4000,4.0100,16.0000,27.0000,2020-07-01,32968.7900,12.0000,17.0000,33.7000,34.4000,21.1861,106.0763
124.0000,38.5000,15.9500,17.0000,28.8000,3.4200,20.0000,25.8000,2020-07-02,27467.3900,10.9000,17.0000,32.2000,31.6000,21.1861,106.0763
119.0000,37.1000,16.5100,12.1000,36.0000,3.7500,18.0000,25.9000,2020-07-03,33713.9400,16.6000,12.1000,31.5000,31.6000,21.1861,106.0763
132.0000,37.8000,16.1200,15.0000,33.8000,3.5100,19.0000,26.2000,2020-07-04,31860.9300,15.7000,15.0000,32.0000,31.5000,21.1861,106.0763
148.0000,39.3000,18.4100,9.3000,29.5000,4.1100,12.0000,25.6000,2020-07-05,43200.0000,13.2000,9.3000,31.4000,32.8000,21.1861,106.0763
159.0000,39.4000,18.7900,3.8000,39.6000,4.6900,8.0000,27.7000,2020-07-06,42001.8400,20.1000,3.8000,32.9000,33.2000,21.1861,106.0763
158.0000,41.0000,19.7400,1.6000,39.2000,5.0800,5.0000,28.3000,2020-07-07,43200.0000,19.7000,1.6000,33.5000,34.7000,21.1861,106.0763
170.0000,43.1000,24.0500,0.1000,38.2000,6.4200,1.0000,28.4000,2020-07-08,43200.0000,17.0000,0.1000,33.8000,36.3000,21.1861,106.0763
194.0000,42.3000,23.7300,0.0000,33.5000,6.7900,0.0000,28.8000,2020-07-09,39990.3100,17.1000,0.0000,33.0000,36.6000,21.1861,106.0763
189.0000,41.2000,20.2000,0.0000,41.0000,5.9600,0.0000,29.3000,2020-07-10,40310.1700,17.6000,0.0000,33.6000,36.4000,21.1861,106.0763
183.0000,37.6000,9.9800,0.0000,28.8000,3.8500,0.0000,29.7000,2020-07-11,565.5200,15.4000,0.0000,33.6000,33.6000,21.1861,106.0763
172.0000,37.5000,12.1000,2.0000,37.1000,3.7000,5.0000,29.1000,2020-07-12,16507.4900,16.9000,2.0000,33.8000,33.3000,21.1861,106.0763
143.0000,41.8000,21.3300,3.0000,31.3000,5.1700,6.0000,27.5000,2020-07-13,43254.3200,15.6000,3.0000,33.6000,34.8000,21.1861,106.0763
129.0000,42.9000,21.7800,5.3000,31.7000,4.9900,10.0000,25.9000,2020-07-14,43255.2300,15.8000,5.3000,31.9000,33.7000,21.1861,106.0763
156.0000,42.5000,23.9500,0.1000,36.0000,5.9300,1.0000,27.7000,2020-07-15,43257.3900,19.4000,0.1000,34.0000,35.6000,21.1861,106.0763
145.0000,40.8000,22.4600,4.5000,34.9000,5.6400,7.0000,27.8000,2020-07-16,43261.2100,18.1000,4.5000,33.6000,34.8000,21.1861,106.0763
156.0000,42.2000,24.9300,0.0000,41.4000,6.8400,0.0000,28.7000,2020-07-17,43265.0600,20.9000,0.0000,34.0000,37.7000,21.1861,106.0763
167.0000,42.9000,24.6600,0.1000,37.4000,6.9200,1.0000,29.4000,2020-07-18,43200.0000,19.2000,0.1000,34.2000,37.8000,21.1861,106.0763
165.0000,42.8000,22.1800,0.8000,35.6000,5.9300,4.0000,29.3000,2020-07-19,39612.5100,18.2000,0.8000,34.5000,36.9000,21.1861,106.0763
134.0000,37.9000,12.2600,11.2000,32.8000,3.0800,11.0000,27.1000,2020-07-20,9408.6800,17.0000,11.2000,32.9000,32.8000,21.1861,106.0763
150.0000,38.6000,20.5700,12.2000,38.9000,4.6400,18.0000,25.6000,2020-07-21,43200.0000,19.2000,12.2000,31.5000,32.6000,21.1861,106.0763
161.0000,40.5000,23.6400,1.0000,36.4000,5.6400,5.0000,26.5000,2020-07-22,43265.5000,16.4000,1.0000,31.9000,34.0000,21.1861,106.0763
146.0000,42.0000,23.7300,0.6000,32.8000,5.6700,3.0000,26.7000,2020-07-23,43200.0000,17.8000,0.6000,32.5000,34.2000,21.1861,106.0763
141.0000,41.3000,23.1600,0.2000,32.4000,5.6600,2.0000,26.8000,2020-07-24,43268.5200,17.6000,0.2000,33.1000,34.6000,21.1861,106.0763
149.0000,42.6000,22.4700,0.6000,33.5000,5.6200,5.0000,26.7000,2020-07-25,43200.0000,18.4000,0.6000,33.0000,35.7000,21.1861,106.0763
151.0000,42.0000,20.7100,0.5000,36.0000,5.2400,3.0000,27.4000,2020-07-26,43200.0000,17.7000,0.5000,33.4000,35.2000,21.1861,106.0763
152.0000,39.0000,9.5500,14.1000,27.7000,2.3200,7.0000,27.8000,2020-07-27,4603.3300,12.2000,14.1000,34.6000,31.0000,21.1861,106.0763
110.0000,39.5000,15.2800,17.0000,26.6000,3.3300,14.0000,25.5000,2020-07-28,23162.0000,9.9000,17.0000,31.0000,31.3000,21.1861,106.0763
115.0000,40.2000,19.3600,17.0000,31.3000,4.1000,14.0000,24.8000,2020-07-29,43200.0000,14.2000,17.0000,29.9000,32.1000,21.1861,106.0763
124.0000,41.7000,23.3300,1.3000,26.6000,5.2800,5.0000,26.5000,2020-07-30,43200.0000,13.5000,1.3000,33.4000,34.1000,21.1861,106.0763
35.0000,40.7000,20.1500,1.2000,25.6000,4.3600,6.0000,26.7000,2020-07-31,39811.6900,11.4000,1.2000,33.8000,33.3000,21.1861,106.0763
309.0000,35.6000,8.5000,9.2000,47.2000,2.4900,15.0000,26.6000,2020-08-01,7289.0300,18.0000,9.2000,30.6000,30.5000,21.1861,106.0763
49.0000,34.0000,8.2400,17.0000,49.3000,2.0000,24.0000,25.8000,2020-08-02,2743.7300,24.2000,17.0000,29.0000,28.6000,21.1861,106.0763
106.0000,33.6000,7.7600,17.0000,34.9000,1.7400,23.0000,25.2000,2020-08-03,269.5000,17.8000,17.0000,29.8000,28.7000,21.1861,106.0763
101.0000,33.0000,6.6500,17.0000,23.0000,1.4300,24.0000,24.9000,2020-08-04,0.0000,10.9000,17.0000,30.3000,27.1000,21.1861,106.0763
119.0000,35.5000,10.4800,17.0000,28.8000,2.1700,24.0000,24.6000,2020-08-05,14460.5500,11.2000,17.0000,29.6000,29.3000,21.1861,106.0763
139.0000,34.9000,6.5300,17.0000,28.8000,1.4400,23.0000,24.9000,2020-08-06,0.0000,16.2000,17.0000,29.8000,28.7000,21.1861,106.0763
146.0000,36.2000,11.9200,8.2000,28.8000,2.5900,10.0000,25.2000,2020-08-07,19162.6100,12.5000,8.2000,31.0000,30.3000,21.1861,106.0763
151.0000,41.1000,21.0300,2.2000,33.5000,4.4400,12.0000,25.5000,2020-08-08,43200.0000,13.4000,2.2000,31.7000,32.4000,21.1861,106.0763
153.0000,40.3000,19.2200,6.2000,29.2000,4.1600,9.0000,26.2000,2020-08-09,41926.4600,13.8000,6.2000,32.3000,32.7000,21.1861,106.0763
149.0000,41.9000,18.7300,11.4000,32.8000,4.2000,8.0000,27.1000,2020-08-10,40042.0800,14.6000,11.4000,33.5000,34.1000,21.1861,106.0763
142.0000,41.2000,21.9300,9.7000,31.3000,5.1000,6.0000,26.4000,2020-08-11,43200.0000,17.4000,9.7000,31.5000,34.3000,21.1861,106.0763
134.0000,39.6000,19.0400,12.7000,33.8000,4.2400,13.0000,27.6000,2020-08-12,40189.0100,17.4000,12.7000,33.5000,32.3000,21.1861,106.0763
126.0000,37.1000,11.8100,16.5000,35.3000,2.4500,22.0000,26.0000,2020-08-13,19714.1100,17.8000,16.5000,31.2000,30.3000,21.1861,106.0763
139.0000,34.1000,6.8300,17.0000,31.0000,1.4800,17.0000,24.3000,2020-08-14,2188.5400,15.3000,17.0000,28.6000,28.4000,21.1861,106.0763
146.0000,35.0000,16.5200,14.8000,38.5000,3.4300,16.0000,24.5000,2020-08-15,35654.7000,19.6000,14.8000,28.8000,30.0000,21.1861,106.0763
125.0000,35.1000,15.8300,17.0000,32.0000,3.2200,19.0000,24.7000,2020-08-16,35957.9000,14.9000,17.0000,29.4000,29.8000,21.1861,106.0763
121.0000,33.3000,10.3200,17.0000,31.0000,2.1500,24.0000,24.2000,2020-08-17,13695.6600,15.5000,17.0000,28.4000,28.3000,21.1861,106.0763
115.0000,33.5000,7.1600,17.0000,23.4000,1.5500,24.0000,24.4000,2020-08-18,216.5300,10.6000,17.0000,29.1000,27.7000,21.1861,106.0763
81.0000,34.6000,10.2100,17.0000,22.0000,2.1700,21.0000,23.9000,2020-08-19,10623.1700,10.2000,17.0000,28.8000,28.5000,21.1861,106.0763
89.0000,37.2000,14.2800,8.7000,20.9000,3.0000,15.0000,24.3000,2020-08-20,25775.3800,9.6000,8.7000,29.7000,30.1000,21.1861,106.0763
118.0000,36.1000,10.5800,14.8000,23.4000,2.2600,20.0000,24.5000,2020-08-21,17335.0000,9.6000,14.8000,30.0000,29.4000,21.1861,106.0763
139.0000,39.0000,16.0900,8.8000,25.9000,3.3700,16.0000,24.8000,2020-08-22,34241.8000,11.1000,8.8000,30.4000,30.9000,21.1861,106.0763
146.0000,40.5000,20.7900,5.3000,29.5000,4.2800,12.0000,25.2000,2020-08-23,41723.5600,14.1000,5.3000,31.3000,31.6000,21.1861,106.0763
175.0000,41.2000,21.3200,7.9000,28.1000,4.6200,5.0000,26.2000,2020-08-24,43001.1300,11.9000,7.9000,32.4000,33.3000,21.1861,106.0763
304.0000,39.8000,16.8600,0.3000,32.8000,3.6500,3.0000,25.6000,2020-08-25,36134.8900,10.8000,0.3000,32.1000,32.4000,21.1861,106.0763
139.0000,43.3000,22.1100,2.8000,28.4000,4.8200,10.0000,26.7000,2020-08-26,42902.7500,13.2000,2.8000,34.1000,34.0000,21.1861,106.0763
129.0000,44.1000,22.5800,0.0000,30.2000,5.1500,0.0000,26.0000,2020-08-27,42852.3200,15.5000,0.0000,32.4000,34.8000,21.1861,106.0763
122.0000,40.2000,18.8400,2.1000,25.6000,4.2300,6.0000,27.5000,2020-08-28,42801.1600,14.0000,2.1000,34.0000,32.9000,21.1861,106.0763
137.0000,41.7000,20.0400,3.1000,26.6000,4.3100,7.0000,26.7000,2020-08-29,42605.7800,12.0000,3.1000,33.8000,32.3000,21.1861,106.0763
123.0000,41.3000,19.9700,4.3000,23.0000,4.2600,8.0000,26.6000,2020-08-30,42678.6600,8.0000,4.3000,33.2000,32.9000,21.1861,106.0763
309.0000,40.0000,15.6600,1.5000,18.7000,3.4600,3.0000,26.2000,2020-08-31,28391.2000,9.1000,1.5000,33.2000,33.1000,21.1861,106.0763
309.0000,41.2000,23.3600,0.1000,23.8000,5.2600,1.0000,25.8000,2020-09-01,42543.9000,9.7000,0.1000,32.0000,34.3000,21.1861,106.0763
100.0000,42.3000,22.9300,0.0000,22.0000,5.2100,0.0000,26.7000,2020-09-02,42476.0400,12.1000,0.0000,33.5000,34.4000,21.1861,106.0763
124.0000,41.5000,19.7100,9.8000,25.6000,4.3900,7.0000,27.2000,2020-09-03,41779.2600,10.0000,9.8000,34.2000,33.2000,21.1861,106.0763
135.0000,40.9000,18.2300,3.5000,24.8000,4.0500,8.0000,26.5000,2020-09-04,42339.5800,11.8000,3.5000,33.1000,32.5000,21.1861,106.0763
156.0000,41.1000,21.0600,3.4000,27.0000,4.6700,6.0000,26.5000,2020-09-05,42271.0600,12.6000,3.4000,33.1000,33.0000,21.1861,106.0763
139.0000,40.3000,17.5500,16.0000,31.3000,4.0700,10.0000,25.9000,2020-09-06,36279.5900,14.5000,16.0000,32.6000,33.5000,21.1861,106.0763
309.0000,35.5000,6.2400,17.0000,22.0000,1.3900,20.0000,26.0000,2020-09-07,0.0000,6.6000,17.0000,32.1000,28.1000,21.1861,106.0763
156.0000,37.6000,11.8200,11.5000,23.8000,2.5500,17.0000,24.9000,2020-09-08,15342.9200,7.7000,11.5000,30.3000,30.4000,21.1861,106.0763
130.0000,35.3000,10.8500,15.2000,27.7000,2.2800,19.0000,25.0000,2020-09-09,15084.0600,12.5000,15.2000,30.3000,29.4000,21.1861,106.0763
135.0000,37.2000,12.2500,17.0000,31.7000,2.5400,14.0000,25.0000,2020-09-10,19754.7900,12.5000,17.0000,30.0000,30.1000,21.1861,106.0763
120.0000,37.1000,12.1900,17.0000,26.6000,2.5500,16.0000,24.9000,2020-09-11,17229.9400,10.7000,17.0000,30.0000,30.2000,21.1861,106.0763
103.0000,38.4000,10.9200,17.0000,27.4000,2.3400,22.0000,25.5000,2020-09-12,14884.5400,10.0000,17.0000,31.8000,30.9000,21.1861,106.0763
120.0000,38.2000,15.3000,12.3000,29.5000,3.2000,14.0000,24.6000,2020-09-13,32788.3600,12.2000,12.3000,29.9000,30.7000,21.1861,106.0763
138.0000,36.4000,14.7800,10.3000,31.3000,3.1200,16.0000,25.1000,2020-09-14,36582.1500,12.8000,10.3000,31.2000,30.0000,21.1861,106.0763
149.0000,39.7000,16.8200,10.1000,27.0000,3.5900,17.0000,25.6000,2020-09-15,35132.1600,13.5000,10.1000,31.2000,31.7000,21.1861,106.0763
139.0000,39.0000,15.5700,11.0000,32.4000,3.2600,8.0000,26.4000,2020-09-16,34842.8400,13.0000,11.0000,32.6000,31.2000,21.1861,106.0763
73.0000,40.0000,18.7200,7.6000,29.9000,4.0200,14.0000,26.1000,2020-09-17,39487.3300,16.3000,7.6000,31.9000,32.7000,21.1861,106.0763
22.0000,30.6000,16.9500,7.4000,49.3000,4.5700,13.0000,23.6000,2020-09-18,37342.6100,26.0375,7.4000,24.0000,28.2000,21.1861,106.0763
45.0000,32.3000,11.9500,6.0000,49.3000,3.3300,17.0000,23.3000,2020-09-19,21230.7800,25.1000,6.0000,23.9000,29.4000,21.1861,106.0763
16.0000,33.6000,8.3300,17.0000,22.3000,1.7700,21.0000,23.9000,2020-09-20,11997.4400,9.7000,17.0000,28.0000,28.1000,21.1861,106.0763
147.0000,34.1000,9.5400,7.7000,30.6000,2.0800,16.0000,24.3000,2020-09-21,3482.8000,15.3000,7.7000,29.8000,29.4000,21.1861,106.0763
126.0000,36.6000,9.0300,17.0000,25.9000,1.9400,22.0000,24.8000,2020-09-22,7691.7400,12.4000,17.0000,30.2000,30.0000,21.1861,106.0763
74.0000,35.4000,8.8800,17.0000,27.7000,1.8600,23.0000,24.4000,2020-09-23,1351.4700,13.8000,17.0000,28.2000,28.5000,21.1861,106.0763
19.0000,32.1000,10.9000,13.0000,28.8000,2.2100,17.0000,22.5000,2020-09-24,19483.3800,14.2000,13.0000,25.2000,27.5000,21.1861,106.0763
133.0000,33.2000,8.6900,13.0000,27.7000,1.8400,10.0000,24.3000,2020-09-25,15072.2600,13.1000,13.0000,30.2000,28.0000,21.1861,106.0763
123.0000,37.3000,13.1100,17.0000,26.3000,2.7000,20.0000,25.0000,2020-09-26,29105.9200,12.0000,17.0000,29.9000,30.0000,21.1861,106.0763
34.0000,33.5000,10.4000,17.0000,33.1000,2.1600,24.0000,23.5000,2020-09-27,9187.9000,13.0000,17.0000,26.7000,28.2000,21.1861,106.0763
68.0000,35.4000,14.9500,2.8000,24.5000,3.1100,12.0000,23.3000,2020-09-28,34821.3900,10.6000,2.8000,26.8000,29.9000,21.1861,106.0763
125.0000,39.3000,15.5600,3.3000,30.2000,3.3300,15.0000,24.8000,2020-09-29,28929.9300,14.4000,3.3000,30.5000,31.2000,21.1861,106.0763
87.0000,37.8000,13.9800,15.8000,20.5000,2.9500,15.0000,25.0000,2020-09-30,30479.4100,10.9000,15.8000,30.8000,30.8000,21.1861,106.0763
87.0000,34.9000,9.5200,17.0000,20.5000,2.0000,17.0000,24.2000,2020-10-01,8111.5400,9.9000,17.0000,29.3000,28.5000,21.1861,106.0763
109.0000,38.0000,13.4200,11.6000,24.5000,2.8100,17.0000,25.1000,2020-10-02,24621.6600,12.3000,11.6000,30.8000,30.4000,21.1861,106.0763
119.0000,36.1000,11.8700,10.5000,24.5000,2.4900,14.0000,24.7000,2020-10-03,22672.5200,12.5000,10.5000,30.3000,29.2000,21.1861,106.0763
127.0000,37.4000,13.3100,7.5000,26.6000,2.7700,11.0000,25.1000,2020-10-04,25684.1100,10.3000,7.5000,31.1000,30.1000,21.1861,106.0763
50.0000,36.3000,13.2900,17.0000,29.5000,2.7500,22.0000,24.2000,2020-10-05,30968.7000,12.0000,17.0000,28.2000,30.4000,21.1861,106.0763
34.0000,30.7000,14.7900,0.0000,33.1000,3.6300,0.0000,21.9000,2020-10-06,26103.5500,16.3000,0.0000,22.3000,27.8000,21.1861,106.0763
28.0000,28.8000,17.6900,0.0000,37.1000,4.2100,0.0000,20.3000,2020-10-07,35933.0900,17.7000,0.0000,20.2000,27.3000,21.1861,106.0763
31.0000,27.5000,19.4800,0.0000,42.5000,4.4800,0.0000,19.7000,2020-10-08,38974.0100,20.8000,0.0000,19.0000,26.5000,21.1861,106.0763
27.0000,27.8000,19.0200,0.0000,42.8000,4.3700,0.0000,19.4000,2020-10-09,37778.0900,20.9000,0.0000,19.0000,26.8000,21.1861,106.0763
24.0000,28.6000,20.1900,0.0000,34.9000,4.2800,0.0000,18.6000,2020-10-10,38933.4800,16.5000,0.0000,19.1000,26.9000,21.1861,106.0763
15.0000,28.8000,17.2000,0.0000,34.9000,3.7600,0.0000,18.6000,2020-10-11,30793.9800,16.3000,0.0000,19.1000,27.4000,21.1861,106.0763
2.0000,31.1000,17.9200,0.0000,38.9000,4.3000,0.0000,20.3000,2020-10-12,31612.5100,18.9000,0.0000,20.8000,29.3000,21.1861,106.0763
7.0000,31.3000,15.4200,1.8000,36.7000,4.4200,2.0000,23.6000,2020-10-13,32335.0800,20.2000,1.8000,24.2000,29.2000,21.1861,106.0763
13.0000,24.9000,2.5500,17.0000,49.3000,1.3600,22.0000,22.1000,2020-10-14,0.0000,26.0375,17.0000,22.1000,24.3000,21.1861,106.0763
14.0000,26.5000,4.4700,17.0000,34.9000,1.2000,21.0000,21.9000,2020-10-15,0.0000,18.9000,17.0000,23.1000,23.5000,21.1861,106.0763
28.0000,27.4000,11.6700,1.0000,47.9000,3.7100,3.0000,21.9000,2020-10-16,22109.9700,25.9000,1.0000,20.3000,27.3000,21.1861,106.0763
12.0000,24.3000,11.6600,0.8000,45.4000,4.0100,5.0000,19.2000,2020-10-17,22978.2200,22.8000,0.8000,17.8000,24.8000,21.1861,106.0763
11.0000,22.8000,4.2800,8.5000,42.5000,2.1300,11.0000,19.8000,2020-10-18,0.0000,23.1000,8.5000,18.1000,21.8000,21.1861,106.0763
9.0000,22.5000,7.8800,0.4000,43.2000,3.0300,3.0000,19.6000,2020-10-19,8615.9000,23.5000,0.4000,17.0000,23.3000,21.1861,106.0763
6.0000,23.6000,14.4200,2.1000,38.5000,3.6300,5.0000,18.0000,2020-10-20,30221.6800,19.4000,2.1000,17.3000,24.1000,21.1861,106.0763
13.0000,25.4000,19.1600,0.0000,45.4000,4.5500,0.0000,18.7000,2020-10-21,38016.0200,22.6000,0.0000,16.7000,25.5000,21.1861,106.0763
7.0000,25.9000,19.8900,0.0000,44.6000,4.5000,0.0000,18.0000,2020-10-22,38648.4200,22.7000,0.0000,17.1000,26.9000,21.1861,106.0763
15.0000,25.8000,20.1400,0.0000,37.1000,4.5800,0.0000,17.1000,2020-10-23,38620.9800,18.3000,0.0000,15.6000,26.6000,21.1861,106.0763
17.0000,27.4000,19.9500,0.0000,27.4000,4.1800,0.0000,15.9000,2020-10-24,38593.0100,12.4000,0.0000,15.2000,26.6000,21.1861,106.0763
309.0000,24.4000,4.6500,1.5000,22.0000,1.6300,6.0000,18.8000,2020-10-25,0.0000,11.8000,1.5000,18.7000,23.1000,21.1861,106.0763
309.0000,26.1000,5.0000,10.7000,24.5000,1.3300,13.0000,20.1000,2020-10-26,0.0000,11.3000,10.7000,21.4000,23.4000,21.1861,106.0763
309.0000,32.1000,16.6400,0.1000,24.8000,3.3400,1.0000,20.3000,2020-10-27,37336.4200,10.6000,0.1000,22.9000,28.9000,21.1861,106.0763
19.0000,30.0000,11.6200,2.5000,42.5000,3.1300,7.0000,21.9000,2020-10-28,25367.2800,23.0000,2.5000,23.5000,28.2000,21.1861,106.0763
33.0000,23.5000,6.3700,3.9000,49.3000,2.7400,14.0000,21.3000,2020-10-29,6123.4700,25.7000,3.9000,20.6000,23.9000,21.1861,106.0763
7.0000,25.0000,5.2500,6.0000,29.5000,1.4800,10.0000,20.1000,2020-10-30,0.0000,15.8000,6.0000,20.3000,22.5000,21.1861,106.0763
309.0000,28.4000,7.8900,0.0000,19.1000,1.7200,0.0000,20.5000,2020-10-31,3574.7600,9.0000,0.0000,22.8000,25.3000,21.1861,106.0763
117.0000,32.1000,14.2900,0.0000,21.2000,2.8900,0.0000,20.4000,2020-11-01,36055.1400,11.4000,0.0000,23.7000,28.2000,21.1861,106.0763
30.0000,28.5000,12.9100,1.0000,49.3000,3.2100,3.0000,21.1000,2020-11-02,32075.9500,25.0000,1.0000,20.0000,25.8000,21.1861,106.0763
19.0000,25.1000,15.4000,0.2000,32.4000,3.8200,2.0000,19.1000,2020-11-03,34270.8200,15.0000,0.2000,17.6000,24.7000,21.1861,106.0763
10.0000,24.5000,8.8300,0.0000,24.8000,2.2900,0.0000,18.6000,2020-11-04,11707.2000,11.4000,0.0000,18.3000,23.7000,21.1861,106.0763
70.0000,28.4000,13.5200,0.0000,18.7000,2.6800,0.0000,18.0000,2020-11-05,25894.2400,8.7000,0.0000,18.8000,26.0000,21.1861,106.0763
5.0000,29.3000,13.3800,0.2000,27.4000,2.9200,2.0000,18.7000,2020-11-06,29603.5600,12.4000,0.2000,21.0000,27.3000,21.1861,106.0763
