wind_dir_dominant,apparent_tmax,radiation_sum,prcp,wind_gusts_max,evapo_et0,precip_hours,tmin,date,sunshine_duration,wind_speed_max,rain_sum,apparent_tmin,tmax,latitude,longitude
309.0000,39.4000,22.5100,0.0000,25.6000,4.7200,0.0000,24.0000,2021-09-10,41227.1200,11.4000,0.0000,29.3000,32.9000,21.1861,106.0763
309.0000,41.4000,22.6100,0.1000,21.6000,4.9200,1.0000,25.7000,2021-09-11,41352.6000,10.1000,0.1000,30.9000,33.5000,21.1861,106.0763
134.0000,42.7000,22.3400,0.0000,19.4000,4.9400,0.0000,26.7000,2021-09-12,41201.3200,10.2000,0.0000,33.8000,34.2000,21.1861,106.0763
36.0000,38.7000,14.4000,8.0000,30.2000,3.0900,7.0000,26.2000,2021-09-13,24952.1500,14.6000,8.0000,31.4000,31.7000,21.1861,106.0763
309.0000,35.3000,10.2300,17.0000,29.2000,2.1500,18.0000,24.7000,2021-09-14,5297.7300,10.0000,17.0000,29.7000,28.9000,21.1861,106.0763
68.0000,35.6000,9.4100,17.0000,19.8000,2.0300,18.0000,24.8000,2021-09-15,9862.5500,9.3000,17.0000,30.2000,29.7000,21.1861,106.0763
146.0000,34.8000,12.0000,4.3000,25.9000,2.6000,15.0000,25.0000,2021-09-16,13664.8500,13.2000,4.3000,30.4000,30.0000,21.1861,106.0763
145.0000,36.7000,12.6000,3.6000,29.9000,2.7700,12.0000,25.1000,2021-09-17,21151.9000,15.1000,3.6000,30.9000,31.5000,21.1861,106.0763
144.0000,37.7000,17.9600,6.3000,31.7000,3.7500,12.0000,25.7000,2021-09-18,38256.4000,14.0000,6.3000,31.6000,31.1000,21.1861,106.0763
141.0000,38.4000,20.4000,0.1000,30.2000,4.4400,1.0000,24.8000,2021-09-19,40207.8100,14.8000,0.1000,30.7000,32.4000,21.1861,106.0763
80.0000,38.0000,17.4500,6.8000,25.2000,3.6300,11.0000,25.6000,2021-09-20,36436.4400,9.1000,6.8000,31.6000,31.3000,21.1861,106.0763
171.0000,39.8000,19.7700,3.2000,25.9000,4.1200,16.0000,24.5000,2021-09-21,37651.5700,8.2000,3.2000,30.2000,31.3000,21.1861,106.0763
118.0000,33.8000,9.8700,6.1000,24.8000,2.0200,15.0000,25.0000,2021-09-22,11218.7200,9.7000,6.1000,30.2000,27.5000,21.1861,106.0763
67.0000,35.7000,14.4500,7.5000,25.9000,2.9600,15.0000,24.7000,2021-09-23,35158.9100,9.6000,7.5000,30.2000,29.3000,21.1861,106.0763
38.0000,33.9000,10.1200,17.0000,36.0000,2.0700,18.0000,24.7000,2021-09-24,10742.9300,13.0000,17.0000,30.0000,28.8000,21.1861,106.0763
69.0000,36.2000,12.3600,17.0000,31.7000,2.5600,20.0000,24.3000,2021-09-25,28425.2400,11.0000,17.0000,29.5000,30.2000,21.1861,106.0763
46.0000,36.6000,13.9600,15.9000,33.8000,2.8100,19.0000,23.8000,2021-09-26,29332.7900,14.8000,15.9000,29.1000,30.2000,21.1861,106.0763
306.0000,37.2000,15.9200,5.4000,26.6000,3.2500,13.0000,24.1000,2021-09-27,31559.7100,7.9000,5.4000,29.5000,30.2000,21.1861,106.0763
162.0000,39.1000,20.4800,0.0000,20.2000,4.3300,0.0000,23.5000,2021-09-28,36905.2300,11.1000,0.0000,28.9000,31.5000,21.1861,106.0763
145.0000,39.2000,20.0100,0.1000,22.3000,4.3000,1.0000,24.2000,2021-09-29,37602.8600,12.2000,0.1000,29.7000,32.2000,21.1861,106.0763
144.0000,40.0000,20.1600,0.0000,20.5000,4.4000,0.0000,24.9000,2021-09-30,39210.0400,11.3000,0.0000,30.9000,32.4000,21.1861,106.0763
152.0000,37.8000,18.0400,0.9000,20.9000,3.8900,7.0000,25.3000,2021-10-01,37270.7300,8.7000,0.9000,31.5000,31.7000,21.1861,106.0763
146.0000,36.7000,18.0600,0.2000,21.6000,3.9100,2.0000,25.2000,2021-10-02,36768.1300,8.7000,0.2000,30.2000,31.5000,21.1861,106.0763
148.0000,35.3000,14.3900,0.3000,21.2000,3.2400,3.0000,24.5000,2021-10-03,35584.5300,10.1000,0.3000,29.3000,30.9000,21.1861,106.0763
87.0000,38.7000,18.0100,2.5000,29.2000,3.7400,12.0000,24.5000,2021-10-04,36000.0000,10.4000,2.5000,30.1000,30.9000,21.1861,106.0763
35.0000,36.7000,16.0300,3.2000,31.0000,3.4100,6.0000,24.5000,2021-10-05,38563.6200,9.8000,3.2000,29.9000,31.2000,21.1861,106.0763
309.0000,38.4000,18.5400,1.0000,27.7000,3.8700,3.0000,24.3000,2021-10-06,39006.5500,6.1000,1.0000,29.6000,31.5000,21.1861,106.0763
309.0000,37.3000,19.0700,0.1000,31.3000,4.5200,1.0000,25.2000,2021-10-07,38715.9800,14.8000,0.1000,29.0000,33.0000,21.1861,106.0763
8.0000,34.3000,19.3000,0.0000,47.2000,5.7400,0.0000,26.0000,2021-10-08,38826.2500,24.1000,0.0000,26.2000,32.2000,21.1861,106.0763
309.0000,28.6000,3.1700,17.0000,48.2000,1.8900,16.0000,23.0000,2021-10-09,0.0000,20.0000,17.0000,24.9000,27.4000,21.1861,106.0763
309.0000,26.6000,2.4600,17.0000,49.3000,0.9800,24.0000,22.6000,2021-10-10,0.0000,23.2000,17.0000,24.2000,24.0000,21.1861,106.0763
30.0000,25.5000,3.2800,17.0000,49.3000,1.5400,15.0000,22.0000,2021-10-11,0.0000,26.0375,17.0000,22.4000,23.5000,21.1861,106.0763
8.0000,28.1000,19.8500,0.0000,49.3000,4.9000,0.0000,20.3000,2021-10-12,38897.6000,26.0375,0.0000,20.2000,27.5000,21.1861,106.0763
309.0000,27.6000,9.2700,17.0000,49.3000,3.2300,12.0000,21.6000,2021-10-13,13401.1300,26.0375,17.0000,20.4000,25.9000,21.1861,106.0763
23.0000,22.9000,4.1000,17.0000,49.3000,2.0500,22.0000,20.6000,2021-10-14,0.0000,26.0375,17.0000,19.5000,23.6000,21.1861,106.0763
7.0000,25.1000,4.3100,14.4000,33.8000,1.2200,21.0000,20.8000,2021-10-15,0.0000,17.2000,14.4000,21.7000,23.6000,21.1861,106.0763
12.0000,23.1000,6.6600,2.1000,49.3000,2.7000,12.0000,19.4000,2021-10-16,4055.4100,26.0375,2.1000,17.6000,23.5000,21.1861,106.0763
11.0000,22.8000,13.0600,0.3000,47.5000,3.9300,2.0000,19.5000,2021-10-17,23209.6500,25.4000,0.3000,17.4000,23.5000,21.1861,106.0763
309.0000,21.5000,4.3100,8.5000,29.2000,1.2000,22.0000,17.7000,2021-10-18,0.0000,15.8000,8.5000,17.7000,20.6000,21.1861,106.0763
309.0000,30.3000,8.5500,16.5000,19.1000,1.7500,8.0000,19.2000,2021-10-19,6345.2800,10.2000,16.5000,20.8000,25.9000,21.1861,106.0763
160.0000,34.3000,15.5000,0.0000,32.4000,3.3900,0.0000,21.7000,2021-10-20,36481.7000,16.4000,0.0000,25.6000,30.4000,21.1861,106.0763
30.0000,29.4000,6.3400,17.0000,48.6000,2.0600,13.0000,19.5000,2021-10-21,377.6800,26.0375,17.0000,18.4000,24.7000,21.1861,106.0763
20.0000,19.2000,6.9800,0.0000,33.1000,2.8600,0.0000,18.2000,2021-10-22,2380.0500,18.0000,0.0000,16.6000,20.6000,21.1861,106.0763
20.0000,22.9000,14.2800,0.0000,29.5000,3.3600,0.0000,17.5000,2021-10-23,27267.9200,15.6000,0.0000,15.4000,22.6000,21.1861,106.0763
18.0000,24.8000,18.1000,0.0000,29.9000,3.7200,0.0000,16.4000,2021-10-24,37879.7300,14.1000,0.0000,15.0000,24.4000,21.1861,106.0763
20.0000,27.9000,18.6400,0.0000,27.7000,3.5600,0.0000,16.8000,2021-10-25,38293.5900,13.5000,0.0000,17.0000,25.8000,21.1861,106.0763
37.0000,29.5000,15.3400,0.0000,16.9000,3.0300,0.0000,17.1000,2021-10-26,33649.2500,7.9000,0.0000,18.7000,26.4000,21.1861,106.0763
19.0000,29.2000,18.3200,0.0000,30.2000,3.8600,0.0000,18.7000,2021-10-27,38154.5500,14.2000,0.0000,19.7000,27.5000,21.1861,106.0763
309.0000,25.7000,4.2000,17.0000,25.6000,1.2700,15.0000,20.6000,2021-10-28,0.0000,13.7000,17.0000,22.9000,23.5000,21.1861,106.0763
309.0000,27.4000,2.6700,17.0000,27.7000,0.6900,23.0000,20.7000,2021-10-29,0.0000,16.1000,17.0000,22.5000,23.1000,21.1861,106.0763
6.0000,22.8000,4.1000,13.9000,26.6000,1.0500,14.0000,19.4000,2021-10-30,0.0000,14.7000,13.9000,20.4000,21.4000,21.1861,106.0763
2.0000,27.6000,4.9900,5.3000,19.8000,1.1500,16.0000,19.6000,2021-10-31,0.0000,10.1000,5.3000,21.2000,24.3000,21.1861,106.0763
24.0000,26.6000,6.2300,3.3000,25.2000,1.4700,10.0000,20.2000,2021-11-01,0.0000,12.8000,3.3000,22.4000,24.4000,21.1861,106.0763
19.0000,26.6000,4.7400,8.4000,24.5000,1.1300,11.0000,20.7000,2021-11-02,0.0000,12.6000,8.4000,22.5000,24.1000,21.1861,106.0763
83.0000,32.0000,14.1100,2.0000,17.6000,2.8100,11.0000,20.2000,2021-11-03,34485.0200,9.7000,2.0000,22.5000,27.4000,21.1861,106.0763
161.0000,32.5000,13.7300,0.7000,25.9000,2.9700,7.0000,21.6000,2021-11-04,31830.6700,14.6000,0.7000,24.8000,29.3000,21.1861,106.0763
173.0000,33.4000,12.8200,0.3000,33.5000,3.0100,3.0000,23.1000,2021-11-05,32110.1300,17.7000,0.3000,26.7000,30.1000,21.1861,106.0763
158.0000,34.1000,13.2400,1.2000,29.2000,3.0100,8.0000,23.0000,2021-11-06,28093.0300,15.1000,1.2000,26.7000,30.5000,21.1861,106.0763
89.0000,35.3000,13.7100,8.6000,49.3000,2.9900,11.0000,23.0000,2021-11-07,30062.2300,26.0375,8.6000,21.7000,30.0000,21.1861,106.0763
14.0000,19.1000,6.3000,6.0000,49.3000,2.8100,9.0000,14.9000,2021-11-08,1078.7300,26.0375,6.0000,12.1000,21.8000,21.1861,106.0763
27.0000,20.8000,17.5300,0.0000,24.5000,3.7700,0.0000,14.2000,2021-11-09,37072.0700,11.6000,0.0000,11.8000,21.5000,21.1861,106.0763
17.0000,21.1000,17.2700,0.0000,31.0000,3.6000,0.0000,13.9000,2021-11-10,36794.5000,14.7000,0.0000,12.4000,21.9000,21.1861,106.0763
43.0000,24.6000,17.6700,0.0000,20.9000,3.2700,0.0000,14.4000,2021-11-11,36769.1700,10.9000,0.0000,13.3000,23.5000,21.1861,106.0763
25.0000,23.8000,14.7200,0.0000,32.8000,3.6300,0.0000,17.2000,2021-11-12,28096.8100,16.6000,0.0000,17.8000,24.0000,21.1861,106.0763
22.0000,23.2000,15.8300,0.0000,27.7000,3.7400,0.0000,17.2000,2021-11-13,32727.6200,14.9000,0.0000,16.5000,23.2000,21.1861,106.0763
37.0000,24.7000,17.1100,0.0000,26.6000,3.4000,0.0000,15.9000,2021-11-14,36456.9600,12.8000,0.0000,14.5000,24.0000,21.1861,106.0763
79.0000,27.2000,12.1100,0.0000,22.3000,2.5400,0.0000,16.4000,2021-11-15,19186.4100,12.5000,0.0000,16.9000,25.3000,21.1861,106.0763
16.0000,26.7000,4.3700,0.5000,13.3000,1.0400,3.0000,19.2000,2021-11-16,0.0000,5.4000,0.5000,21.0000,23.1000,21.1861,106.0763
26.0000,24.0000,5.1300,0.2000,36.7000,1.8600,2.0000,19.3000,2021-11-17,1320.3200,20.0000,0.2000,17.9000,22.8000,21.1861,106.0763
4.0000,23.6000,9.7200,0.0000,27.4000,2.4100,0.0000,17.0000,2021-11-18,25142.2000,13.6000,0.0000,17.0000,22.6000,21.1861,106.0763
135.0000,26.1000,9.2400,0.3000,28.8000,2.0100,3.0000,16.0000,2021-11-19,13135.3000,13.9000,0.3000,17.0000,24.4000,21.1861,106.0763
150.0000,30.3000,8.8400,1.6000,28.4000,1.9700,9.0000,20.7000,2021-11-20,21003.1700,14.7000,1.6000,22.5000,27.8000,21.1861,106.0763
121.0000,32.1000,12.0000,5.6000,34.2000,2.5300,20.0000,21.6000,2021-11-21,27522.2400,20.1000,5.6000,22.8000,28.9000,21.1861,106.0763
26.0000,22.0000,4.5500,1.2000,44.3000,2.4500,9.0000,16.5000,2021-11-22,187.5800,24.3000,1.2000,13.6000,21.4000,21.1861,106.0763
17.0000,17.7000,8.0100,0.0000,31.0000,2.6800,0.0000,14.8000,2021-11-23,11593.1000,17.1000,0.0000,11.6000,18.5000,21.1861,106.0763
11.0000,18.9000,11.4000,0.1000,26.6000,2.9100,1.0000,15.7000,2021-11-24,22417.0900,13.7000,0.1000,12.8000,20.4000,21.1861,106.0763
309.0000,23.1000,14.6100,0.1000,24.5000,2.6700,1.0000,13.7000,2021-11-25,28879.5500,10.2000,0.1000,13.0000,23.0000,21.1861,106.0763
13.0000,24.5000,14.7100,0.0000,24.5000,3.1200,0.0000,14.3000,2021-11-26,30628.6400,11.8000,0.0000,14.1000,24.1000,21.1861,106.0763
14.0000,24.2000,15.1800,0.0000,26.3000,3.3600,0.0000,16.8000,2021-11-27,35656.3000,12.4000,0.0000,16.2000,24.4000,21.1861,106.0763
3.0000,25.2000,15.2500,0.0000,21.6000,3.0300,0.0000,14.7000,2021-11-28,35658.0800,9.0000,0.0000,13.6000,24.8000,21.1861,106.0763
13.0000,26.7000,15.1200,0.0000,19.8000,3.0800,0.0000,15.4000,2021-11-29,31745.2000,9.7000,0.0000,15.2000,25.6000,21.1861,106.0763
24.0000,22.6000,15.3600,0.0000,42.8000,4.3000,0.0000,16.9000,2021-11-30,34894.9800,22.3000,0.0000,15.7000,24.2000,21.1861,106.0763
26.0000,19.6000,16.6400,0.0000,31.0000,3.6500,0.0000,14.2000,2021-12-01,35576.9500,14.5000,0.0000,12.0000,21.6000,21.1861,106.0763
20.0000,20.3000,16.7400,0.0000,25.2000,3.2600,0.0000,11.1000,2021-12-02,35675.0400,11.8000,0.0000,8.8000,21.6000,21.1861,106.0763
16.0000,21.2000,16.6000,0.0000,25.9000,3.0700,0.0000,10.9000,2021-12-03,35593.1700,11.6000,0.0000,8.9000,22.3000,21.1861,106.0763
29.0000,22.5000,16.4800,0.0000,19.8000,3.1400,0.0000,10.0000,2021-12-04,35516.4600,9.7000,0.0000,8.2000,23.1000,21.1861,106.0763
23.0000,21.9000,15.9700,0.0000,24.8000,3.2400,0.0000,11.1000,2021-12-05,35444.9700,12.1000,0.0000,9.5000,23.6000,21.1861,106.0763
37.0000,22.2000,16.3400,0.0000,23.4000,3.2000,0.0000,11.9000,2021-12-06,35460.3500,10.5000,0.0000,10.3000,23.6000,21.1861,106.0763
61.0000,22.9000,16.0300,0.0000,21.2000,3.0200,0.0000,10.1000,2021-12-07,35476.4600,12.7000,0.0000,8.5000,23.2000,21.1861,106.0763
1.0000,23.9000,12.6500,0.0000,18.4000,2.4900,0.0000,11.3000,2021-12-08,29692.4100,9.0000,0.0000,9.7000,23.9000,21.1861,106.0763
309.0000,24.1000,7.2800,2.0000,21.6000,1.7000,5.0000,17.3000,2021-12-09,7564.9600,9.7000,2.0000,18.1000,23.0000,21.1861,106.0763
145.0000,26.3000,11.2400,0.0000,27.0000,2.5100,0.0000,16.5000,2021-12-10,21914.8300,15.3000,0.0000,17.9000,25.6000,21.1861,106.0763
132.0000,26.6000,11.2100,0.0000,22.0000,2.3300,0.0000,16.1000,2021-12-11,26734.2000,13.0000,0.0000,17.8000,25.7000,21.1861,106.0763
25.0000,25.7000,11.3800,0.2000,47.2000,3.0500,2.0000,16.1000,2021-12-12,25864.8400,24.8000,0.2000,15.0000,25.3000,21.1861,106.0763
13.0000,20.6000,9.5200,0.0000,32.8000,2.4900,0.0000,13.7000,2021-12-13,22177.5900,18.0000,0.0000,13.2000,21.3000,21.1861,106.0763
91.0000,23.0000,13.0800,0.0000,18.0000,2.4500,0.0000,11.5000,2021-12-14,34475.4800,10.5000,0.0000,10.8000,23.0000,21.1861,106.0763
138.0000,24.8000,6.6000,0.8000,19.8000,1.3600,4.0000,14.3000,2021-12-15,8233.1500,8.4000,0.8000,15.2000,23.5000,21.1861,106.0763
87.0000,26.5000,5.9600,0.9000,13.0000,1.2200,7.0000,17.8000,2021-12-16,10364.7200,8.7000,0.9000,18.9000,23.9000,21.1861,106.0763
29.0000,23.9000,14.9400,0.0000,41.0000,3.9400,0.0000,17.5000,2021-12-17,35589.0900,20.9000,0.0000,15.4000,25.1000,21.1861,106.0763
26.0000,19.2000,11.9400,0.0000,32.4000,3.6600,0.0000,14.3000,2021-12-18,34202.1400,16.9000,0.0000,11.4000,21.9000,21.1861,106.0763
24.0000,18.5000,12.8900,0.0000,29.9000,3.4300,0.0000,12.7000,2021-12-19,25200.0000,14.8000,0.0000,9.3000,20.8000,21.1861,106.0763
21.0000,20.5000,9.7600,0.0000,34.2000,3.1000,0.0000,14.7000,2021-12-20,18820.4800,18.2000,0.0000,13.3000,22.7000,21.1861,106.0763
11.0000,22.9000,13.2800,0.0000,24.5000,2.9500,0.0000,15.7000,2021-12-21,34101.8400,11.0000,0.0000,14.7000,23.7000,21.1861,106.0763
69.0000,24.2000,14.7200,0.0000,22.0000,2.9100,0.0000,12.5000,2021-12-22,35731.7900,12.2000,0.0000,11.7000,24.3000,21.1861,106.0763
129.0000,25.9000,14.9600,0.0000,31.7000,2.8700,0.0000,12.4000,2021-12-23,35464.9800,13.0000,0.0000,12.3000,25.4000,21.1861,106.0763
73.0000,26.0000,8.2600,0.4000,15.5000,1.6600,4.0000,15.5000,2021-12-24,13969.2900,7.6000,0.4000,16.5000,23.9000,21.1861,106.0763
55.0000,26.3000,9.2700,3.9000,26.3000,1.9100,12.0000,17.0000,2021-12-25,29676.7900,13.4000,3.9000,18.0000,24.7000,21.1861,106.0763
45.0000,20.8000,5.5200,2.8000,45.0000,2.1200,4.0000,13.1000,2021-12-26,82.9200,24.0000,2.8000,9.3000,21.4000,21.1861,106.0763
23.0000,10.7000,4.7100,0.1000,34.6000,1.9200,1.0000,9.4000,2021-12-27,0.0000,17.7000,0.1000,5.6000,13.7000,21.1861,106.0763
26.0000,14.8000,7.2200,0.0000,22.3000,1.7100,0.0000,10.3000,2021-12-28,5397.1200,10.3000,0.0000,7.5000,15.8000,21.1861,106.0763
20.0000,14.0000,4.5900,0.1000,24.5000,1.4800,1.0000,14.3000,2021-12-29,0.0000,11.7000,0.1000,12.6000,15.8000,21.1861,106.0763
14.0000,17.9000,7.1900,0.0000,27.7000,2.0600,0.0000,13.5000,2021-12-30,3446.6800,13.7000,0.0000,11.5000,19.0000,21.1861,106.0763
29.0000,18.3000,5.2600,0.1000,22.7000,1.5400,1.0000,13.7000,2021-12-31,0.0000,12.1000,0.1000,12.0000,18.5000,21.1861,106.0763
25.0000,19.9000,9.0000,0.0000,29.5000,2.1700,0.0000,13.6000,2022-01-01,15355.4800,16.2000,0.0000,13.3000,21.0000,21.1861,106.0763
8.0000,22.7000,11.4900,0.0000,20.5000,2.2800,0.0000,14.5000,2022-01-02,25720.3800,11.3000,0.0000,13.2000,21.9000,21.1861,106.0763
103.0000,22.6000,8.6000,0.0000,17.6000,1.7900,0.0000,12.6000,2022-01-03,10653.4600,9.6000,0.0000,12.3000,22.3000,21.1861,106.0763
146.0000,24.1000,8.6700,0.1000,27.7000,1.8100,1.0000,13.1000,2022-01-04,16025.4100,15.0000,0.1000,13.4000,23.4000,21.1861,106.0763
121.0000,25.7000,6.4400,0.4000,16.9000,1.3600,4.0000,16.3000,2022-01-05,6131.8000,10.0000,0.4000,17.7000,23.8000,21.1861,106.0763
121.0000,26.9000,10.6100,0.5000,26.3000,2.2700,4.0000,17.5000,2022-01-06,25398.5900,12.7000,0.5000,19.0000,25.7000,21.1861,106.0763
122.0000,24.4000,11.6200,4.7000,34.6000,2.5400,6.0000,17.0000,2022-01-07,28715.7100,18.3000,4.7000,18.5000,24.7000,21.1861,106.0763
90.0000,23.3000,6.3200,0.0000,29.9000,1.8700,0.0000,17.0000,2022-01-08,5316.1100,14.9000,0.0000,15.4000,23.1000,21.1861,106.0763
25.0000,14.9000,3.1400,2.7000,28.1000,1.0300,14.0000,13.4000,2022-01-09,0.0000,15.8000,2.7000,11.5000,16.5000,21.1861,106.0763
25.0000,19.1000,3.7000,1.4000,36.0000,1.0500,10.0000,13.8000,2022-01-10,0.0000,20.9000,1.4000,12.1000,19.0000,21.1861,106.0763
31.0000,17.7000,8.3000,0.7000,36.0000,2.1400,4.0000,12.5000,2022-01-11,13307.5700,19.0000,0.7000,11.6000,18.9000,21.1861,106.0763
116.0000,20.3000,8.9300,0.0000,20.9000,1.8900,0.0000,10.3000,2022-01-12,13172.2100,11.4000,0.0000,9.6000,20.8000,21.1861,106.0763
30.0000,17.6000,3.2800,0.9000,24.8000,1.0800,7.0000,14.5000,2022-01-13,0.0000,14.2000,0.9000,13.2000,16.7000,21.1861,106.0763
126.0000,21.5000,7.4500,0.0000,24.1000,1.6000,0.0000,14.6000,2022-01-14,2330.8300,12.0000,0.0000,14.2000,21.5000,21.1861,106.0763
111.0000,23.5000,5.1700,0.1000,15.1000,1.1200,1.0000,14.3000,2022-01-15,0.0000,8.3000,0.1000,14.6000,21.7000,21.1861,106.0763
77.0000,26.9000,8.9900,10.1000,43.9000,1.8000,20.0000,15.4000,2022-01-16,16668.3600,24.0000,10.1000,13.3000,23.8000,21.1861,106.0763
7.0000,13.4000,4.0800,6.2000,32.4000,1.1400,16.0000,13.3000,2022-01-17,1488.8700,16.4000,6.2000,11.4000,15.2000,21.1861,106.0763
16.0000,19.7000,15.4300,0.0000,27.7000,2.9000,0.0000,13.2000,2022-01-18,32016.5500,13.7000,0.0000,12.1000,20.9000,21.1861,106.0763
45.0000,20.5000,16.5600,0.0000,25.9000,2.8900,0.0000,10.7000,2022-01-19,36000.0000,14.7000,0.0000,9.4000,21.0000,21.1861,106.0763
82.0000,19.2000,6.9200,6.8000,18.7000,1.3600,8.0000,12.0000,2022-01-20,5149.5100,8.7000,6.8000,11.9000,19.0000,21.1861,106.0763
75.0000,21.4000,3.3800,12.1000,19.8000,0.7800,20.0000,15.3000,2022-01-21,0.0000,8.9000,12.1000,15.9000,19.8000,21.1861,106.0763
157.0000,25.0000,4.6500,7.4000,18.0000,1.0200,11.0000,17.1000,2022-01-22,2981.9000,8.7000,7.4000,18.8000,22.4000,21.1861,106.0763
143.0000,27.9000,7.8800,1.2000,21.6000,1.5700,5.0000,19.0000,2022-01-23,12956.9900,11.0000,1.2000,21.1000,24.9000,21.1861,106.0763
123.0000,28.5000,11.8500,1.5000,33.8000,2.3900,9.0000,18.4000,2022-01-24,32997.3600,18.5000,1.5000,20.1000,25.5000,21.1861,106.0763
122.0000,25.1000,10.1000,1.3000,34.9000,2.1800,7.0000,18.4000,2022-01-25,22717.3300,18.1000,1.3000,19.3000,24.3000,21.1861,106.0763
135.0000,25.4000,7.9200,1.0000,33.1000,1.7800,5.0000,18.6000,2022-01-26,11078.2300,17.4000,1.0000,19.2000,24.4000,21.1861,106.0763
138.0000,28.6000,12.0600,2.1000,38.2000,2.4500,8.0000,19.2000,2022-01-27,26163.4200,19.5000,2.1000,20.6000,26.9000,21.1861,106.0763
135.0000,26.4000,12.6900,0.8000,36.4000,2.7400,6.0000,19.4000,2022-01-28,34756.3800,19.2000,0.8000,20.7000,26.1000,21.1861,106.0763
34.0000,21.8000,4.7800,11.6000,40.0000,1.3700,14.0000,12.3000,2022-01-29,0.0000,20.0000,11.6000,9.4000,20.0000,21.1861,106.0763
22.0000,11.3000,4.7200,0.8000,28.8000,1.5000,7.0000,11.0000,2022-01-30,0.0000,15.4000,0.8000,8.0000,13.6000,21.1861,106.0763
24.0000,11.1000,5.3800,3.7000,35.6000,1.2400,15.0000,10.6000,2022-01-31,1720.5500,19.8000,3.7000,7.4000,13.8000,21.1861,106.0763
24.0000,11.4000,5.6000,0.0000,24.5000,1.4400,0.0000,10.6000,2022-02-01,0.0000,12.2000,0.0000,8.3000,13.6000,21.1861,106.0763
21.0000,10.2000,4.5700,8.4000,31.0000,1.2000,17.0000,10.5000,2022-02-02,0.0000,16.2000,8.4000,8.3000,13.1000,21.1861,106.0763
18.0000,14.2000,9.3400,0.0000,23.0000,1.9600,0.0000,10.3000,2022-02-03,14942.7100,11.3000,0.0000,7.6000,15.9000,21.1861,106.0763
28.0000,13.9000,9.4900,0.0000,30.2000,2.1600,0.0000,9.5000,2022-02-04,9960.0000,15.9000,0.0000,7.5000,16.2000,21.1861,106.0763
24.0000,16.2000,8.1300,7.8000,26.3000,1.8700,7.0000,11.9000,2022-02-05,3767.2800,13.4000,7.8000,9.0000,17.4000,21.1861,106.0763
14.0000,16.5000,4.0400,10.5000,15.5000,0.8300,18.0000,12.3000,2022-02-06,0.0000,7.7000,10.5000,11.9000,16.1000,21.1861,106.0763
7.0000,23.2000,8.4700,0.8000,16.9000,1.6400,3.0000,14.4000,2022-02-07,2177.7300,7.4000,0.8000,14.6000,21.5000,21.1861,106.0763
39.0000,18.7000,3.8200,3.4000,26.6000,1.0100,21.0000,13.6000,2022-02-08,0.0000,14.8000,3.4000,12.3000,18.5000,21.1861,106.0763
28.0000,12.2000,4.5200,3.7000,28.1000,0.9800,17.0000,11.5000,2022-02-09,0.0000,14.2000,3.7000,9.4000,13.9000,21.1861,106.0763
43.0000,18.6000,6.1200,0.7000,15.5000,1.1700,7.0000,11.5000,2022-02-10,103.1600,6.8000,0.7000,10.6000,18.1000,21.1861,106.0763
33.0000,22.8000,6.1800,1.7000,18.0000,1.2500,15.0000,14.6000,2022-02-11,49.7100,10.5000,1.7000,15.0000,21.1000,21.1861,106.0763
25.0000,17.7000,3.6500,5.9000,23.0000,0.8400,20.0000,14.2000,2022-02-12,0.0000,13.2000,5.9000,13.8000,17.4000,21.1861,106.0763
17.0000,13.6000,3.4000,8.5000,36.0000,0.8700,19.0000,12.2000,2022-02-13,0.0000,20.8000,8.5000,10.0000,14.2000,21.1861,106.0763
23.0000,21.0000,17.1400,0.3000,28.4000,2.9400,2.0000,11.1000,2022-02-14,32253.6000,13.5000,0.3000,9.2000,20.6000,21.1861,106.0763
34.0000,17.9000,5.7700,0.4000,22.0000,1.2500,4.0000,11.5000,2022-02-15,0.0000,10.0000,0.4000,10.8000,18.2000,21.1861,106.0763
22.0000,20.4000,3.5800,0.8000,14.4000,0.8200,8.0000,15.3000,2022-02-16,0.0000,5.5000,0.8000,16.0000,19.0000,21.1861,106.0763
124.0000,26.0000,6.0400,0.3000,22.3000,1.3200,3.0000,17.7000,2022-02-17,0.0000,12.7000,0.3000,19.6000,23.3000,21.1861,106.0763
113.0000,27.9000,5.5600,14.7000,30.2000,1.1200,21.0000,17.0000,2022-02-18,0.0000,17.7000,14.7000,16.4000,24.4000,21.1861,106.0763
22.0000,13.9000,3.1800,15.1000,44.6000,1.0000,23.0000,9.6000,2022-02-19,0.0000,24.9000,15.1000,6.4000,15.5000,21.1861,106.0763
15.0000,6.1000,2.5300,17.0000,33.5000,0.7600,22.0000,7.5000,2022-02-20,0.0000,18.2000,17.0000,3.9000,12.6375,21.1861,106.0763
23.0000,10.8000,11.4000,0.0000,34.2000,2.1900,0.0000,6.8000,2022-02-21,17536.9400,17.1000,0.0000,4.1000,14.0000,21.1861,106.0763
19.0000,10.0000,9.4400,0.0000,37.4000,2.4300,0.0000,9.2000,2022-02-22,7876.1300,20.0000,0.0000,5.7000,13.5000,21.1861,106.0763
25.0000,14.7000,19.6700,0.0000,34.9000,3.6300,0.0000,7.1000,2022-02-23,37427.0000,16.3000,0.0000,3.3000,17.0000,21.1861,106.0763
