evapo_et0,wind_gusts_max,tmax,rain_sum,radiation_sum,apparent_tmin,apparent_tmax,wind_dir_dominant,wind_speed_max,tmin,prcp,date,sunshine_duration,precip_hours,latitude,longitude
3.0800,42.8000,30.3000,11.6000,14.8200,29.1000,35.6000,237.0000,15.9000,24.4000,11.6000,2021-09-22,32742.6400,12.0000,9.2941,105.7278
2.1800,37.8000,30.9000,6.0000,9.7100,29.6000,35.8000,244.0000,12.2000,24.5000,6.0000,2021-09-23,12253.6600,7.0000,9.2941,105.7278
3.2200,36.7000,30.8000,11.7000,15.5200,29.6000,36.5000,244.0000,16.8000,24.5000,11.7000,2021-09-24,22407.9100,9.0000,9.2941,105.7278
2.7200,36.4000,29.6000,16.8000,13.0800,28.7000,34.5000,262.0000,12.6000,23.7000,16.8000,2021-09-25,20787.2700,10.0000,9.2941,105.7278
3.3200,22.3000,31.6000,10.6000,15.9300,28.6000,39.1000,341.0000,8.6000,23.4000,10.6000,2021-09-26,25030.8800,12.0000,9.2941,105.7278
3.6400,34.2000,29.3000,13.9000,18.3700,29.5000,35.3000,112.0000,14.8000,24.6000,13.9000,2021-09-27,39861.3300,15.0000,9.2941,105.7278
3.6100,28.8000,30.4000,13.4000,17.6500,30.0000,36.7000,93.0000,12.0000,24.9000,13.4000,2021-09-28,39975.9400,18.0000,9.2941,105.7278
4.1500,28.8000,30.9000,3.3000,20.3200,29.5000,37.2000,174.0000,10.5000,24.1000,3.3000,2021-09-29,40517.9500,10.0000,9.2941,105.7278
4.1000,25.9000,30.8000,4.2000,19.9000,29.5000,38.2000,205.0000,11.3000,24.0000,4.2000,2021-09-30,40516.0300,8.0000,9.2941,105.7278
3.8900,32.0000,30.9000,16.6000,19.2900,29.9000,38.2000,190.0000,14.1000,24.6000,16.6000,2021-10-01,37541.6500,12.0000,9.2941,105.7278
1.9700,36.0000,28.9000,13.3000,9.0400,28.3000,33.6000,251.0000,13.4000,23.9000,13.3000,2021-10-02,12094.1625,13.0000,9.2941,105.7278
2.1600,25.6000,28.5000,6.2000,10.2500,28.5000,34.7000,268.0000,8.1000,23.9000,6.2000,2021-10-03,16643.1000,11.0000,9.2941,105.7278
3.3300,25.2000,30.8000,23.1500,16.0900,28.9000,36.7000,295.0000,10.5000,23.8000,23.1500,2021-10-04,30411.1600,11.0000,9.2941,105.7278
2.3900,27.7000,29.5000,23.1500,11.5800,28.8000,35.3000,272.0000,12.5000,24.0000,23.1500,2021-10-05,19217.4100,19.0000,9.2941,105.7278
2.1000,33.5000,29.3000,8.3000,9.7700,28.8000,34.1000,266.0000,15.1000,23.9000,8.3000,2021-10-06,12094.1625,13.0000,9.2941,105.7278
3.1400,49.3000,29.5000,9.5000,14.3200,28.2000,33.2000,258.0000,22.3000,24.2000,9.5000,2021-10-07,34436.2600,8.0000,9.2941,105.7278
3.1000,56.5000,30.2000,8.8000,13.9900,28.5000,34.1000,264.0000,24.5000,24.9000,8.8000,2021-10-08,23778.5400,11.0000,9.2941,105.7278
4.4100,56.2000,32.0000,1.4000,19.0800,28.8000,35.8000,249.0000,25.1000,24.7000,1.4000,2021-10-09,38436.6100,9.0000,9.2941,105.7278
4.5800,51.8000,31.6000,1.6000,19.9500,30.1000,36.0000,252.0000,21.7000,25.5000,1.6000,2021-10-10,39802.9100,8.0000,9.2941,105.7278
2.5200,49.0000,29.4000,6.1000,10.5600,30.3000,33.8000,255.0000,17.3000,26.0000,6.1000,2021-10-11,12672.5300,10.0000,9.2941,105.7278
3.6800,58.3000,29.8000,4.5000,14.8800,25.9000,31.4000,260.0000,29.1000,23.8000,4.5000,2021-10-12,23684.6900,10.0000,9.2941,105.7278
4.4200,48.6000,31.5000,2.1000,16.3300,28.9000,34.1000,259.0000,26.0000,26.0000,2.1000,2021-10-13,30037.3300,7.0000,9.2941,105.7278
4.2300,45.0000,31.2000,3.8000,19.3500,30.0000,36.3000,232.0000,18.9000,25.5000,3.8000,2021-10-14,39349.9100,8.0000,9.2941,105.7278
3.0600,29.5000,30.5000,11.6000,15.1600,29.6000,37.1000,239.0000,13.5000,24.6000,11.6000,2021-10-15,23114.0000,10.0000,9.2941,105.7278
2.1000,20.5000,29.4000,15.1000,9.5700,30.7000,34.6000,235.0000,7.2000,25.0000,15.1000,2021-10-16,12094.1625,14.0000,9.2941,105.7278
2.0100,32.4000,28.2000,7.8000,9.4500,29.3000,33.5000,253.0000,14.4000,24.3000,7.8000,2021-10-17,12094.1625,13.0000,9.2941,105.7278
3.7700,25.9000,30.8000,6.1000,18.3000,28.2000,38.0000,198.0000,12.2000,23.3000,6.1000,2021-10-18,32410.2100,7.0000,9.2941,105.7278
4.4600,24.5000,31.0000,1.5000,21.6200,29.7000,38.7000,102.0000,9.5000,24.7000,1.5000,2021-10-19,39513.1100,8.0000,9.2941,105.7278
2.2700,30.6000,27.6000,21.7000,10.9700,28.7000,32.7000,63.0000,14.0000,24.1000,21.7000,2021-10-20,12094.1625,13.0000,9.2941,105.7278
3.5500,26.3000,29.9000,7.9000,17.4800,27.4000,35.9000,51.0000,12.0000,23.4000,7.9000,2021-10-21,38325.2000,16.0000,9.2941,105.7278
3.8500,24.8000,30.3000,1.5000,18.5200,28.1000,36.4000,72.0000,10.4000,23.2000,1.5000,2021-10-22,38049.2600,9.0000,9.2941,105.7278
3.5100,29.2000,30.6000,14.8000,17.3700,27.8000,37.1000,51.0000,12.2000,23.0000,14.8000,2021-10-23,35071.0300,11.0000,9.2941,105.7278
3.9500,27.7000,30.5000,2.7000,19.6200,26.6000,36.8000,37.0000,10.3000,22.2000,2.7000,2021-10-24,37168.4700,8.0000,9.2941,105.7278
3.5500,23.4000,31.5000,2.0000,17.0400,28.2000,38.9000,10.0000,9.6000,23.2000,2.0000,2021-10-25,27880.7300,7.0000,9.2941,105.7278
3.6300,26.3000,31.6000,0.0000,15.9500,28.6000,36.0000,331.0000,12.6000,23.9000,0.0000,2021-10-26,23934.7900,0.0000,9.2941,105.7278
2.7300,26.3000,30.6000,1.6000,12.6600,28.3000,35.4000,302.0000,12.5000,23.7000,1.6000,2021-10-27,24456.5500,4.0000,9.2941,105.7278
4.6500,31.0000,30.9000,0.5000,22.2300,29.2000,37.0000,107.0000,15.8000,24.5000,0.5000,2021-10-28,39171.1400,5.0000,9.2941,105.7278
4.1200,38.2000,30.1000,5.2000,20.0300,30.1000,35.3000,92.0000,18.8000,24.9000,5.2000,2021-10-29,39160.5600,7.0000,9.2941,105.7278
3.0200,41.0000,30.1000,6.5000,14.8900,29.1000,35.2000,76.0000,18.5000,24.5000,6.5000,2021-10-30,27568.3500,14.0000,9.2941,105.7278
3.2700,31.7000,29.8000,7.6000,15.9500,28.1000,35.4000,84.0000,14.8000,23.7000,7.6000,2021-10-31,39137.3000,17.0000,9.2941,105.7278
4.1000,38.5000,30.6000,4.1000,19.4800,28.6000,35.4000,73.0000,19.5000,24.4000,4.1000,2021-11-01,39124.5700,9.0000,9.2941,105.7278
4.8000,39.2000,31.5000,0.9000,21.3600,29.5000,35.7000,63.0000,20.0000,25.4000,0.9000,2021-11-02,39177.7700,4.0000,9.2941,105.7278
3.1400,36.4000,30.3000,2.3000,13.2100,29.4000,33.0000,77.0000,18.8000,25.2000,2.3000,2021-11-03,25413.9600,5.0000,9.2941,105.7278
4.0000,40.7000,30.5000,7.6000,18.7200,28.1000,34.7000,84.0000,20.2000,24.3000,7.6000,2021-11-04,37939.6300,15.0000,9.2941,105.7278
4.1000,37.1000,31.5000,3.4000,19.2800,29.3000,37.1000,77.0000,18.1000,24.4000,3.4000,2021-11-05,37973.8200,5.0000,9.2941,105.7278
3.3700,31.7000,29.4000,7.5000,16.6600,29.8000,34.6000,99.0000,15.5000,24.9000,7.5000,2021-11-06,35734.4900,10.0000,9.2941,105.7278
4.2200,34.2000,31.0000,1.7000,20.0400,29.7000,37.0000,90.0000,16.2000,24.6000,1.7000,2021-11-07,39031.7600,4.0000,9.2941,105.7278
3.2300,41.0000,29.4000,7.2000,15.4800,30.0000,33.8000,94.0000,20.0000,25.8000,7.2000,2021-11-08,37630.0200,10.0000,9.2941,105.7278
2.2000,38.9000,29.1000,10.8000,9.5100,28.2000,33.8000,60.0000,15.6000,24.4000,10.8000,2021-11-09,12094.1625,14.0000,9.2941,105.7278
2.6000,44.3000,29.8000,23.1500,12.3000,28.5000,33.6000,51.0000,20.8000,23.7000,23.1500,2021-11-10,14768.5600,23.0000,9.2941,105.7278
1.2600,28.1000,26.8000,23.1500,7.1850,27.4000,30.7000,57.0000,15.1000,23.9000,23.1500,2021-11-11,12094.1625,23.0000,9.2941,105.7278
1.8800,45.0000,28.1000,23.1500,9.0700,27.1000,31.6000,86.0000,21.1000,23.9000,23.1500,2021-11-12,12094.1625,23.0000,9.2941,105.7278
2.5700,43.2000,28.7000,23.1500,13.1000,27.4000,32.3000,97.0000,21.8000,23.7000,23.1500,2021-11-13,27729.3700,21.0000,9.2941,105.7278
2.0100,29.5000,28.4000,23.1500,9.7500,26.6000,32.6000,70.0000,14.1000,22.8000,23.1500,2021-11-14,12094.1625,19.0000,9.2941,105.7278
2.6600,33.8000,29.3000,23.1500,13.4100,27.2000,34.9000,71.0000,16.4000,23.4000,23.1500,2021-11-15,20925.3100,17.0000,9.2941,105.7278
2.0500,35.3000,28.3000,23.1500,10.0300,27.1000,32.4000,67.0000,17.7000,23.2000,23.1500,2021-11-16,12614.5600,18.0000,9.2941,105.7278
2.7900,43.2000,28.3000,16.3000,14.3500,28.4000,32.1000,80.0000,21.0000,24.0000,16.3000,2021-11-17,27030.1100,18.0000,9.2941,105.7278
2.6800,36.0000,28.1000,22.6000,13.3300,27.4000,32.2000,76.0000,18.0000,23.2000,22.6000,2021-11-18,32454.5000,11.0000,9.2941,105.7278
3.4500,35.6000,29.9000,1.0000,16.5300,28.2000,35.5000,76.0000,16.7000,23.5000,1.0000,2021-11-19,38771.0900,6.0000,9.2941,105.7278
2.8700,26.3000,30.4000,5.6000,13.9600,29.0000,36.1000,62.0000,9.0000,24.0000,5.6000,2021-11-20,27634.2300,7.0000,9.2941,105.7278
2.7500,41.0000,29.4000,14.6000,13.3900,28.7000,33.9000,70.0000,18.2000,23.9000,14.6000,2021-11-21,21600.0000,11.0000,9.2941,105.7278
2.7700,43.9000,29.3000,21.1000,13.7900,28.0000,33.6000,84.0000,20.6000,24.2000,21.1000,2021-11-22,25574.7000,16.0000,9.2941,105.7278
4.3500,52.2000,30.2000,0.7000,19.7600,28.6000,33.8000,75.0000,26.5000,24.7000,0.7000,2021-11-23,38668.2100,3.0000,9.2941,105.7278
4.3500,50.0000,30.4000,10.1000,18.6300,27.2000,33.2000,67.0000,26.2000,24.0000,10.1000,2021-11-24,35414.3400,8.0000,9.2941,105.7278
3.0000,41.0000,29.6000,9.6000,13.3200,27.3000,33.5000,70.0000,21.8000,22.8000,9.6000,2021-11-25,22701.5200,10.0000,9.2941,105.7278
2.1000,25.6000,28.8000,11.5000,9.8600,27.9000,34.2000,38.0000,9.4000,23.9000,11.5000,2021-11-26,15625.6500,11.0000,9.2941,105.7278
2.3300,30.6000,27.9000,3.4000,9.9000,27.3000,31.3000,11.0000,15.6000,22.7000,3.4000,2021-11-27,12094.1625,6.0000,9.2941,105.7278
2.9400,43.6000,29.2000,13.4000,14.0900,25.7000,33.0000,17.0000,15.9000,23.0000,13.4000,2021-11-28,23789.6200,10.0000,9.2941,105.7278
1.8600,32.0000,27.6000,23.1500,8.9900,27.9000,31.6000,53.0000,16.0000,23.5000,23.1500,2021-11-29,12094.1625,23.0000,9.2941,105.7278
2.3500,32.4000,28.0000,3.1000,11.5400,27.6000,32.4000,78.0000,16.7000,23.3000,3.1000,2021-11-30,18651.1100,16.0000,9.2941,105.7278
4.1800,49.0000,29.5000,1.7000,18.7200,27.2000,32.4000,78.0000,25.9000,24.7000,1.7000,2021-12-01,33521.5900,4.0000,9.2941,105.7278
4.1900,36.7000,29.7000,0.0000,20.3400,26.4000,33.8000,69.0000,18.0000,22.9000,0.0000,2021-12-02,38381.4200,0.0000,9.2941,105.7278
2.7400,22.3000,28.4000,0.0000,13.3000,25.8000,33.2000,57.0000,11.0000,22.1000,0.0000,2021-12-03,27414.4200,0.0000,9.2941,105.7278
3.5200,25.6000,28.9000,0.7000,17.1600,24.4000,32.7000,49.0000,12.1000,21.9000,0.7000,2021-12-04,32955.2800,3.0000,9.2941,105.7278
4.0100,21.2000,28.6000,0.0000,20.3600,24.0000,33.0000,348.0000,9.4000,21.4500,0.0000,2021-12-05,38307.2000,0.0000,9.2941,105.7278
4.2600,28.4000,29.3000,0.1000,20.1000,24.0000,33.4000,16.0000,13.6000,21.4500,0.1000,2021-12-06,37460.6900,1.0000,9.2941,105.7278
3.3600,24.1000,28.3000,1.3000,17.0100,26.4000,33.5000,48.0000,8.7000,22.4000,1.3000,2021-12-07,37064.1800,9.0000,9.2941,105.7278
3.7400,22.7000,29.9000,0.1000,18.5500,25.0000,33.9000,66.0000,9.4000,21.4500,0.1000,2021-12-08,36937.6100,1.0000,9.2941,105.7278
3.5500,48.2000,29.4000,2.3000,16.3000,27.5000,33.9000,58.0000,25.6000,24.1000,2.3000,2021-12-09,32807.5500,5.0000,9.2941,105.7278
4.1000,32.0000,30.2000,0.0000,19.6500,26.6000,33.5000,61.0000,16.0000,22.5000,0.0000,2021-12-10,38358.7500,0.0000,9.2941,105.7278
2.9500,16.2000,29.5000,0.0000,13.6700,27.0000,35.0000,74.0000,9.7000,22.9000,0.0000,2021-12-11,24692.3500,0.0000,9.2941,105.7278
3.9000,28.1000,29.2000,0.4000,19.7300,25.4000,33.9000,97.0000,12.4000,21.5000,0.4000,2021-12-12,37821.1000,4.0000,9.2941,105.7278
2.8500,25.9000,29.6000,4.6000,14.1800,27.2000,34.9000,60.0000,13.0000,22.9000,4.6000,2021-12-13,27603.5800,6.0000,9.2941,105.7278
3.3400,29.2000,29.4000,0.9000,15.9900,27.0000,34.5000,58.0000,13.7000,22.9000,0.9000,2021-12-14,36210.1600,5.0000,9.2941,105.7278
2.8000,33.8000,29.4000,8.9000,13.2500,28.1000,34.4000,45.0000,10.9000,23.4000,8.9000,2021-12-15,26033.5300,6.0000,9.2941,105.7278
4.2000,39.6000,30.6000,0.7000,16.9100,27.3000,35.0000,71.0000,19.3000,25.1000,0.7000,2021-12-16,37003.3200,4.0000,9.2941,105.7278
4.5000,44.6000,29.9000,0.0000,20.9200,27.6000,33.2000,85.0000,22.7000,24.7000,0.0000,2021-12-17,37681.2900,0.0000,9.2941,105.7278
3.6200,25.9000,29.6000,1.8000,17.9800,28.0000,34.5000,86.0000,13.0000,23.4000,1.8000,2021-12-18,37773.5600,10.0000,9.2941,105.7278
3.7600,34.2000,29.2000,0.0000,16.9900,24.0000,32.0000,342.0000,16.6000,21.4500,0.0000,2021-12-19,29140.3900,0.0000,9.2941,105.7278
3.8700,27.0000,29.7000,0.0000,18.0200,25.0000,33.5000,9.0000,12.3000,22.4000,0.0000,2021-12-20,34365.8800,0.0000,9.2941,105.7278
4.0200,30.2000,29.9000,0.0000,19.3200,25.3000,34.1000,97.0000,15.0000,21.9000,0.0000,2021-12-21,38286.9900,0.0000,9.2941,105.7278
3.0200,40.7000,28.5000,2.7000,13.6400,28.4000,32.1000,90.0000,20.8000,24.4000,2.7000,2021-12-22,33413.6200,10.0000,9.2941,105.7278
3.5000,45.0000,28.3000,0.7000,15.6400,27.5000,30.7000,89.0000,23.8000,24.3000,0.7000,2021-12-23,31479.0800,4.0000,9.2941,105.7278
4.0200,41.0000,29.4000,0.0000,19.1500,27.5000,32.7000,85.0000,20.7000,23.7000,0.0000,2021-12-24,32923.1600,0.0000,9.2941,105.7278
4.3500,44.6000,29.8000,0.0000,20.4000,27.3000,32.5000,85.0000,22.7000,23.9000,0.0000,2021-12-25,37825.6900,0.0000,9.2941,105.7278
4.6000,34.6000,31.2000,2.2000,19.9000,27.3000,34.2000,80.0000,17.4000,24.5000,2.2000,2021-12-26,37955.8200,4.0000,9.2941,105.7278
3.2400,27.7000,30.7000,2.4000,15.5600,26.6000,35.8000,55.0000,12.6000,22.8000,2.4000,2021-12-27,36793.8700,6.0000,9.2941,105.7278
4.6100,51.8000,30.5000,0.6000,19.5200,27.3000,32.4000,69.0000,28.0000,23.4000,0.6000,2021-12-28,37818.8500,5.0000,9.2941,105.7278
4.9100,59.4000,29.7000,0.9000,17.5000,26.8000,30.6000,69.0000,29.9000,25.4000,0.9000,2021-12-29,31409.3900,6.0000,9.2941,105.7278
5.5000,56.5000,30.7000,0.0000,20.5100,26.7000,31.8000,65.0000,29.9000,25.0000,0.0000,2021-12-30,36798.0500,0.0000,9.2941,105.7278
4.8800,51.5000,30.3000,0.0000,19.2000,26.3000,30.8000,66.0000,26.6000,23.6000,0.0000,2021-12-31,36801.2200,0.0000,9.2941,105.7278
4.2100,47.2000,30.3000,0.0000,15.6900,25.7000,31.9000,67.0000,24.4000,23.5000,0.0000,2022-01-01,29922.8500,0.0000,9.2941,105.7278
5.0600,39.6000,31.3000,0.0000,18.9200,25.7000,34.0000,68.0000,21.2000,23.6000,0.0000,2022-01-02,37389.2100,0.0000,9.2941,105.7278
4.3800,51.8000,29.8000,1.7000,15.3400,25.4000,31.1000,77.0000,25.9000,23.1000,1.7000,2022-01-03,28800.0000,3.0000,9.2941,105.7278
5.0200,39.6000,31.9000,0.0000,20.6900,26.8000,34.8000,81.0000,20.5000,23.7000,0.0000,2022-01-04,38054.2600,0.0000,9.2941,105.7278
3.9400,40.3000,30.5000,2.7000,17.4400,27.4000,33.1000,76.0000,20.5000,24.3000,2.7000,2022-01-05,37605.5200,8.0000,9.2941,105.7278
4.4100,40.3000,30.9000,0.3000,18.5400,27.3000,33.7000,85.0000,21.0000,24.1000,0.3000,2022-01-06,37645.7000,3.0000,9.2941,105.7278
5.1900,46.8000,30.8000,0.0000,21.2800,26.8000,33.2000,86.0000,23.8000,24.9000,0.0000,2022-01-07,38494.4600,0.0000,9.2941,105.7278
4.4100,35.3000,30.8000,1.3000,18.6900,27.0000,34.0000,88.0000,16.9000,24.1000,1.3000,2022-01-08,37769.6800,6.0000,9.2941,105.7278
4.0700,36.4000,30.4000,0.8000,19.0200,26.9000,33.8000,92.0000,18.6000,23.3000,0.8000,2022-01-09,38412.6600,3.0000,9.2941,105.7278
4.3600,46.1000,30.6000,0.0000,19.7400,27.2000,33.2000,86.0000,23.5000,23.5000,0.0000,2022-01-10,38348.2100,0.0000,9.2941,105.7278
4.3500,41.8000,29.5000,1.0000,19.4800,25.8000,32.6000,86.0000,21.7000,22.8000,1.0000,2022-01-11,38568.6300,5.0000,9.2941,105.7278
5.0200,45.7000,29.8000,0.0000,21.2700,25.0000,31.7000,85.0000,23.0000,23.5000,0.0000,2022-01-12,38317.3200,0.0000,9.2941,105.7278
4.5100,51.5000,29.4000,0.2000,18.2000,25.4000,29.9000,83.0000,26.9000,23.6000,0.2000,2022-01-13,38535.1900,2.0000,9.2941,105.7278
5.1100,42.1000,31.0000,0.0000,20.0400,24.2000,31.7000,82.0000,22.0000,22.8000,0.0000,2022-01-14,38196.0700,0.0000,9.2941,105.7278
5.1500,42.5000,30.7000,0.0000,22.2900,24.9000,32.3000,85.0000,21.4000,22.4000,0.0000,2022-01-15,38686.9900,0.0000,9.2941,105.7278
4.9200,49.0000,30.7000,0.0000,21.4300,25.4000,32.5000,86.0000,24.7000,22.9000,0.0000,2022-01-16,38351.5900,0.0000,9.2941,105.7278
4.5700,41.8000,30.8000,0.1000,17.5600,26.1000,32.7000,82.0000,20.9000,23.5000,0.1000,2022-01-17,38563.4800,1.0000,9.2941,105.7278
5.3300,47.5000,31.3000,0.0000,21.5900,25.6000,33.0000,84.0000,24.2000,24.0000,0.0000,2022-01-18,38682.7200,0.0000,9.2941,105.7278
4.4400,34.9000,29.4000,1.1000,18.4600,25.9000,32.8000,87.0000,17.8000,23.5000,1.1000,2022-01-19,38512.0500,6.0000,9.2941,105.7278
4.9900,42.5000,30.6000,0.2000,20.8400,25.4000,33.4000,93.0000,21.7000,23.3000,0.2000,2022-01-20,38227.8600,2.0000,9.2941,105.7278
4.7100,42.1000,30.1000,0.0000,21.7200,26.5000,33.1000,101.0000,20.3000,23.6000,0.0000,2022-01-21,38499.0700,0.0000,9.2941,105.7278
4.3200,38.5000,30.4000,0.0000,20.4600,27.2000,33.5000,110.0000,18.2000,23.5000,0.0000,2022-01-22,38526.2300,0.0000,9.2941,105.7278
3.9600,31.0000,29.6000,0.9000,19.1300,26.6000,33.8000,114.0000,14.0000,22.6000,0.9000,2022-01-23,38552.5000,5.0000,9.2941,105.7278
4.0900,34.2000,30.8000,0.7000,19.3800,26.6000,35.5000,105.0000,16.7000,22.2000,0.7000,2022-01-24,38291.0700,4.0000,9.2941,105.7278
3.9900,37.4000,30.7000,1.0000,18.5300,26.5000,34.9000,88.0000,18.4000,22.3000,1.0000,2022-01-25,37171.4600,4.0000,9.2941,105.7278
4.1200,38.2000,30.8000,3.8000,19.3100,26.5000,34.9000,97.0000,18.2000,22.5000,3.8000,2022-01-26,38628.5600,4.0000,9.2941,105.7278
4.2700,34.6000,30.7000,0.3000,20.0400,27.1000,35.0000,106.0000,17.1000,23.0000,0.3000,2022-01-27,38389.4300,3.0000,9.2941,105.7278
3.9000,25.9000,28.9000,0.9000,19.1100,26.9000,33.6000,145.0000,12.8000,23.0000,0.9000,2022-01-28,38391.7500,6.0000,9.2941,105.7278
4.0700,28.4000,29.4000,0.7000,20.1300,26.0000,33.9000,179.0000,11.8000,22.2000,0.7000,2022-01-29,38436.5600,5.0000,9.2941,105.7278
4.1600,32.0000,29.9000,0.3000,20.3300,26.7000,35.3000,135.0000,15.3000,22.5000,0.3000,2022-01-30,38547.1800,3.0000,9.2941,105.7278
4.8000,43.2000,30.5000,0.1000,21.9900,27.7000,33.2000,94.0000,21.4000,23.5000,0.1000,2022-01-31,38745.6200,1.0000,9.2941,105.7278
4.4500,49.7000,30.6000,0.4000,19.2200,27.9000,33.2000,89.0000,25.3000,24.2000,0.4000,2022-02-01,38502.1600,3.0000,9.2941,105.7278
5.2700,44.3000,31.4000,0.1000,22.5400,27.9000,33.7000,91.0000,22.1000,24.7000,0.1000,2022-02-02,38699.8900,1.0000,9.2941,105.7278
5.0200,47.9000,31.2000,0.0000,22.2800,27.5000,33.7000,90.0000,24.3000,24.3000,0.0000,2022-02-03,38986.9500,0.0000,9.2941,105.7278
5.7500,55.4000,31.5000,0.2000,22.2300,26.7000,32.4000,83.0000,28.8000,24.9000,0.2000,2022-02-04,38918.2000,2.0000,9.2941,105.7278
6.2200,59.7500,31.7000,0.0000,22.5400,26.1000,32.6000,77.0000,29.9000,25.2000,0.0000,2022-02-05,38937.7600,0.0000,9.2941,105.7278
5.8200,57.6000,32.2000,0.0000,20.7600,26.5000,32.3000,72.0000,29.9000,24.6000,0.0000,2022-02-06,38588.1300,0.0000,9.2941,105.7278
5.6700,47.5000,32.4000,0.3000,22.1100,27.6000,34.8000,82.0000,23.8000,25.4000,0.3000,2022-02-07,38606.9300,2.0000,9.2941,105.7278
5.0900,46.4000,32.1000,0.5000,22.0100,28.1000,35.4000,88.0000,22.4000,24.6000,0.5000,2022-02-08,38810.5800,2.0000,9.2941,105.7278
5.1900,51.8000,31.4000,0.0000,22.1200,28.1000,33.9000,86.0000,26.7000,24.8000,0.0000,2022-02-09,38734.9600,0.0000,9.2941,105.7278
5.3300,52.6000,32.3000,0.1000,21.2400,28.2000,34.2000,83.0000,25.7000,24.9000,0.1000,2022-02-10,38659.2600,1.0000,9.2941,105.7278
5.0800,53.6000,31.4000,0.3000,21.5000,27.6000,33.5000,88.0000,27.0000,24.9000,0.3000,2022-02-11,38675.2900,1.0000,9.2941,105.7278
3.3000,41.4000,29.6000,0.4000,12.3000,28.3000,31.0000,85.0000,21.6000,25.0000,0.4000,2022-02-12,17538.3900,4.0000,9.2941,105.7278
4.4800,48.6000,29.9000,1.9000,20.3400,27.7000,32.9000,92.0000,24.2000,24.3000,1.9000,2022-02-13,38597.7100,10.0000,9.2941,105.7278
5.0000,54.4000,30.8000,3.8000,21.6500,28.7000,33.4000,91.0000,28.4000,25.1000,3.8000,2022-02-14,38986.5900,4.0000,9.2941,105.7278
4.9600,52.6000,30.8000,1.8000,20.6100,28.0000,33.3000,91.0000,27.0000,25.4000,1.8000,2022-02-15,38997.6200,5.0000,9.2941,105.7278
4.7200,47.2000,30.6000,0.3000,21.7400,28.0000,34.3000,100.0000,23.5000,24.4000,0.3000,2022-02-16,38816.2500,3.0000,9.2941,105.7278
4.9300,43.2000,31.0000,0.2000,22.8800,29.0000,35.0000,105.0000,20.7000,25.1000,0.2000,2022-02-17,39210.0000,2.0000,9.2941,105.7278
4.9300,41.0000,31.6000,0.0000,21.5500,29.2000,35.3000,104.0000,19.7000,25.2000,0.0000,2022-02-18,38928.0300,0.0000,9.2941,105.7278
4.8700,36.0000,31.8000,0.5000,22.8700,27.7000,37.1000,123.0000,16.8000,23.5000,0.5000,2022-02-19,39523.4200,1.0000,9.2941,105.7278
3.9600,30.6000,30.3000,1.9000,18.3800,28.7000,34.8000,119.0000,14.5000,23.9000,1.9000,2022-02-20,39237.4500,6.0000,9.2941,105.7278
4.8600,42.8000,31.2000,2.2000,21.8500,28.3000,34.9000,102.0000,21.1000,23.8000,2.2000,2022-02-21,38794.8700,5.0000,9.2941,105.7278
4.6100,34.9000,32.2000,1.3000,19.8300,28.2000,36.6000,73.0000,17.5000,24.4000,1.3000,2022-02-22,39352.5400,6.0000,9.2941,105.7278
4.4400,36.7000,31.1000,1.0000,19.6100,27.6000,34.9000,82.0000,17.4000,23.4000,1.0000,2022-02-23,39156.4500,5.0000,9.2941,105.7278
3.5400,44.6000,31.9000,2.3000,12.6600,27.4000,35.3000,65.0000,20.2000,24.0000,2.3000,2022-02-24,17398.8900,4.0000,9.2941,105.7278
4.4300,59.7500,29.9000,0.7000,14.0000,27.2000,29.5000,67.0000,29.9000,24.5000,0.7000,2022-02-25,22049.6400,3.0000,9.2941,105.7278
6.1900,59.7500,31.5000,0.0000,22.4900,26.1000,33.0000,78.0000,29.9000,25.2000,0.0000,2022-02-26,39063.8300,0.0000,9.2941,105.7278
6.0100,59.7500,31.5000,0.0000,23.9700,26.5000,32.8000,83.0000,29.9000,25.0000,0.0000,2022-02-27,40011.5400,0.0000,9.2941,105.7278
5.7300,54.0000,31.4000,0.0000,23.8900,26.7000,33.3000,86.0000,27.4000,24.4000,0.0000,2022-02-28,40020.7000,0.0000,9.2941,105.7278
5.8900,44.3000,32.3000,0.0000,24.0300,27.5000,35.3000,89.0000,22.0000,24.8000,0.0000,2022-03-01,40136.1900,0.0000,9.2941,105.7278
4.5800,52.6000,31.3000,1.3000,17.1700,28.1000,33.4000,89.0000,25.2000,25.7000,1.3000,2022-03-02,28208.6000,2.0000,9.2941,105.7278
5.8900,47.5000,33.5000,1.8000,23.6400,28.1000,35.7000,87.0000,23.2000,24.9000,1.8000,2022-03-03,39392.8900,3.0000,9.2941,105.7278
5.4300,44.3000,32.5000,0.9000,23.8000,28.2000,36.3000,93.0000,20.5000,24.6000,0.9000,2022-03-04,39723.2600,2.0000,9.2941,105.7278
4.6000,41.0000,32.1000,2.3000,20.6600,29.2000,36.5000,94.0000,18.9000,24.2000,2.3000,2022-03-05,39227.1100,5.0000,9.2941,105.7278
4.8600,44.3000,31.1000,0.0000,21.4700,29.4000,34.6000,97.0000,22.5000,24.8000,0.0000,2022-03-06,39395.5000,0.0000,9.2941,105.7278
4.6500,45.4000,31.5000,2.9000,19.9900,29.7000,35.7000,95.0000,21.7000,25.2000,2.9000,2022-03-07,35550.7800,7.0000,9.2941,105.7278
