evapo_et0,wind_gusts_max,tmax,rain_sum,radiation_sum,apparent_tmin,apparent_tmax,wind_dir_dominant,wind_speed_max,tmin,prcp,date,sunshine_duration,precip_hours,latitude,longitude
3.9400,42.1000,30.8000,1.1000,15.2200,29.0000,33.2000,68.0000,20.5000,25.0000,1.1000,2022-12-01,28040.3000,4.0000,9.2941,105.7278
3.0300,48.2000,28.5000,3.8000,12.3100,27.4000,31.8000,69.0000,25.7000,24.8000,3.8000,2022-12-02,19459.1500,12.0000,9.2941,105.7278
1.2600,41.4000,26.8000,22.4000,7.1850,26.7000,28.9000,66.0000,20.4000,23.7000,22.4000,2022-12-03,12094.1625,20.0000,9.2941,105.7278
3.4500,48.6000,29.5000,4.7000,16.6800,27.4000,32.6000,80.0000,25.9000,24.1000,4.7000,2022-12-04,34976.6300,15.0000,9.2941,105.7278
3.5200,45.7000,29.3000,5.9000,17.3400,27.0000,33.2000,83.0000,23.3000,24.1000,5.9000,2022-12-05,37321.7000,13.0000,9.2941,105.7278
4.2800,33.8000,30.6000,1.5000,19.7800,28.6000,35.3000,65.0000,17.7000,24.3000,1.5000,2022-12-06,38422.0200,7.0000,9.2941,105.7278
2.6700,45.0000,28.5000,9.8000,12.3700,28.2000,32.1000,54.0000,22.1000,24.0000,9.8000,2022-12-07,27317.1500,13.0000,9.2941,105.7278
4.1000,41.8000,30.4000,1.2000,19.0200,28.3000,33.6000,62.0000,21.4000,23.7000,1.2000,2022-12-08,37258.5300,5.0000,9.2941,105.7278
3.8500,49.3000,29.5000,2.0000,17.1100,29.0000,32.6000,69.0000,26.2000,24.9000,2.0000,2022-12-09,36063.7800,5.0000,9.2941,105.7278
3.7300,31.3000,29.8000,1.2000,16.9400,28.6000,35.0000,76.0000,16.6000,23.9000,1.2000,2022-12-10,36435.0100,3.0000,9.2941,105.7278
4.1700,41.4000,28.8000,2.1000,18.2600,28.0000,31.7000,82.0000,21.4000,25.2000,2.1000,2022-12-11,37693.6400,6.0000,9.2941,105.7278
4.1100,39.6000,28.6000,0.4000,17.2900,27.1000,31.7000,82.0000,20.1000,24.7000,0.4000,2022-12-12,35103.5700,4.0000,9.2941,105.7278
3.9600,31.7000,28.2000,0.3000,18.2200,26.0000,31.0000,76.0000,15.6000,22.9000,0.3000,2022-12-13,36741.3600,3.0000,9.2941,105.7278
3.8600,32.0000,28.8000,0.7000,18.8100,25.2000,32.4000,67.0000,16.2000,21.9000,0.7000,2022-12-14,38328.5700,6.0000,9.2941,105.7278
3.7500,29.2000,29.5000,1.6000,18.5900,25.0000,33.8000,68.0000,13.7000,21.4500,1.6000,2022-12-15,38215.2100,8.0000,9.2941,105.7278
2.8800,22.3000,29.6000,0.0000,12.8400,27.1000,34.3000,73.0000,13.0000,22.8000,0.0000,2022-12-16,18387.4700,0.0000,9.2941,105.7278
3.1800,54.7000,29.2000,0.1000,11.6800,28.8000,31.1000,62.0000,26.6000,25.2000,0.1000,2022-12-17,18543.4200,1.0000,9.2941,105.7278
4.3000,56.2000,29.8000,0.9000,17.7000,25.0000,30.7000,46.0000,28.9000,23.0000,0.9000,2022-12-18,36704.1900,8.0000,9.2941,105.7278
4.7300,49.3000,29.0000,0.0000,20.1800,24.0000,30.7000,39.0000,23.3000,21.5000,0.0000,2022-12-19,37822.8800,0.0000,9.2941,105.7278
4.1200,40.3000,30.2000,0.0000,17.7400,24.0000,32.6000,36.0000,18.8000,21.4500,0.0000,2022-12-20,34940.1300,0.0000,9.2941,105.7278
4.0700,22.0000,30.4000,0.4000,19.8000,24.7000,35.3000,53.0000,9.9000,21.6000,0.4000,2022-12-21,37414.3200,2.0000,9.2941,105.7278
3.2200,23.8000,28.8000,2.3000,15.9300,26.1000,34.4000,79.0000,10.1000,22.1000,2.3000,2022-12-22,37164.1200,8.0000,9.2941,105.7278
4.1700,33.1000,29.6000,0.5000,19.1000,24.5000,31.8000,68.0000,18.0000,21.4500,0.5000,2022-12-23,37495.8200,3.0000,9.2941,105.7278
3.6900,34.9000,28.6000,0.0000,16.6200,24.0000,30.2000,70.0000,17.1000,21.4500,0.0000,2022-12-24,29460.4000,0.0000,9.2941,105.7278
3.9900,32.0000,29.3000,0.1000,19.5900,24.0000,33.0000,70.0000,15.3000,21.4500,0.1000,2022-12-25,36040.1000,1.0000,9.2941,105.7278
3.1000,27.4000,28.8000,0.0000,13.9400,24.0000,31.6000,59.0000,14.2000,21.4500,0.0000,2022-12-26,21404.8600,0.0000,9.2941,105.7278
3.0000,28.1000,26.8000,0.9000,14.5000,24.0000,30.2000,75.0000,14.4000,21.4500,0.9000,2022-12-27,32135.1800,6.0000,9.2941,105.7278
4.1700,26.6000,30.1000,0.0000,20.6400,24.0000,33.5000,10.0000,11.7000,21.4500,0.0000,2022-12-28,37632.1000,0.0000,9.2941,105.7278
3.9300,22.3000,30.6000,0.2000,19.0800,25.9000,34.1000,143.0000,11.3000,22.4000,0.2000,2022-12-29,35045.5900,2.0000,9.2941,105.7278
1.6500,21.2000,26.8000,0.6000,7.4500,25.9000,30.3000,151.0000,10.0000,21.8000,0.6000,2022-12-30,12094.1625,2.0000,9.2941,105.7278
3.1800,19.1000,29.3000,0.3000,15.2400,24.6000,33.7000,34.0000,8.7000,21.4500,0.3000,2022-12-31,31514.8200,2.0000,9.2941,105.7278
3.3000,31.0000,28.8000,0.0000,14.6200,24.0000,31.1000,7.0000,15.8000,21.4500,0.0000,2023-01-01,32377.9800,0.0000,9.2941,105.7278
3.6100,35.6000,30.6000,3.4000,17.6700,25.9000,35.4000,53.0000,12.7000,22.7000,3.4000,2023-01-02,36270.4700,5.0000,9.2941,105.7278
3.4400,37.4000,30.6000,6.8000,16.7700,26.2000,34.9000,35.0000,14.8000,22.4000,6.8000,2023-01-03,36000.0000,5.0000,9.2941,105.7278
3.1900,29.5000,30.1000,4.2000,14.1200,26.4000,32.8000,9.0000,14.2000,22.2000,4.2000,2023-01-04,21076.9300,2.0000,9.2941,105.7278
3.0300,35.6000,27.8000,2.8000,10.0400,24.3000,29.4000,11.0000,20.2000,23.5000,2.8000,2023-01-05,12094.1625,5.0000,9.2941,105.7278
3.1500,37.4000,26.8000,8.6000,13.5500,24.0000,28.4000,4.0000,18.8000,21.4500,8.6000,2023-01-06,27289.8700,5.0000,9.2941,105.7278
2.6400,34.6000,26.8000,5.3000,9.6500,24.0000,28.4000,4.0000,19.1000,21.9000,5.3000,2023-01-07,12094.1625,10.0000,9.2941,105.7278
1.9800,23.8000,26.8000,3.7000,8.9900,24.0000,30.2000,9.0000,12.3000,21.4500,3.7000,2023-01-08,12094.1625,10.0000,9.2941,105.7278
2.8100,27.7000,28.8000,12.9000,14.5200,25.3000,33.9000,32.0000,12.8000,21.9000,12.9000,2023-01-09,28998.6600,8.0000,9.2941,105.7278
2.6400,34.6000,27.5000,7.0000,13.6600,26.8000,30.6000,92.0000,18.0000,22.7000,7.0000,2023-01-10,31897.8000,15.0000,9.2941,105.7278
3.1600,37.1000,28.1000,4.0000,16.4400,26.9000,32.0000,117.0000,18.7000,23.5000,4.0000,2023-01-11,35860.1200,13.0000,9.2941,105.7278
3.5900,29.5000,28.5000,1.8000,18.4900,27.8000,33.8000,114.0000,14.3000,23.4000,1.8000,2023-01-12,36770.3000,10.0000,9.2941,105.7278
3.3200,23.0000,28.9000,7.8000,16.7300,27.8000,35.2000,128.0000,8.7000,23.2000,7.8000,2023-01-13,35796.8200,10.0000,9.2941,105.7278
3.7100,18.7000,30.4000,5.5000,18.3500,25.6000,36.3000,264.0000,6.6000,21.8000,5.5000,2023-01-14,37792.4600,6.0000,9.2941,105.7278
4.6000,27.0000,31.2000,0.0000,21.9600,27.7000,35.7000,308.0000,12.9000,23.2000,0.0000,2023-01-15,38590.4500,0.0000,9.2941,105.7278
4.1300,37.1000,29.9000,1.1000,20.5500,26.2000,33.4000,94.0000,18.2000,22.1000,1.1000,2023-01-16,38055.8400,5.0000,9.2941,105.7278
3.9900,34.2000,29.6000,1.6000,19.4000,25.6000,34.2000,78.0000,17.3000,22.2000,1.6000,2023-01-17,37059.3200,6.0000,9.2941,105.7278
3.5400,28.1000,28.9000,0.9000,17.5000,25.9000,33.4000,35.0000,13.6000,22.1000,0.9000,2023-01-18,33264.5200,5.0000,9.2941,105.7278
3.3400,35.3000,30.2000,7.5000,15.9500,27.4000,34.8000,54.0000,13.0000,23.1000,7.5000,2023-01-19,35822.9500,5.0000,9.2941,105.7278
3.3300,38.2000,30.4000,3.8000,15.6500,27.0000,34.5000,55.0000,14.5000,23.1000,3.8000,2023-01-20,30339.3200,4.0000,9.2941,105.7278
4.2300,33.5000,30.5000,1.2000,20.1700,26.7000,34.6000,68.0000,16.4000,22.8000,1.2000,2023-01-21,38198.9300,6.0000,9.2941,105.7278
4.3700,39.2000,30.7000,0.6000,20.1000,27.3000,34.4000,72.0000,20.2000,23.6000,0.6000,2023-01-22,38226.6500,5.0000,9.2941,105.7278
4.3500,37.1000,30.7000,1.0000,19.8300,27.1000,35.3000,70.0000,19.2000,23.1000,1.0000,2023-01-23,38453.2700,3.0000,9.2941,105.7278
5.0500,47.9000,30.8000,0.2000,20.5100,25.9000,34.2000,71.0000,26.9000,24.3000,0.2000,2023-01-24,36000.0000,2.0000,9.2941,105.7278
2.7800,44.3000,27.2000,0.7000,10.5000,25.5000,29.6000,41.0000,23.4000,22.7000,0.7000,2023-01-25,12285.4100,5.0000,9.2941,105.7278
2.9200,23.8000,28.7000,0.0000,13.2300,25.3000,31.4000,4.0000,11.8000,22.3000,0.0000,2023-01-26,19338.7300,0.0000,9.2941,105.7278
2.8800,31.0000,29.0000,0.9000,13.6700,25.7000,33.0000,52.0000,11.5000,22.1000,0.9000,2023-01-27,28373.2600,2.0000,9.2941,105.7278
3.8400,31.0000,28.2000,1.4000,17.3300,26.1000,31.0000,60.0000,17.0000,23.5000,1.4000,2023-01-28,34458.4800,6.0000,9.2941,105.7278
3.2900,32.8000,28.2000,0.1000,14.5800,24.5000,29.8000,54.0000,16.5000,21.6000,0.1000,2023-01-29,29226.2500,1.0000,9.2941,105.7278
3.0900,27.7000,27.4000,0.3000,14.2700,24.3000,29.7000,61.0000,13.3000,21.7000,0.3000,2023-01-30,28639.5600,2.0000,9.2941,105.7278
4.0200,29.9000,28.8000,0.0000,19.1300,24.0000,32.2000,79.0000,15.0000,21.4500,0.0000,2023-01-31,38829.1200,0.0000,9.2941,105.7278
3.2600,28.4000,30.2000,4.9000,15.7000,25.1000,34.7000,57.0000,12.8000,21.9000,4.9000,2023-02-01,28778.6600,10.0000,9.2941,105.7278
3.5000,42.5000,29.9000,1.4000,15.7700,27.0000,33.3000,81.0000,20.2000,23.4000,1.4000,2023-02-02,37116.7000,4.0000,9.2941,105.7278
4.7800,50.0000,30.1000,0.3000,21.5500,27.6000,32.9000,81.0000,26.3000,24.5000,0.3000,2023-02-03,38524.2700,2.0000,9.2941,105.7278
5.1800,48.2000,30.5000,0.0000,23.3100,26.8000,33.3000,83.0000,24.9000,24.3000,0.0000,2023-02-04,38914.8400,0.0000,9.2941,105.7278
4.7800,48.6000,30.3000,0.2000,21.5100,26.6000,33.0000,82.0000,25.8000,23.7000,0.2000,2023-02-05,38845.0100,1.0000,9.2941,105.7278
4.5100,38.9000,30.1000,0.0000,22.2200,26.8000,33.8000,90.0000,19.2000,23.0000,0.0000,2023-02-06,38863.4500,0.0000,9.2941,105.7278
4.2700,37.4000,29.6000,0.0000,20.9700,27.6000,33.7000,98.0000,18.2000,23.5000,0.0000,2023-02-07,38610.3700,0.0000,9.2941,105.7278
4.4300,40.0000,29.8000,1.2000,21.1100,27.6000,33.2000,86.0000,20.2000,23.2000,1.2000,2023-02-08,38897.7500,7.0000,9.2941,105.7278
4.6800,44.6000,29.8000,0.2000,22.1000,28.1000,33.2000,92.0000,22.9000,24.7000,0.2000,2023-02-09,38640.1400,2.0000,9.2941,105.7278
4.9700,40.7000,30.5000,0.0000,23.2500,27.1000,33.8000,91.0000,20.5000,23.8000,0.0000,2023-02-10,39020.4100,0.0000,9.2941,105.7278
4.7200,34.2000,30.3000,0.0000,22.9900,25.3000,34.9000,92.0000,17.0000,21.9000,0.0000,2023-02-11,38758.3400,0.0000,9.2941,105.7278
4.2500,32.4000,30.0000,1.0000,21.1600,26.0000,34.7000,101.0000,15.0000,22.1000,1.0000,2023-02-12,39049.2700,6.0000,9.2941,105.7278
4.0600,33.8000,30.1000,0.9000,20.2000,27.1000,35.1000,102.0000,16.6000,22.4000,0.9000,2023-02-13,33134.1000,6.0000,9.2941,105.7278
4.1700,34.2000,31.0000,0.1000,19.6800,26.4000,35.6000,85.0000,16.4000,22.0000,0.1000,2023-02-14,32892.6100,1.0000,9.2941,105.7278
5.0500,52.2000,30.0000,0.1000,21.4100,25.6000,32.0000,88.0000,25.2000,23.5000,0.1000,2023-02-15,38383.9500,1.0000,9.2941,105.7278
5.9700,55.4000,30.1000,0.0000,21.8000,24.3000,29.8000,76.0000,29.8000,23.7000,0.0000,2023-02-16,39289.2300,0.0000,9.2941,105.7278
5.7800,47.2000,31.3000,0.0000,23.0800,25.4000,34.1000,81.0000,23.1000,24.3000,0.0000,2023-02-17,39397.4900,0.0000,9.2941,105.7278
4.9300,35.6000,30.5000,2.2000,21.2000,27.0000,33.9000,77.0000,17.1000,23.9000,2.2000,2023-02-18,39214.7900,7.0000,9.2941,105.7278
3.7500,36.7000,30.3000,18.5000,17.9900,27.5000,34.6000,86.0000,16.5000,23.3000,18.5000,2023-02-19,34376.0000,12.0000,9.2941,105.7278
3.7800,30.6000,29.8000,3.7000,17.5200,27.3000,34.0000,88.0000,13.7000,22.9000,3.7000,2023-02-20,36922.1800,10.0000,9.2941,105.7278
5.0700,36.4000,31.0000,0.6000,22.4900,26.4000,34.0000,87.0000,18.1000,22.8000,0.6000,2023-02-21,39341.2100,5.0000,9.2941,105.7278
4.6700,31.0000,29.9000,1.8000,21.3600,26.3000,34.4000,82.0000,15.8000,23.7000,1.8000,2023-02-22,38919.9500,8.0000,9.2941,105.7278
4.4500,29.5000,29.8000,2.1000,21.1400,26.6000,33.9000,86.0000,14.2000,22.9000,2.1000,2023-02-23,39661.5300,8.0000,9.2941,105.7278
4.7800,33.1000,30.2000,0.9000,21.7000,25.9000,34.2000,88.0000,18.7000,22.4000,0.9000,2023-02-24,39671.1900,6.0000,9.2941,105.7278
5.3800,44.3000,30.4000,0.0000,22.5100,25.0000,32.8000,85.0000,22.9000,23.5000,0.0000,2023-02-25,39370.9600,0.0000,9.2941,105.7278
5.2600,32.8000,31.3000,0.0000,23.7600,24.5000,34.0000,64.0000,15.0000,22.2000,0.0000,2023-02-26,39688.7000,0.0000,9.2941,105.7278
5.1600,41.8000,31.8000,0.0000,21.6200,25.0000,33.9000,58.0000,21.1000,21.9000,0.0000,2023-02-27,39654.3300,0.0000,9.2941,105.7278
5.2300,50.4000,32.0000,0.2000,21.0800,26.9000,34.2000,68.0000,24.8000,23.8000,0.2000,2023-02-28,36209.1600,2.0000,9.2941,105.7278
5.7000,41.8000,31.8000,0.0000,23.5700,26.0000,34.7000,80.0000,20.7000,23.7000,0.0000,2023-03-01,39427.4100,0.0000,9.2941,105.7278
6.2100,55.4000,31.3000,0.0000,24.5400,25.8000,32.7000,80.0000,28.7000,24.5000,0.0000,2023-03-02,37643.1300,0.0000,9.2941,105.7278
5.7300,53.3000,29.7000,0.0000,22.1200,24.8000,30.7000,80.0000,27.8000,23.8000,0.0000,2023-03-03,39128.9600,0.0000,9.2941,105.7278
5.3200,46.4000,30.4000,0.0000,20.4500,25.1000,30.9000,80.0000,24.1000,23.5000,0.0000,2023-03-04,38400.2800,0.0000,9.2941,105.7278
5.8500,50.4000,29.6000,0.0000,24.5200,24.3000,29.9000,80.0000,25.8000,23.0000,0.0000,2023-03-05,38954.1100,0.0000,9.2941,105.7278
5.1400,46.4000,30.9000,0.0000,21.1400,24.4000,33.1000,76.0000,24.9000,21.8000,0.0000,2023-03-06,39727.3700,0.0000,9.2941,105.7278
5.5100,52.6000,31.5000,0.0000,23.1500,24.8000,34.0000,89.0000,26.9000,22.9000,0.0000,2023-03-07,40513.0500,0.0000,9.2941,105.7278
5.6200,43.2000,31.6000,0.0000,24.1400,24.9000,33.9000,90.0000,22.3000,22.7000,0.0000,2023-03-08,40763.1500,0.0000,9.2941,105.7278
5.4300,48.2000,29.9000,0.0000,24.3000,25.0000,31.7000,89.0000,24.2000,22.8000,0.0000,2023-03-09,40795.5000,0.0000,9.2941,105.7278
5.5600,46.4000,30.1000,0.0000,23.7300,24.1000,31.7000,90.0000,23.2000,22.9000,0.0000,2023-03-10,40827.8200,0.0000,9.2941,105.7278
4.8800,43.6000,30.0000,0.0000,21.6700,25.7000,32.4000,98.0000,21.5000,23.0000,0.0000,2023-03-11,40860.0900,0.0000,9.2941,105.7278
5.0500,43.9000,30.7000,0.0000,21.4800,25.1000,32.4000,93.0000,22.1000,22.9000,0.0000,2023-03-12,40892.2900,0.0000,9.2941,105.7278
6.5000,48.6000,31.8000,0.0000,25.3000,25.1000,32.9000,83.0000,25.1000,23.5000,0.0000,2023-03-13,40924.3900,0.0000,9.2941,105.7278
6.1200,46.8000,30.5000,0.0000,26.5100,24.1000,32.4000,87.0000,23.6000,23.2000,0.0000,2023-03-14,40956.3600,0.0000,9.2941,105.7278
5.3800,42.5000,30.4000,0.0000,24.6200,25.6000,33.5000,103.0000,21.2000,23.3000,0.0000,2023-03-15,40912.7300,0.0000,9.2941,105.7278
5.4700,43.9000,31.4000,0.1000,24.8400,26.1000,34.7000,95.0000,22.4000,23.3000,0.1000,2023-03-16,41019.8500,1.0000,9.2941,105.7278
5.4200,44.6000,30.9000,0.0000,24.8100,26.7000,34.0000,96.0000,21.7000,23.6000,0.0000,2023-03-17,41051.3300,0.0000,9.2941,105.7278
5.2300,41.0000,31.1000,0.5000,23.8800,27.4000,34.7000,98.0000,20.0000,23.9000,0.5000,2023-03-18,40806.9400,5.0000,9.2941,105.7278
5.1100,38.9000,31.8000,0.0000,22.7200,27.5000,34.8000,99.0000,19.8000,23.8000,0.0000,2023-03-19,40810.8800,0.0000,9.2941,105.7278
4.9600,36.4000,31.0000,0.7000,23.9900,28.4000,36.0000,108.0000,16.7000,23.6000,0.7000,2023-03-20,40814.2100,6.0000,9.2941,105.7278
5.0400,33.5000,31.3000,0.5000,24.3200,28.1000,36.5000,123.0000,14.5000,23.4000,0.5000,2023-03-21,41174.9900,3.0000,9.2941,105.7278
5.2400,32.0000,31.2000,0.0000,25.3500,29.4000,37.6000,141.0000,15.1000,24.1000,0.0000,2023-03-22,39441.2700,0.0000,9.2941,105.7278
5.1800,32.4000,31.4000,0.0000,24.9200,27.2000,37.3000,152.0000,14.7000,23.0000,0.0000,2023-03-23,41236.5300,0.0000,9.2941,105.7278
5.1800,35.6000,31.6000,0.1000,24.8000,26.2000,37.3000,154.0000,16.7000,22.4000,0.1000,2023-03-24,41267.2900,1.0000,9.2941,105.7278
5.3800,32.8000,31.1000,0.0000,25.0800,28.8000,36.2000,144.0000,14.3000,24.1000,0.0000,2023-03-25,39673.0200,0.0000,9.2941,105.7278
5.3700,35.3000,31.6000,0.0000,25.2300,28.8000,36.4000,165.0000,15.8000,24.1000,0.0000,2023-03-26,41328.7100,0.0000,9.2941,105.7278
5.4100,36.0000,31.7000,0.0000,24.7000,28.5000,36.9000,129.0000,16.8000,24.1000,0.0000,2023-03-27,41359.3200,0.0000,9.2941,105.7278
5.5200,42.8000,32.7000,0.1000,24.6000,30.1000,37.2000,106.0000,20.5000,25.2000,0.1000,2023-03-28,41389.8400,1.0000,9.2941,105.7278
5.8100,37.1000,32.9000,0.2000,24.8400,29.7000,36.9000,99.0000,17.4000,25.3000,0.2000,2023-03-29,41420.2500,2.0000,9.2941,105.7278
5.4100,40.7000,32.5000,0.0000,24.7600,28.6000,37.0000,107.0000,19.9000,23.6000,0.0000,2023-03-30,41450.5400,0.0000,9.2941,105.7278
5.5100,35.6000,32.1000,0.0000,24.9400,28.8000,36.7000,121.0000,15.8000,24.0000,0.0000,2023-03-31,41480.6600,0.0000,9.2941,105.7278
5.4000,34.6000,32.0000,0.1000,24.9600,27.9000,36.6000,123.0000,15.1000,23.5000,0.1000,2023-04-01,40418.8000,1.0000,9.2941,105.7278
5.0100,32.0000,32.6000,2.9000,23.2600,29.5000,39.0000,138.0000,12.3000,24.6000,2.9000,2023-04-02,41540.4000,7.0000,9.2941,105.7278
4.4500,32.0000,31.7000,16.1000,21.1600,29.4000,37.4000,154.0000,13.9000,24.8000,16.1000,2023-04-03,38405.1000,12.0000,9.2941,105.7278
4.8100,31.3000,31.8000,5.7000,22.8100,29.1000,38.0000,147.0000,14.2000,24.2000,5.7000,2023-04-04,41599.3100,6.0000,9.2941,105.7278
5.2000,28.8000,32.1000,1.0000,24.1100,29.5000,38.2000,156.0000,11.6000,24.7000,1.0000,2023-04-05,41628.4000,3.0000,9.2941,105.7278
5.0000,32.0000,31.3000,1.4000,23.4200,30.4000,37.1000,149.0000,14.7000,24.9000,1.4000,2023-04-06,41657.2500,4.0000,9.2941,105.7278
5.4300,33.1000,32.1000,0.0000,24.8300,30.1000,37.3000,130.0000,14.8000,24.9000,0.0000,2023-04-07,41685.8000,0.0000,9.2941,105.7278
5.9600,41.0000,33.3000,0.1000,25.7100,29.5000,37.4000,100.0000,19.8000,24.6000,0.1000,2023-04-08,41714.0000,1.0000,9.2941,105.7278
5.2400,41.4000,33.0000,1.2000,23.1500,30.2000,37.5000,91.0000,19.2000,25.2000,1.2000,2023-04-09,41741.8400,5.0000,9.2941,105.7278
4.7100,37.8000,32.2000,5.2000,21.5900,27.7000,37.5000,94.0000,17.8000,23.3000,5.2000,2023-04-10,41769.6300,10.0000,9.2941,105.7278
4.7200,29.2000,32.6000,1.2000,21.6000,28.6000,39.4000,124.0000,13.0000,23.8000,1.2000,2023-04-11,41797.3500,6.0000,9.2941,105.7278
4.6000,29.9000,32.3000,1.5000,21.0700,30.7000,38.9000,169.0000,11.9000,25.5000,1.5000,2023-04-12,40637.6200,5.0000,9.2941,105.7278
5.1200,30.6000,32.8000,1.2000,23.3400,30.6000,39.4000,166.0000,13.2000,25.6000,1.2000,2023-04-13,41852.4800,1.0000,9.2941,105.7278
4.8300,30.2000,32.4000,2.6000,22.0500,31.0000,39.2000,169.0000,13.5000,25.1000,2.6000,2023-04-14,41879.8500,3.0000,9.2941,105.7278
4.8000,34.2000,33.1000,10.4000,21.8400,29.8000,40.9000,174.0000,14.0000,25.0000,10.4000,2023-04-15,39694.0700,10.0000,9.2941,105.7278
3.1600,30.6000,31.3000,7.7000,14.8900,28.9000,37.0000,124.0000,13.9000,24.2000,7.7000,2023-04-16,19341.4200,10.0000,9.2941,105.7278
4.3600,32.8000,31.6000,1.7000,20.8700,31.1000,37.2000,136.0000,14.1000,25.4000,1.7000,2023-04-17,41961.0300,8.0000,9.2941,105.7278
4.8500,33.1000,31.3000,2.6000,22.8300,31.8000,37.5000,143.0000,15.1000,26.0000,2.6000,2023-04-18,41987.7000,9.0000,9.2941,105.7278
5.0200,32.0000,32.2000,2.1000,22.7200,30.9000,38.7000,181.0000,14.1000,25.5000,2.1000,2023-04-19,42014.1600,10.0000,9.2941,105.7278
4.8500,37.8000,32.7000,3.5000,21.6100,31.4000,38.2000,212.0000,18.4000,25.8000,3.5000,2023-04-20,41636.7400,7.0000,9.2941,105.7278
4.7500,33.1000,33.1000,2.6000,21.4600,31.8000,39.0000,209.0000,15.2000,25.9000,2.6000,2023-04-21,40473.8800,6.0000,9.2941,105.7278
5.4600,34.2000,33.0000,0.0000,25.2900,31.1000,39.4000,169.0000,15.6000,25.2000,0.0000,2023-04-22,42092.0000,0.0000,9.2941,105.7278
5.6400,34.2000,33.2000,0.3000,25.4000,31.7000,38.9000,128.0000,15.8000,26.2000,0.3000,2023-04-23,42117.3800,2.0000,9.2941,105.7278
5.7100,34.9000,34.4000,0.2000,24.6100,31.4000,39.1000,91.0000,15.9000,25.6000,0.2000,2023-04-24,42142.4500,2.0000,9.2941,105.7278
5.9600,41.4000,34.1000,0.0000,25.0100,31.5000,38.4000,92.0000,20.2000,26.1000,0.0000,2023-04-25,42167.1800,0.0000,9.2941,105.7278
6.0900,41.0000,34.1000,0.0000,24.3100,31.7000,37.9000,88.0000,20.3000,26.6000,0.0000,2023-04-26,41866.0900,0.0000,9.2941,105.7278
6.0200,49.3000,33.5000,1.1000,23.6900,31.8000,36.4000,88.0000,25.3000,27.4000,1.1000,2023-04-27,42215.5700,5.0000,9.2941,105.7278
5.6400,41.0000,33.6000,1.6000,23.7200,32.0000,38.8000,96.0000,19.5000,26.9000,1.6000,2023-04-28,42239.1700,6.0000,9.2941,105.7278
4.6800,36.0000,33.3000,2.7000,20.4000,32.3000,38.0000,107.0000,17.0000,26.5000,2.7000,2023-04-29,42262.4100,6.0000,9.2941,105.7278
4.8200,39.6000,33.6000,3.6000,20.1000,30.8000,38.3000,93.0000,18.1000,25.9000,3.6000,2023-04-30,41068.4900,5.0000,9.2941,105.7278
5.9300,49.0000,33.3000,0.4000,23.6600,31.7000,36.8000,87.0000,24.8000,27.0000,0.4000,2023-05-01,42308.3400,3.0000,9.2941,105.7278
6.1100,49.0000,33.4000,0.6000,24.0600,31.7000,37.2000,90.0000,24.8000,27.4000,0.6000,2023-05-02,42330.9800,4.0000,9.2941,105.7278
5.4200,40.0000,33.7000,1.8000,22.3100,32.5000,38.8000,99.0000,20.2000,27.3000,1.8000,2023-05-03,42353.4000,5.0000,9.2941,105.7278
5.5800,33.1000,33.6000,0.8000,24.2000,32.7000,38.9000,124.0000,14.7000,27.1000,0.8000,2023-05-04,42375.5500,7.0000,9.2941,105.7278
5.2500,29.2000,34.5000,1.4000,23.4000,31.7000,41.8000,213.0000,12.3000,25.9000,1.4000,2023-05-05,42397.4600,5.0000,9.2941,105.7278
5.0300,31.0000,34.8000,1.5000,20.9800,32.3000,41.7000,223.0000,14.1000,26.4000,1.5000,2023-05-06,40522.2700,7.0000,9.2941,105.7278
5.1500,37.4000,34.4000,5.2000,20.7900,33.2000,40.3000,218.0000,17.5000,27.4500,5.2000,2023-05-07,40248.3600,7.0000,9.2941,105.7278
4.0500,33.5000,32.7000,2.8000,16.3700,28.4000,37.4000,206.0000,15.6000,24.3000,2.8000,2023-05-08,34681.8700,4.0000,9.2941,105.7278
4.3100,34.6000,33.3000,3.5000,19.5800,30.7000,39.9000,180.0000,14.8000,24.9000,3.5000,2023-05-09,38845.9000,7.0000,9.2941,105.7278
4.5400,36.4000,31.7000,1.6000,21.2400,31.7000,37.5000,162.0000,16.1000,26.3000,1.6000,2023-05-10,41107.0900,7.0000,9.2941,105.7278
3.6900,29.2000,32.6000,6.0000,16.6500,31.0000,40.2000,149.0000,12.8000,25.6000,6.0000,2023-05-11,19181.3400,13.0000,9.2941,105.7278
3.6500,27.4000,31.5000,10.6000,17.0600,31.7000,38.5000,135.0000,11.4000,25.8000,10.6000,2023-05-12,32058.6000,12.0000,9.2941,105.7278
4.7200,25.9000,32.7000,5.3000,22.0600,31.0000,40.3000,132.0000,11.7000,25.2000,5.3000,2023-05-13,41712.3400,11.0000,9.2941,105.7278
4.8600,32.8000,32.3000,6.6000,22.2200,31.9000,38.7000,166.0000,14.5000,25.8000,6.6000,2023-05-14,42505.3700,7.0000,9.2941,105.7278
4.4600,28.1000,33.5000,3.2000,20.4300,30.4000,40.7000,210.0000,12.2000,24.6000,3.2000,2023-05-15,40725.9800,4.0000,9.2941,105.7278
5.0000,33.1000,33.7000,1.6000,22.3300,31.4000,40.6000,218.0000,13.7000,25.6000,1.6000,2023-05-16,42047.2200,1.0000,9.2941,105.7278
