rain_sum,wind_speed_max,date,precip_hours,evapo_et0,wind_dir_dominant,sunshine_duration,apparent_tmin,tmax,radiation_sum,tmin,wind_gusts_max,prcp,apparent_tmax,latitude,longitude
2.1000,14.2000,2021-07-17,7.0000,4.7200,261.0000,40640.7100,30.0000,31.7000,21.8600,24.6000,33.8000,2.1000,36.5000,10.9453,106.8246
28.8500,18.4000,2021-07-18,21.0000,2.8200,249.0000,28558.7600,30.6000,30.1000,13.7900,25.1000,39.2000,28.8500,35.0000,10.9453,106.8246
5.0000,16.6000,2021-07-19,10.0000,2.2500,244.0000,14644.4950,29.4000,29.5000,9.1700,25.5000,45.0000,5.0000,33.7000,10.9453,106.8246
5.4000,19.0000,2021-07-20,3.0000,3.8100,239.0000,35464.3000,30.1000,31.8000,18.0600,25.0000,49.7375,5.4000,37.6000,10.9453,106.8246
8.5000,24.3500,2021-07-21,8.0000,3.5500,234.0000,37104.2500,30.0000,29.8000,17.7000,25.1000,49.7375,8.5000,35.1000,10.9453,106.8246
4.1000,17.8000,2021-07-22,8.0000,2.5200,232.0000,25027.2400,30.2000,29.1000,11.5400,25.2000,41.8000,4.1000,34.1000,10.9453,106.8246
9.2000,16.3000,2021-07-23,8.0000,2.9100,245.0000,21411.7200,30.3000,29.6000,13.0500,25.6000,47.2000,9.2000,35.3000,10.9453,106.8246
5.1000,20.0000,2021-07-24,5.0000,3.7600,245.0000,29934.2400,30.1000,31.2000,16.8000,25.9000,49.7375,5.1000,37.3000,10.9453,106.8246
6.6000,24.3500,2021-07-25,14.0000,3.4100,237.0000,38684.0400,29.9000,30.4000,16.1900,25.8000,49.7375,6.6000,35.1000,10.9453,106.8246
1.8000,22.9000,2021-07-26,9.0000,4.5100,244.0000,42910.5400,29.8000,31.4000,21.4800,24.9000,49.3000,1.8000,36.5000,10.9453,106.8246
4.6000,19.6000,2021-07-27,7.0000,4.2400,245.0000,42890.1700,29.7000,31.6000,19.6300,25.4000,49.7375,4.6000,36.5000,10.9453,106.8246
11.4000,17.5000,2021-07-28,9.0000,3.3000,246.0000,35978.1400,30.2000,30.0000,15.6500,25.7000,46.1000,11.4000,35.7000,10.9453,106.8246
18.2000,21.9000,2021-07-29,17.0000,2.7900,236.0000,21891.1100,29.4000,30.1000,13.3000,25.3000,41.0000,18.2000,34.6000,10.9453,106.8246
26.0000,19.8000,2021-07-30,18.0000,3.1100,236.0000,30824.0800,29.5000,29.9000,15.1000,25.1000,46.8000,26.0000,36.4000,10.9453,106.8246
18.1000,15.8000,2021-07-31,12.0000,3.3400,233.0000,29433.0500,29.8000,30.6000,15.9000,24.8000,45.0000,18.1000,36.9000,10.9453,106.8246
5.2000,20.2000,2021-08-01,6.0000,4.1800,245.0000,38220.2900,29.3000,31.6000,19.0500,24.9000,44.3000,5.2000,37.7000,10.9453,106.8246
4.6000,19.3000,2021-08-02,9.0000,4.1100,246.0000,42757.1300,30.0000,30.9000,19.1400,25.8000,46.4000,4.6000,36.2000,10.9453,106.8246
3.6000,19.6000,2021-08-03,5.0000,3.6200,242.0000,37826.3800,29.9000,30.3000,15.0200,26.0000,49.7375,3.6000,34.6000,10.9453,106.8246
5.6000,20.5000,2021-08-04,6.0000,4.1400,243.0000,37166.2100,30.1000,31.8000,18.8200,25.8000,49.3000,5.6000,37.4000,10.9453,106.8246
6.0000,19.9000,2021-08-05,9.0000,3.8700,235.0000,41056.1100,30.4000,31.3000,17.7000,26.0000,47.5000,6.0000,37.0000,10.9453,106.8246
1.2000,20.3000,2021-08-06,4.0000,4.4400,241.0000,42659.0000,30.3000,31.7000,20.6500,25.5000,45.0000,1.2000,37.4000,10.9453,106.8246
3.6000,18.7000,2021-08-07,11.0000,4.1200,247.0000,41838.2200,30.4000,31.4000,19.7400,25.4000,37.8000,3.6000,38.9000,10.9453,106.8246
4.7000,13.0000,2021-08-08,9.0000,4.0500,242.0000,42145.6000,30.9000,31.6000,19.1800,25.3000,31.0000,4.7000,37.4000,10.9453,106.8246
7.1000,14.8000,2021-08-09,11.0000,4.1000,224.0000,40151.3400,31.3000,32.3000,19.0300,25.7000,30.2000,7.1000,38.7000,10.9453,106.8246
21.5000,15.0000,2021-08-10,14.0000,3.6700,199.0000,38601.5200,31.2000,30.9000,18.0900,25.2000,35.6000,21.5000,36.9000,10.9453,106.8246
18.4000,18.9000,2021-08-11,16.0000,3.5900,182.0000,34281.4100,30.6000,30.8000,17.6300,25.1000,34.9000,18.4000,37.0000,10.9453,106.8246
11.3000,13.4000,2021-08-12,10.0000,2.7400,195.0000,31169.5500,30.8000,29.1000,13.5900,24.9000,36.4000,11.3000,35.1000,10.9453,106.8246
28.8500,13.2000,2021-08-13,10.0000,3.0300,219.0000,26482.9500,30.0000,30.8000,14.5000,25.1000,34.2000,28.8500,37.3000,10.9453,106.8246
8.1000,12.9000,2021-08-14,15.0000,2.8700,244.0000,21289.3400,31.0000,29.6000,13.9700,25.5000,28.8000,8.1000,36.0000,10.9453,106.8246
0.1000,10.5000,2021-08-15,1.0000,3.1900,272.0000,23903.3800,30.3000,29.7000,14.9700,24.9000,23.4000,0.1000,34.1000,10.9453,106.8246
1.0000,8.3000,2021-08-16,6.0000,4.8300,352.0000,42390.9300,29.3000,31.9000,23.0400,24.1000,18.4000,1.0000,39.1000,10.9453,106.8246
11.3000,8.4000,2021-08-17,15.0000,3.9900,353.0000,37159.1800,30.0000,31.3000,19.1900,24.5000,19.8000,11.3000,39.3000,10.9453,106.8246
11.3000,12.7000,2021-08-18,7.0000,4.5700,190.0000,39445.2500,29.1000,31.5000,21.8600,24.1000,25.9000,11.3000,39.0000,10.9453,106.8246
2.9000,10.8000,2021-08-19,9.0000,3.9000,157.0000,42304.5500,29.9000,30.5000,18.7100,24.4000,23.4000,2.9000,37.7000,10.9453,106.8246
7.7000,10.2000,2021-08-20,16.0000,3.7100,155.0000,36885.9500,30.1000,30.5000,17.8800,24.5000,23.0000,7.7000,38.7000,10.9453,106.8246
0.7000,11.1000,2021-08-21,7.0000,4.9000,222.0000,42245.0400,29.5000,31.7000,23.2800,24.2000,22.0000,0.7000,38.7000,10.9453,106.8246
9.3000,11.2000,2021-08-22,12.0000,4.1000,223.0000,33849.7600,30.6000,31.7000,19.4100,24.9000,27.4000,9.3000,38.0000,10.9453,106.8246
23.2000,15.2000,2021-08-23,17.0000,3.7300,238.0000,28574.0400,30.5000,31.3000,17.8600,24.8000,29.9000,23.2000,37.7000,10.9453,106.8246
14.9000,16.0000,2021-08-24,12.0000,3.5300,204.0000,33451.6200,29.7000,29.8000,17.5100,24.7000,33.5000,14.9000,35.8000,10.9453,106.8246
16.8000,14.8000,2021-08-25,18.0000,2.1300,212.0000,14644.4950,29.3000,28.2000,10.2500,24.6000,31.0000,16.8000,33.3000,10.9453,106.8246
23.9000,12.9000,2021-08-26,23.0000,2.2000,203.0000,15504.3300,28.4000,29.0000,10.5900,23.9000,31.3000,23.9000,34.7000,10.9453,106.8246
14.3000,18.9000,2021-08-27,14.0000,3.7500,213.0000,33456.1300,29.7000,31.0000,18.4100,24.4000,40.3000,14.3000,38.0000,10.9453,106.8246
17.5000,8.5000,2021-08-28,24.0000,2.5700,44.0000,17883.6800,28.1000,28.9000,12.2400,23.6000,27.7000,17.5000,34.6000,10.9453,106.8246
20.1000,10.5000,2021-08-29,20.0000,4.0000,354.0000,33398.3700,28.6000,30.6000,19.6500,23.8000,23.8000,20.1000,39.1000,10.9453,106.8246
12.4000,10.4000,2021-08-30,15.0000,3.2000,166.0000,25179.5000,28.8000,29.8000,15.7000,24.0000,24.1000,12.4000,38.3000,10.9453,106.8246
16.4000,12.2000,2021-08-31,16.0000,3.6200,150.0000,28697.3800,29.1000,30.5000,17.6900,24.1000,32.8000,16.4000,38.4000,10.9453,106.8246
10.9000,13.5000,2021-09-01,15.0000,3.8400,164.0000,34772.9100,29.9000,30.9000,18.7800,24.7000,28.4000,10.9000,39.4000,10.9453,106.8246
24.8000,14.4000,2021-09-02,20.0000,3.1500,178.0000,29453.3300,29.4000,29.4000,15.7000,24.2000,31.0000,24.8000,35.3000,10.9453,106.8246
14.6000,11.5000,2021-09-03,20.0000,3.2200,256.0000,29259.4000,28.8000,29.9000,15.5600,24.1000,33.8000,14.6000,35.7000,10.9453,106.8246
28.8500,18.1000,2021-09-04,24.0000,2.5400,267.0000,14644.4950,29.8000,29.6000,12.2500,24.4000,35.6000,28.8500,34.1000,10.9453,106.8246
25.7000,11.4000,2021-09-05,23.0000,2.9400,291.0000,26002.9000,29.3000,30.0000,14.1500,24.3000,31.7000,25.7000,36.1000,10.9453,106.8246
10.3000,9.0000,2021-09-06,12.0000,3.3600,276.0000,29820.5900,29.1000,30.0000,16.5600,24.1000,27.4000,10.3000,35.9000,10.9453,106.8246
25.0000,16.6000,2021-09-07,17.0000,3.5200,230.0000,29717.1300,29.4000,30.8000,17.2800,24.4000,33.1000,25.0000,38.3000,10.9453,106.8246
10.0000,17.8000,2021-09-08,14.0000,3.4000,207.0000,34399.0300,29.5000,30.4000,16.6900,24.7000,37.4000,10.0000,36.8000,10.9453,106.8246
17.9000,15.5000,2021-09-09,21.0000,2.6800,212.0000,16087.4500,29.2000,29.8000,12.8900,24.7000,42.5000,17.9000,34.4000,10.9453,106.8246
16.7000,19.5000,2021-09-10,20.0000,2.9000,242.0000,18007.0900,29.7000,30.6000,13.7900,25.0000,43.6000,16.7000,35.5000,10.9453,106.8246
4.4000,24.3500,2021-09-11,15.0000,3.6000,265.0000,22561.6600,29.6000,30.6000,15.5500,25.0000,49.7375,4.4000,33.3000,10.9453,106.8246
3.3000,23.1000,2021-09-12,9.0000,3.9200,263.0000,40235.3000,29.6000,31.4000,18.3800,25.1000,49.7375,3.3000,35.5000,10.9453,106.8246
28.8500,14.4000,2021-09-13,14.0000,2.9700,239.0000,29122.4100,29.5000,30.2000,14.3200,24.9000,40.7000,28.8500,35.8000,10.9453,106.8246
24.1000,15.1000,2021-09-14,23.0000,2.8600,199.0000,19875.4200,29.2000,29.3000,13.8700,24.5000,28.8000,24.1000,36.4000,10.9453,106.8246
21.4000,15.1000,2021-09-15,20.0000,2.8800,161.0000,22683.8700,27.9000,29.5000,13.6700,23.7000,29.9000,21.4000,34.1000,10.9453,106.8246
4.5000,10.2000,2021-09-16,10.0000,3.4200,129.0000,32639.4200,29.4000,29.4000,16.7700,24.3000,23.8000,4.5000,35.7000,10.9453,106.8246
10.5000,7.4000,2021-09-17,12.0000,4.1700,156.0000,39232.0200,29.1000,31.0000,20.3700,23.8000,21.2000,10.5000,40.2000,10.9453,106.8246
12.3000,8.4000,2021-09-18,11.0000,4.2400,38.0000,36754.0100,30.0000,31.3000,20.6700,24.4000,25.2000,12.3000,39.5000,10.9453,106.8246
14.7000,8.6000,2021-09-19,23.0000,1.5750,236.0000,14644.4950,29.3000,27.6000,8.8325,24.3000,28.1000,14.7000,33.5000,10.9453,106.8246
22.8000,16.6000,2021-09-20,19.0000,2.9200,221.0000,25873.3500,28.3000,29.5000,14.2100,24.0000,40.0000,22.8000,35.6000,10.9453,106.8246
6.1000,17.8000,2021-09-21,8.0000,3.4700,196.0000,35291.4900,29.6000,29.9000,17.1200,24.4000,38.9000,6.1000,35.1000,10.9453,106.8246
9.9000,14.0000,2021-09-22,13.0000,3.2100,222.0000,32820.5100,29.3000,29.6000,15.9200,24.3000,35.6000,9.9000,36.3000,10.9453,106.8246
5.1000,16.6000,2021-09-23,14.0000,2.3600,274.0000,14681.9000,30.2000,29.5000,11.0000,24.6000,36.4000,5.1000,35.6000,10.9453,106.8246
22.3000,18.4000,2021-09-24,16.0000,3.1100,213.0000,32271.9700,30.4000,29.8000,15.5300,24.8000,37.8000,22.3000,36.2000,10.9453,106.8246
22.1000,15.0000,2021-09-25,20.0000,2.9900,191.0000,28562.3500,28.9000,30.2000,14.5600,24.3000,29.5000,22.1000,36.8000,10.9453,106.8246
7.6000,10.2000,2021-09-26,11.0000,3.5100,117.0000,28608.0500,28.5000,30.3000,17.0400,23.5000,29.5000,7.6000,36.6000,10.9453,106.8246
0.9000,10.8000,2021-09-27,8.0000,4.6400,128.0000,40118.4700,30.4000,31.8000,22.3500,24.9000,25.2000,0.9000,38.0000,10.9453,106.8246
5.2000,6.6000,2021-09-28,14.0000,4.0300,61.0000,37532.3700,30.5000,31.1000,19.6800,24.7000,23.4000,5.2000,39.0000,10.9453,106.8246
7.2000,7.3000,2021-09-29,16.0000,4.2300,201.0000,39633.1600,30.9000,31.4000,20.4200,25.3000,19.4000,7.2000,38.4000,10.9453,106.8246
13.3000,8.0000,2021-09-30,16.0000,2.7600,158.0000,25245.1100,30.6000,29.4000,13.4700,24.9000,22.3000,13.3000,37.0000,10.9453,106.8246
20.7000,9.4000,2021-10-01,15.0000,3.3400,172.0000,31334.1200,29.9000,29.9000,16.0400,24.7000,18.0000,20.7000,37.7000,10.9453,106.8246
23.5000,10.6000,2021-10-02,20.0000,2.9000,240.0000,27048.5100,29.0000,30.2000,13.9500,23.9000,24.1000,23.5000,37.1000,10.9453,106.8246
2.1000,7.3000,2021-10-03,8.0000,2.7600,159.0000,26212.1100,29.6000,29.3000,13.3100,24.3000,20.9000,2.1000,35.4000,10.9453,106.8246
3.1000,8.4000,2021-10-04,7.0000,3.5200,357.0000,33492.5500,30.4000,30.7000,16.7700,24.7000,21.6000,3.1000,36.4000,10.9453,106.8246
28.8500,10.0000,2021-10-05,21.0000,3.4800,138.0000,31630.4000,29.8000,30.4000,16.6900,24.7000,26.3000,28.8500,38.7000,10.9453,106.8246
11.0000,9.1000,2021-10-06,23.0000,1.5750,249.0000,14644.4950,30.1000,27.4000,8.8325,24.7000,18.4000,11.0000,32.9000,10.9453,106.8246
11.4000,12.7000,2021-10-07,20.0000,2.1800,252.0000,14644.4950,29.6000,28.0000,10.6600,24.7000,27.7000,11.4000,33.8000,10.9453,106.8246
12.7000,19.9000,2021-10-08,20.0000,2.9600,257.0000,28724.0700,29.6000,29.4000,15.1500,24.8000,43.9000,12.7000,33.9000,10.9453,106.8246
11.0000,19.5000,2021-10-09,11.0000,2.5100,241.0000,17670.6000,29.4000,29.3000,12.2500,25.0000,49.7375,11.0000,34.3000,10.9453,106.8246
14.3000,17.6000,2021-10-10,14.0000,3.5600,243.0000,27845.0000,30.0000,31.5000,17.2100,25.3000,48.6000,14.3000,37.9000,10.9453,106.8246
28.8500,13.0000,2021-10-11,16.0000,2.1500,247.0000,15435.2700,30.3000,28.7000,10.3500,25.4000,39.6000,28.8500,34.5000,10.9453,106.8246
28.8500,17.3000,2021-10-12,22.0000,2.4900,255.0000,22002.7800,27.7000,29.0000,11.9500,24.2000,40.3000,28.8500,33.7000,10.9453,106.8246
25.8000,19.1000,2021-10-13,22.0000,2.4800,259.0000,18172.7900,28.0000,29.9000,12.1000,24.2000,46.4000,25.8000,34.0000,10.9453,106.8246
20.9000,23.4000,2021-10-14,10.0000,2.8200,216.0000,24210.7200,28.9000,30.7000,14.0200,23.9000,43.9000,20.9000,37.1000,10.9453,106.8246
21.4000,10.8000,2021-10-15,11.0000,3.8900,206.0000,26473.2000,29.6000,31.2000,19.0300,24.6000,31.3000,21.4000,38.0000,10.9453,106.8246
15.2000,8.5000,2021-10-16,22.0000,1.7000,283.0000,14644.4950,29.9000,27.4000,8.8325,24.8000,23.0000,15.2000,33.3000,10.9453,106.8246
5.8000,13.2000,2021-10-17,7.0000,2.5400,299.0000,14644.4950,28.6000,28.8000,12.2800,23.9000,28.4000,5.8000,32.9000,10.9453,106.8246
0.4000,13.5000,2021-10-18,3.0000,3.9500,134.0000,38175.5700,28.6000,30.7000,18.9600,23.6000,26.3000,0.4000,36.6000,10.9453,106.8246
2.7000,13.2000,2021-10-19,7.0000,3.8000,111.0000,36942.1400,29.3000,30.5000,18.8400,24.2000,27.7000,2.7000,37.5000,10.9453,106.8246
19.2000,8.6000,2021-10-20,14.0000,2.1100,93.0000,14644.4950,28.8000,28.5000,10.1500,23.9000,19.8000,19.2000,35.2000,10.9453,106.8246
6.5000,8.6000,2021-10-21,11.0000,3.6300,86.0000,32214.3200,28.6000,30.5000,17.5700,23.8000,22.0000,6.5000,36.0000,10.9453,106.8246
24.0000,8.4000,2021-10-22,11.0000,3.0800,81.0000,27242.2000,28.7000,29.9000,15.1300,23.7000,22.0000,24.0000,37.6000,10.9453,106.8246
7.3000,10.3000,2021-10-23,7.0000,3.8100,347.0000,30108.4700,28.4000,30.4000,18.8800,23.4000,21.2000,7.3000,37.6000,10.9453,106.8246
1.5000,11.5000,2021-10-24,3.0000,4.0400,353.0000,32321.9300,28.2000,31.0000,19.6600,23.3000,21.6000,1.5000,38.6000,10.9453,106.8246
4.4000,9.3000,2021-10-25,5.0000,3.2000,352.0000,26910.2800,29.1000,30.2000,15.5800,23.8000,22.3000,4.4000,36.9000,10.9453,106.8246
6.7000,11.9000,2021-10-26,5.0000,3.5900,11.0000,29435.4000,27.0000,31.5000,16.7900,24.0000,29.9000,6.7000,38.4000,10.9453,106.8246
11.4000,13.0000,2021-10-27,15.0000,2.4200,306.0000,19750.6100,28.7000,28.2000,11.8600,23.9000,29.2000,11.4000,32.2000,10.9453,106.8246
0.2000,12.8000,2021-10-28,2.0000,4.5100,131.0000,39339.9200,26.9000,30.9000,21.5200,23.1000,24.5000,0.2000,37.6000,10.9453,106.8246
7.8000,15.6000,2021-10-29,6.0000,4.2000,90.0000,32126.8300,27.9000,31.3000,20.5800,23.6000,32.4000,7.8000,38.7000,10.9453,106.8246
6.2000,10.7000,2021-10-30,3.0000,4.0400,73.0000,32113.0700,28.4000,31.8000,19.5200,23.6000,35.6000,6.2000,38.4000,10.9453,106.8246
9.9000,12.4000,2021-10-31,7.0000,3.4400,73.0000,26410.2300,28.7000,30.6000,17.0700,24.0000,28.8000,9.9000,38.4000,10.9453,106.8246
2.4000,9.0000,2021-11-01,4.0000,3.9000,42.0000,30287.9100,29.6000,31.3000,19.2200,24.0000,33.5000,2.4000,39.6000,10.9453,106.8246
4.3000,11.1000,2021-11-02,2.0000,4.0900,9.0000,38481.8400,28.3000,31.0000,19.8800,23.6000,23.8000,4.3000,38.3000,10.9453,106.8246
1.8000,16.7000,2021-11-03,4.0000,4.3800,66.0000,37349.0900,27.9000,31.6000,20.9600,23.4000,29.9000,1.8000,39.0000,10.9453,106.8246
0.3000,13.4000,2021-11-04,3.0000,4.4300,108.0000,37057.1600,28.5000,31.4000,20.8100,23.7000,27.4000,0.3000,36.2000,10.9453,106.8246
13.1000,20.0000,2021-11-05,3.0000,3.8100,114.0000,29610.6700,29.6000,31.6000,18.7000,24.2000,38.2000,13.1000,40.2000,10.9453,106.8246
10.1000,10.2000,2021-11-06,6.0000,3.5100,110.0000,32544.8200,29.4000,31.1000,17.0400,24.2000,20.9000,10.1000,39.6000,10.9453,106.8246
0.8000,11.0000,2021-11-07,7.0000,4.1600,108.0000,39176.7100,29.8000,31.2000,20.1900,24.4000,22.7000,0.8000,38.7000,10.9453,106.8246
1.3000,12.7000,2021-11-08,6.0000,4.1900,85.0000,39156.2500,30.5000,31.9000,19.8500,24.8000,33.5000,1.3000,37.5000,10.9453,106.8246
3.9000,7.2000,2021-11-09,7.0000,2.5800,332.0000,25615.1400,29.0000,29.6000,12.4600,24.0000,23.8000,3.9000,35.9000,10.9453,106.8246
3.5000,14.3000,2021-11-10,4.0000,3.2300,2.0000,27885.8600,28.5000,30.8000,14.8500,24.3000,24.5000,3.5000,35.7000,10.9453,106.8246
15.3000,9.4000,2021-11-11,15.0000,2.4500,2.0000,23709.9000,29.9000,29.7000,11.7600,24.3000,30.6000,15.3000,36.0000,10.9453,106.8246
9.5000,10.7000,2021-11-12,8.0000,3.3700,19.0000,24938.4200,29.4000,31.2000,16.2900,24.3000,27.4000,9.5000,38.0000,10.9453,106.8246
5.6000,15.2000,2021-11-13,11.0000,3.2700,48.0000,35347.4800,28.2000,30.8000,15.8800,23.3000,34.6000,5.6000,36.0000,10.9453,106.8246
10.0000,6.5000,2021-11-14,15.0000,1.9300,296.0000,14644.4950,29.6000,28.1000,9.0800,24.3000,22.0000,10.0000,33.7000,10.9453,106.8246
16.0000,12.5000,2021-11-15,10.0000,3.0200,100.0000,33373.4000,29.6000,30.1000,15.1400,24.1000,35.3000,16.0000,36.1000,10.9453,106.8246
13.7000,9.4000,2021-11-16,16.0000,2.3400,58.0000,14644.4950,28.5000,28.9000,11.4300,24.0000,34.6000,13.7000,35.3000,10.9453,106.8246
17.8000,14.7000,2021-11-17,10.0000,3.1300,54.0000,25608.5700,28.5000,30.5000,15.5400,23.7000,35.3000,17.8000,38.7000,10.9453,106.8246
13.5000,13.3000,2021-11-18,8.0000,3.1300,92.0000,26925.1100,29.2000,30.5000,15.3500,23.9000,26.6000,13.5000,38.0000,10.9453,106.8246
0.6000,12.0000,2021-11-19,4.0000,3.5400,355.0000,34684.6800,28.3000,30.7000,17.1500,23.6000,23.8000,0.6000,37.6000,10.9453,106.8246
18.8000,9.7000,2021-11-20,7.0000,2.5700,65.0000,15659.1200,29.3000,29.6000,12.3800,24.0000,20.2000,18.8000,37.4000,10.9453,106.8246
10.4000,14.6000,2021-11-21,8.0000,3.7000,73.0000,31155.6900,28.7000,31.1000,18.1300,23.5000,30.6000,10.4000,38.8000,10.9453,106.8246
13.4000,13.7000,2021-11-22,9.0000,2.3700,89.0000,21988.6700,28.6000,29.3000,11.5800,23.9000,36.4000,13.4000,34.0000,10.9453,106.8246
5.8000,10.7000,2021-11-23,9.0000,3.5600,100.0000,32470.2600,27.8000,30.8000,17.2700,23.0000,24.1000,5.8000,38.0000,10.9453,106.8246
19.7000,15.6000,2021-11-24,5.0000,4.0400,22.0000,36548.9500,28.5000,31.3000,19.8200,23.6000,28.8000,19.7000,36.9000,10.9453,106.8246
4.2000,9.2000,2021-11-25,3.0000,3.2400,33.0000,26268.5900,28.9000,30.2000,15.9000,23.8000,26.6000,4.2000,37.1000,10.9453,106.8246
0.1000,13.7000,2021-11-26,1.0000,3.6600,18.0000,26376.5300,26.0000,29.9000,16.3700,23.1000,26.6000,0.1000,36.7000,10.9453,106.8246
2.6000,16.0000,2021-11-27,12.0000,2.0400,8.0000,14644.4950,26.1000,27.4000,8.8325,23.5000,30.2000,2.6000,31.2000,10.9453,106.8246
13.2000,9.0000,2021-11-28,11.0000,3.0000,2.0000,26104.5400,27.3000,29.7000,14.9100,22.9000,25.6000,13.2000,36.1000,10.9453,106.8246
3.9000,11.6000,2021-11-29,15.0000,1.6900,28.0000,14644.4950,29.0000,27.3000,8.8325,24.1000,25.9000,3.9000,32.2000,10.9453,106.8246
25.1000,18.4000,2021-11-30,14.0000,2.4900,94.0000,30605.8500,27.6000,28.1000,12.3500,23.4000,39.6000,25.1000,32.2000,10.9453,106.8246
1.1000,9.6000,2021-12-01,3.0000,2.9700,26.0000,19063.6900,27.0000,28.9000,14.5800,22.9000,21.6000,1.1000,34.8000,10.9453,106.8246
0.0000,8.3000,2021-12-02,0.0000,3.9400,338.0000,38503.2200,23.7000,29.5000,19.5400,21.2500,15.5000,0.0000,35.4000,10.9453,106.8246
0.0000,10.7000,2021-12-03,0.0000,3.4800,8.0000,36000.0000,23.7000,28.9000,17.1800,21.3000,19.1000,0.0000,33.6000,10.9453,106.8246
0.0000,10.8000,2021-12-04,0.0000,3.4200,356.0000,34836.5600,23.7000,27.7000,16.5300,21.2500,18.7000,0.0000,31.8000,10.9453,106.8246
0.0000,9.6000,2021-12-05,0.0000,4.0600,325.0000,37734.5000,23.7000,28.7000,20.6300,21.2500,22.0000,0.0000,32.8000,10.9453,106.8246
0.2000,11.3000,2021-12-06,2.0000,4.0200,7.0000,38369.5300,23.7000,29.3000,20.1800,21.2500,21.2000,0.2000,34.0000,10.9453,106.8246
0.0000,9.5000,2021-12-07,0.0000,3.7700,348.0000,37730.1600,23.7000,29.0000,18.7500,21.2500,19.4000,0.0000,33.9000,10.9453,106.8246
0.1000,8.4000,2021-12-08,1.0000,3.5400,7.0000,34994.8000,23.7000,29.9000,17.2900,21.2500,19.8000,0.1000,34.7000,10.9453,106.8246
0.8000,8.0000,2021-12-09,6.0000,3.2600,13.0000,33874.5300,26.2000,29.9000,16.0400,22.5000,25.6000,0.8000,36.3000,10.9453,106.8246
0.0000,9.5000,2021-12-10,0.0000,4.2000,360.0000,38237.0500,23.7000,30.0000,20.9000,21.2500,21.6000,0.0000,34.6000,10.9453,106.8246
0.0000,7.4000,2021-12-11,0.0000,3.4400,340.0000,35328.0700,23.9000,29.6000,16.8600,21.2500,18.0000,0.0000,34.0000,10.9453,106.8246
0.0000,8.6000,2021-12-12,0.0000,3.6500,346.0000,38172.9700,24.2000,30.0000,17.6900,21.9000,16.6000,0.0000,35.3000,10.9453,106.8246
0.0000,11.6000,2021-12-13,0.0000,4.1500,26.0000,38087.1300,24.9000,30.7000,19.2400,23.4000,23.0000,0.0000,35.5000,10.9453,106.8246
0.0000,9.8000,2021-12-14,0.0000,3.8100,62.0000,37703.3900,25.3000,30.5000,17.8000,22.8000,16.9000,0.0000,35.8000,10.9453,106.8246
0.2000,7.6000,2021-12-15,2.0000,3.5300,22.0000,36562.2100,26.1000,31.2000,17.0400,22.9000,18.0000,0.2000,36.9000,10.9453,106.8246
0.3000,8.5000,2021-12-16,3.0000,3.9500,92.0000,38050.1700,29.0000,31.7000,18.6900,23.7000,20.9000,0.3000,38.4000,10.9453,106.8246
0.1000,10.1000,2021-12-17,1.0000,3.9300,41.0000,36706.1500,28.6000,32.2000,18.4400,23.9000,23.4000,0.1000,36.9000,10.9453,106.8246
0.0000,21.3000,2021-12-18,0.0000,5.0000,20.0000,37988.2600,24.6000,31.9000,19.3200,22.1000,38.2000,0.0000,35.8000,10.9453,106.8246
0.0000,22.7000,2021-12-19,0.0000,4.1100,356.0000,19859.1200,24.2000,29.1000,11.5100,23.6000,43.9000,0.0000,31.2000,10.9453,106.8246
0.0000,8.7000,2021-12-20,0.0000,3.0000,327.0000,25208.7700,24.2000,29.5000,13.9200,21.5000,21.2000,0.0000,32.4000,10.9453,106.8246
0.0000,11.6000,2021-12-21,0.0000,3.8100,141.0000,37621.5300,24.5000,30.9000,16.9100,21.3000,24.5000,0.0000,34.5000,10.9453,106.8246
4.7000,13.8000,2021-12-22,8.0000,3.4800,82.0000,35208.8000,27.3000,30.9000,16.9300,23.3000,31.7000,4.7000,37.2000,10.9453,106.8246
2.9000,11.7000,2021-12-23,3.0000,3.8400,87.0000,32405.7400,27.1000,31.7000,17.8800,22.5000,25.6000,2.9000,36.5000,10.9453,106.8246
0.0000,6.2000,2021-12-24,0.0000,3.7100,47.0000,36250.2800,27.1000,30.7000,17.9400,22.5000,22.0000,0.0000,35.8000,10.9453,106.8246
0.1000,8.8000,2021-12-25,1.0000,4.0700,48.0000,37053.6200,27.7000,31.9000,19.3600,23.0000,24.1000,0.1000,36.2000,10.9453,106.8246
0.1000,7.6000,2021-12-26,1.0000,4.0400,327.0000,37717.3200,27.2000,31.5000,19.4100,22.7000,18.7000,0.1000,36.7000,10.9453,106.8246
5.6000,11.5000,2021-12-27,3.0000,3.1900,338.0000,32569.3800,27.4000,31.1000,15.3200,23.4000,21.2000,5.6000,37.3000,10.9453,106.8246
6.2000,11.5000,2021-12-28,5.0000,3.5600,6.0000,34554.6000,27.2000,31.5000,17.1400,22.9000,27.7000,6.2000,36.2000,10.9453,106.8246
0.1000,9.0000,2021-12-29,1.0000,2.5700,25.0000,26078.3400,26.9000,30.5000,11.3800,23.0000,19.8000,0.1000,35.4000,10.9453,106.8246
0.3000,12.9000,2021-12-30,2.0000,4.7700,41.0000,37251.3400,24.7000,32.5000,20.1900,23.1000,28.1000,0.3000,35.8000,10.9453,106.8246
