rain_sum,wind_speed_max,date,precip_hours,evapo_et0,wind_dir_dominant,sunshine_duration,apparent_tmin,tmax,radiation_sum,tmin,wind_gusts_max,prcp,apparent_tmax,latitude,longitude
1.0000,17.1000,2020-05-07,6.0000,5.2400,152.0000,42304.8500,33.4000,35.0000,20.8000,26.9000,31.3000,1.0000,40.3000,10.9453,106.8246
0.8000,17.7000,2020-05-08,6.0000,5.3400,158.0000,42313.5000,33.4000,35.3000,21.4100,27.1000,33.8000,0.8000,40.4000,10.9453,106.8246
0.6000,17.0000,2020-05-09,6.0000,5.6100,161.0000,42322.4800,34.0000,36.2000,22.5200,27.1000,32.0000,0.6000,42.4000,10.9453,106.8246
0.0000,22.3000,2020-05-10,0.0000,5.9100,151.0000,42331.8000,33.1000,36.3500,23.2000,26.9000,43.9000,0.0000,41.5000,10.9453,106.8246
0.0000,19.1000,2020-05-11,0.0000,6.0500,149.0000,42341.4600,33.0000,36.3500,23.2300,27.2000,37.8000,0.0000,41.3000,10.9453,106.8246
0.1000,15.4000,2020-05-12,1.0000,5.3700,146.0000,42351.4700,32.7000,35.7000,21.2600,26.8000,30.2000,0.1000,41.4000,10.9453,106.8246
2.8000,18.0000,2020-05-13,5.0000,5.6900,149.0000,42361.8500,32.1000,35.8000,22.0800,26.9000,33.5000,2.8000,41.8000,10.9453,106.8246
0.2000,14.1000,2020-05-14,1.0000,5.4600,126.0000,42372.7600,32.8000,35.9000,21.7900,27.0000,33.5000,0.2000,41.0000,10.9453,106.8246
0.8000,16.1000,2020-05-15,4.0000,5.4700,152.0000,42384.1900,33.6000,34.5000,21.7400,27.2500,31.0000,0.8000,39.6000,10.9453,106.8246
6.7000,9.7000,2020-05-16,11.0000,4.0300,135.0000,40589.8200,33.4000,34.2000,17.8500,27.2500,25.2000,6.7000,41.2000,10.9453,106.8246
22.4000,9.3000,2020-05-17,14.0000,4.1700,183.0000,37816.2200,32.1000,33.4000,18.0100,25.9000,25.2000,22.4000,39.0000,10.9453,106.8246
1.6000,14.0000,2020-05-18,4.0000,5.1800,181.0000,42421.2400,32.8000,34.8000,22.5000,26.1000,27.0000,1.6000,41.4000,10.9453,106.8246
27.7000,10.8000,2020-05-19,15.0000,4.5500,189.0000,40299.2000,33.2000,34.4000,19.9700,27.1000,26.3000,27.7000,41.1000,10.9453,106.8246
27.3000,14.8000,2020-05-20,17.0000,3.2000,159.0000,26244.4000,31.1000,31.8000,14.9500,25.6000,31.0000,27.3000,38.4000,10.9453,106.8246
1.3000,13.0000,2020-05-21,6.0000,4.6900,232.0000,42425.8200,33.1000,33.9000,21.2500,26.5000,29.5000,1.3000,40.4000,10.9453,106.8246
6.0000,13.6000,2020-05-22,11.0000,4.1100,192.0000,41292.5600,33.1000,32.8000,18.7700,26.5000,25.6000,6.0000,40.9000,10.9453,106.8246
13.0000,19.0000,2020-05-23,14.0000,3.4300,190.0000,28963.8800,33.2000,31.8000,15.6400,26.6000,37.1000,13.0000,37.9000,10.9453,106.8246
2.6000,16.8000,2020-05-24,9.0000,4.2200,161.0000,31388.7300,32.4000,33.3000,18.8500,25.9000,32.8000,2.6000,41.0000,10.9453,106.8246
3.1000,13.0000,2020-05-25,9.0000,4.1100,179.0000,41871.7300,32.7000,32.6000,18.9800,26.0000,26.6000,3.1000,39.3000,10.9453,106.8246
0.2000,11.9000,2020-05-26,2.0000,5.5000,204.0000,42533.5000,32.7000,34.8000,23.9200,26.5000,25.9000,0.2000,41.3000,10.9453,106.8246
9.5000,13.0000,2020-05-27,8.0000,4.8400,242.0000,39857.6400,32.9000,33.9000,21.6700,26.5000,28.1000,9.5000,40.9000,10.9453,106.8246
16.7000,8.1000,2020-05-28,11.0000,3.3100,137.0000,17744.4600,30.2000,32.2000,15.2100,24.9000,24.8000,16.7000,40.4000,10.9453,106.8246
2.9000,13.1000,2020-05-29,11.0000,4.2100,167.0000,39771.7100,32.1000,32.6000,19.0700,25.9000,27.7000,2.9000,38.5000,10.9453,106.8246
8.7000,11.0000,2020-05-30,9.0000,3.6200,118.0000,33464.7500,32.5000,32.0000,16.9600,25.9000,28.8000,8.7000,40.1000,10.9453,106.8246
6.6000,11.2000,2020-05-31,4.0000,3.6200,119.0000,40077.7600,32.0000,31.8000,17.0600,25.7000,27.0000,6.6000,37.9000,10.9453,106.8246
20.8000,11.1000,2020-06-01,16.0000,4.4000,360.0000,34738.2900,31.0000,32.7000,20.6900,25.1000,24.8000,20.8000,41.3000,10.9453,106.8246
14.8000,11.5000,2020-06-02,20.0000,3.8800,157.0000,33667.9500,29.2000,31.7000,18.4200,24.3000,28.8000,14.8000,39.0000,10.9453,106.8246
20.2000,11.2000,2020-06-03,11.0000,3.9100,180.0000,36984.4600,30.9000,32.1000,18.6000,24.9000,25.9000,20.2000,40.2000,10.9453,106.8246
6.3000,14.4000,2020-06-04,11.0000,3.9400,169.0000,35331.7000,30.5000,31.8000,19.1800,24.8000,31.0000,6.3000,39.7000,10.9453,106.8246
19.6000,13.9000,2020-06-05,8.0000,4.0600,205.0000,32400.0000,31.2000,32.0000,19.3900,25.3000,27.4000,19.6000,41.1000,10.9453,106.8246
14.3000,18.3000,2020-06-06,13.0000,3.7700,201.0000,36215.9400,31.8000,31.5000,18.1400,25.6000,34.9000,14.3000,37.9000,10.9453,106.8246
5.2000,13.2000,2020-06-07,6.0000,4.5800,219.0000,41162.2900,31.4000,32.7000,21.6700,25.4000,30.6000,5.2000,39.8000,10.9453,106.8246
1.1000,8.5000,2020-06-08,8.0000,4.1600,236.0000,42502.0600,31.1000,31.8000,19.7100,25.4000,20.9000,1.1000,38.4000,10.9453,106.8246
10.5000,12.0000,2020-06-09,12.0000,4.1800,213.0000,38042.3900,32.0000,31.8000,19.2000,26.2000,21.6000,10.5000,39.4000,10.9453,106.8246
19.8000,12.4000,2020-06-10,21.0000,3.1600,161.0000,30899.2500,30.0000,29.5000,15.4800,24.6000,27.4000,19.8000,35.5000,10.9453,106.8246
6.8000,7.9000,2020-06-11,14.0000,2.7400,220.0000,24777.8800,31.3000,29.4000,13.0400,25.4000,27.4000,6.8000,34.9000,10.9453,106.8246
3.1000,12.7000,2020-06-12,6.0000,4.3600,259.0000,39600.0000,30.8000,31.4000,20.5800,25.1000,26.3000,3.1000,37.5000,10.9453,106.8246
26.6000,16.9000,2020-06-13,20.0000,3.4400,233.0000,28251.6700,29.9000,31.7000,16.4400,24.6000,32.8000,26.6000,39.3000,10.9453,106.8246
28.8500,17.7000,2020-06-14,21.0000,2.6000,185.0000,16572.5800,30.3000,30.4000,12.4900,25.5000,35.3000,28.8500,36.5000,10.9453,106.8246
16.9000,14.2000,2020-06-15,17.0000,3.1200,167.0000,23892.9900,31.0000,30.2000,15.3100,25.6000,32.4000,16.9000,36.7000,10.9453,106.8246
17.2000,12.6000,2020-06-16,16.0000,3.3300,160.0000,27670.6200,30.6000,30.8000,15.9600,25.0000,32.8000,17.2000,38.7000,10.9453,106.8246
1.9000,8.6000,2020-06-17,10.0000,4.4400,284.0000,40448.5400,31.0000,31.7000,21.3500,25.2000,23.0000,1.9000,39.9000,10.9453,106.8246
9.0000,10.9000,2020-06-18,14.0000,4.1300,291.0000,33466.2300,30.3000,32.1000,19.8400,24.9000,29.9000,9.0000,40.1000,10.9453,106.8246
4.9000,9.1000,2020-06-19,13.0000,3.6800,184.0000,35986.6800,31.0000,30.8000,17.4700,25.7000,19.1000,4.9000,38.9000,10.9453,106.8246
20.1000,11.9000,2020-06-20,22.0000,3.6600,149.0000,31887.4000,30.6000,31.0000,17.5500,25.1000,24.8000,20.1000,38.5000,10.9453,106.8246
11.0000,9.9000,2020-06-21,21.0000,3.5700,183.0000,31849.5800,31.1000,31.2000,16.9200,25.4000,23.0000,11.0000,38.9000,10.9453,106.8246
10.3000,12.0000,2020-06-22,8.0000,3.5400,149.0000,34785.3900,30.9000,30.4000,17.3300,24.9000,27.4000,10.3000,36.7000,10.9453,106.8246
3.9000,8.7000,2020-06-23,9.0000,4.2600,163.0000,40235.3700,30.2000,31.8000,20.1700,24.6000,20.5000,3.9000,38.4000,10.9453,106.8246
13.1000,12.6000,2020-06-24,14.0000,4.5000,181.0000,42953.1900,31.5000,31.7000,21.3000,25.7000,27.0000,13.1000,40.2000,10.9453,106.8246
10.7000,11.0000,2020-06-25,14.0000,3.7800,175.0000,42068.0000,30.6000,30.9000,18.4800,24.9000,27.0000,10.7000,39.4000,10.9453,106.8246
18.5000,13.4000,2020-06-26,9.0000,3.5700,208.0000,32400.0000,30.2000,30.9000,17.0900,24.6000,26.3000,18.5000,38.2000,10.9453,106.8246
9.9000,11.0000,2020-06-27,12.0000,3.5800,220.0000,39261.6600,30.2000,30.4000,17.4900,24.5000,26.3000,9.9000,35.8000,10.9453,106.8246
7.6000,17.1000,2020-06-28,21.0000,2.9000,195.0000,22586.9400,30.3000,29.8000,13.4900,25.3000,36.7000,7.6000,34.2000,10.9453,106.8246
17.1000,12.3000,2020-06-29,24.0000,2.0000,208.0000,14644.4950,30.8000,28.2000,9.6200,25.2000,41.0000,17.1000,33.1000,10.9453,106.8246
28.5000,10.8000,2020-06-30,23.0000,1.5750,243.0000,14644.4950,30.5000,28.2000,8.8325,24.9000,31.0000,28.5000,34.5000,10.9453,106.8246
7.4000,17.7000,2020-07-01,8.0000,3.3800,255.0000,32448.6900,30.2000,31.2000,16.3100,24.6000,38.5000,7.4000,37.6000,10.9453,106.8246
20.9000,15.3000,2020-07-02,14.0000,3.5600,234.0000,31350.4900,30.3000,31.2000,17.2200,25.1000,38.9000,20.9000,37.5000,10.9453,106.8246
20.6000,15.1000,2020-07-03,20.0000,2.0400,223.0000,14644.4950,30.6000,28.6000,9.6200,25.3000,36.4000,20.6000,34.2000,10.9453,106.8246
0.2000,13.1000,2020-07-04,2.0000,3.9400,271.0000,38419.7600,28.4000,30.3000,18.9900,23.7000,37.8000,0.2000,34.9000,10.9453,106.8246
10.9000,9.4000,2020-07-05,12.0000,4.2300,269.0000,31449.9900,29.7000,31.7000,20.3800,24.5000,27.4000,10.9000,39.3000,10.9453,106.8246
13.8000,15.5000,2020-07-06,17.0000,3.0300,156.0000,36793.4500,29.7000,29.3000,15.5300,24.3000,31.7000,13.8000,34.2000,10.9453,106.8246
3.5000,14.8000,2020-07-07,11.0000,4.2700,146.0000,43063.1200,30.3000,31.3000,20.9900,24.9000,32.8000,3.5000,38.0000,10.9453,106.8246
3.3000,10.9000,2020-07-08,5.0000,2.8900,159.0000,33439.1300,29.2000,30.2000,13.4000,24.3000,24.5000,3.3000,36.0000,10.9453,106.8246
9.9000,8.4000,2020-07-09,6.0000,4.5000,221.0000,41582.3100,30.9000,31.5000,21.2900,25.1000,16.6000,9.9000,38.4000,10.9453,106.8246
7.8000,12.0000,2020-07-10,13.0000,3.5600,179.0000,38192.7200,30.3000,30.7000,17.4100,25.3000,27.7000,7.8000,38.2000,10.9453,106.8246
5.7000,16.2000,2020-07-11,11.0000,3.6700,178.0000,29287.0800,30.1000,31.3000,17.3200,24.6000,33.1000,5.7000,37.9000,10.9453,106.8246
11.0000,10.7000,2020-07-12,12.0000,4.0700,203.0000,37327.2100,29.8000,31.1000,19.4900,24.3000,26.6000,11.0000,38.5000,10.9453,106.8246
22.7000,12.3000,2020-07-13,18.0000,2.7500,183.0000,22338.5900,29.8000,28.9000,13.5600,24.3000,28.4000,22.7000,36.0000,10.9453,106.8246
4.8000,16.0000,2020-07-14,13.0000,4.3400,283.0000,38867.9600,30.9000,31.0000,20.8200,25.1000,28.4000,4.8000,38.1000,10.9453,106.8246
3.6000,11.9000,2020-07-15,11.0000,3.6400,221.0000,36283.2600,29.3000,30.1000,17.4300,24.6000,23.4000,3.6000,36.4000,10.9453,106.8246
5.6000,12.9000,2020-07-16,14.0000,4.0400,157.0000,43068.4200,31.7000,30.7000,19.5700,25.6000,29.9000,5.6000,37.9000,10.9453,106.8246
5.8000,10.3000,2020-07-17,12.0000,3.9100,148.0000,39864.2500,30.7000,30.7000,19.3100,25.1000,26.3000,5.8000,38.5000,10.9453,106.8246
7.8000,11.9000,2020-07-18,10.0000,4.2600,151.0000,42507.0200,31.1000,31.7000,20.7900,25.5000,32.4000,7.8000,39.3000,10.9453,106.8246
2.6000,8.3000,2020-07-19,7.0000,4.6100,164.0000,43038.2400,30.2000,32.2000,21.9700,24.6000,21.2000,2.6000,40.0000,10.9453,106.8246
5.1000,11.6000,2020-07-20,9.0000,4.3400,102.0000,39992.0800,31.0000,31.5000,20.9600,25.0000,30.2000,5.1000,38.9000,10.9453,106.8246
11.4000,13.0000,2020-07-21,14.0000,3.0600,139.0000,30510.2800,30.7000,29.7000,14.9400,25.0000,28.4000,11.4000,36.5000,10.9453,106.8246
1.2000,14.1000,2020-07-22,6.0000,4.5200,139.0000,42984.0100,30.0000,31.7000,21.7800,24.6000,29.9000,1.2000,39.4000,10.9453,106.8246
12.5000,10.6000,2020-07-23,14.0000,3.9700,153.0000,35800.1800,30.4000,31.5000,18.7800,25.3000,24.8000,12.5000,38.9000,10.9453,106.8246
6.6000,10.5000,2020-07-24,11.0000,2.6000,132.0000,21833.5600,30.8000,29.6000,12.2200,24.9000,22.0000,6.6000,36.2000,10.9453,106.8246
2.1000,9.5000,2020-07-25,7.0000,4.0900,168.0000,38388.1700,30.3000,31.0000,19.8300,24.8000,26.3000,2.1000,39.0000,10.9453,106.8246
2.2000,10.4000,2020-07-26,14.0000,4.2500,176.0000,42904.9400,30.9000,30.9000,20.5200,25.2000,23.4000,2.2000,39.2000,10.9453,106.8246
4.5000,12.6000,2020-07-27,16.0000,4.4300,191.0000,42884.1100,31.7000,31.7000,21.3200,25.6000,26.3000,4.5000,39.6000,10.9453,106.8246
7.9000,12.6000,2020-07-28,15.0000,3.6000,212.0000,40053.7400,30.5000,31.0000,17.3600,24.7000,27.4000,7.9000,38.1000,10.9453,106.8246
13.8000,13.0000,2020-07-29,14.0000,3.8000,264.0000,28667.8100,30.1000,31.6000,18.2500,24.5000,34.2000,13.8000,40.1000,10.9453,106.8246
13.7000,14.1000,2020-07-30,18.0000,3.6500,290.0000,36071.0700,30.6000,30.3000,18.0600,25.0000,39.2000,13.7000,36.1000,10.9453,106.8246
21.8000,15.8000,2020-07-31,17.0000,1.9000,252.0000,14644.4950,30.3000,28.9000,8.8325,25.7000,36.4000,21.8000,34.1000,10.9453,106.8246
13.3000,23.3000,2020-08-01,23.0000,1.7400,229.0000,14644.4950,28.9000,27.6000,8.8325,25.0000,49.7375,13.3000,32.5000,10.9453,106.8246
10.7000,24.3500,2020-08-02,19.0000,3.2800,226.0000,31041.7700,28.7000,29.6000,16.2600,25.0000,49.7375,10.7000,33.7000,10.9453,106.8246
14.2000,18.5000,2020-08-03,19.0000,2.4300,222.0000,19239.4500,30.1000,28.2000,11.8000,25.2000,49.7375,14.2000,34.7000,10.9453,106.8246
14.9000,15.8000,2020-08-04,15.0000,2.3900,241.0000,16579.6700,29.7000,28.9000,11.0200,24.7000,45.0000,14.9000,33.6000,10.9453,106.8246
25.2000,11.2000,2020-08-05,13.0000,3.2600,267.0000,33221.8500,28.7000,30.4000,15.7400,23.7000,31.7000,25.2000,37.0000,10.9453,106.8246
28.8500,12.2000,2020-08-06,21.0000,2.8900,245.0000,22113.8600,29.6000,30.1000,13.8500,24.6000,25.6000,28.8500,36.2000,10.9453,106.8246
19.6000,13.3000,2020-08-07,19.0000,3.4600,260.0000,28909.4300,30.3000,30.2000,16.5300,24.8000,30.2000,19.6000,35.6000,10.9453,106.8246
25.0000,19.6000,2020-08-08,16.0000,2.5400,246.0000,22804.7200,30.6000,29.8000,12.3800,24.9000,36.0000,25.0000,35.1000,10.9453,106.8246
8.7000,18.1000,2020-08-09,8.0000,3.7900,223.0000,30809.6000,30.5000,30.9000,18.6200,24.7000,44.6000,8.7000,37.2000,10.9453,106.8246
7.3000,17.1000,2020-08-10,13.0000,2.7900,234.0000,23009.3800,30.8000,30.1000,13.0600,25.4000,42.8000,7.3000,35.6000,10.9453,106.8246
5.6000,15.2000,2020-08-11,13.0000,3.9900,236.0000,38461.7000,29.9000,31.6000,19.2700,24.8000,38.9000,5.6000,37.4000,10.9453,106.8246
28.8500,12.2000,2020-08-12,21.0000,2.9700,166.0000,29723.1800,28.0000,29.9000,14.2500,23.6000,33.1000,28.8500,35.9000,10.9453,106.8246
18.0000,11.9000,2020-08-13,23.0000,2.6300,161.0000,20938.8800,29.4000,28.6000,12.7800,24.2000,28.4000,18.0000,33.7000,10.9453,106.8246
15.4000,12.5000,2020-08-14,20.0000,3.5000,206.0000,30609.2600,29.3000,30.0000,17.1300,24.5000,27.0000,15.4000,36.0000,10.9453,106.8246
0.2000,10.9000,2020-08-15,2.0000,3.2400,336.0000,20801.4200,28.6000,30.8000,14.9700,23.7000,22.7000,0.2000,35.9000,10.9453,106.8246
4.8000,11.1000,2020-08-16,8.0000,4.9000,279.0000,40433.9100,30.1000,32.3000,22.9200,24.8000,23.4000,4.8000,38.2000,10.9453,106.8246
5.9000,9.5000,2020-08-17,7.0000,3.8100,242.0000,37014.1600,29.6000,31.3000,18.5600,24.2000,25.9000,5.9000,39.4000,10.9453,106.8246
28.8500,13.2000,2020-08-18,16.0000,4.0700,237.0000,30235.4600,30.0000,31.5000,19.4800,24.5000,28.1000,28.8500,38.1000,10.9453,106.8246
16.8000,15.5000,2020-08-19,21.0000,3.7900,285.0000,26342.5300,28.5000,31.0000,18.0100,23.9000,37.1000,16.8000,36.2000,10.9453,106.8246
2.2000,9.4000,2020-08-20,9.0000,2.7400,253.0000,22734.3500,31.1000,29.3000,12.5400,25.2000,20.2000,2.2000,34.8000,10.9453,106.8246
2.4000,10.5000,2020-08-21,8.0000,4.0200,240.0000,37766.1200,30.6000,31.8000,19.1800,25.0000,23.8000,2.4000,39.3000,10.9453,106.8246
0.1000,13.2000,2020-08-22,1.0000,5.0200,221.0000,42207.5600,30.9000,32.4000,23.2100,25.3000,27.7000,0.1000,38.5000,10.9453,106.8246
6.1000,12.5000,2020-08-23,7.0000,4.3000,203.0000,42177.2900,31.3000,31.7000,20.4300,25.4000,28.4000,6.1000,38.3000,10.9453,106.8246
5.0000,8.7000,2020-08-24,5.0000,4.6900,231.0000,39762.6100,30.7000,32.1000,22.4600,25.0000,27.7000,5.0000,39.1000,10.9453,106.8246
1.8000,10.7000,2020-08-25,4.0000,4.7300,222.0000,42115.6500,31.5000,32.6000,22.3700,25.5000,22.3000,1.8000,39.4000,10.9453,106.8246
2.8000,11.8000,2020-08-26,9.0000,4.8800,238.0000,42084.3400,31.5000,32.9000,22.7600,25.5000,25.9000,2.8000,39.8000,10.9453,106.8246
5.4000,18.3000,2020-08-27,7.0000,4.6900,237.0000,39999.5300,32.2000,33.2000,21.6600,26.3000,37.8000,5.4000,39.0000,10.9453,106.8246
2.3000,15.8000,2020-08-28,5.0000,5.0800,228.0000,42020.8100,31.1000,33.1000,22.6200,25.9000,31.3000,2.3000,38.1000,10.9453,106.8246
5.6000,13.1000,2020-08-29,9.0000,4.0100,220.0000,41608.5400,31.3000,31.7000,18.9100,25.5000,29.9000,5.6000,37.4000,10.9453,106.8246
6.6000,16.6000,2020-08-30,11.0000,4.4100,205.0000,41259.6100,31.1000,31.9000,21.3800,25.2000,34.6000,6.6000,39.8000,10.9453,106.8246
5.3000,8.8000,2020-08-31,4.0000,4.5600,218.0000,38200.9600,31.0000,32.4000,21.8300,25.3000,26.3000,5.3000,40.7000,10.9453,106.8246
16.5000,7.4000,2020-09-01,14.0000,3.5100,226.0000,35283.9400,30.6000,30.9000,16.9400,25.0000,27.7000,16.5000,39.3000,10.9453,106.8246
20.6000,14.3000,2020-09-02,21.0000,4.2500,284.0000,28984.3800,31.9000,31.5000,20.3800,26.0000,28.8000,20.6000,38.8000,10.9453,106.8246
8.5000,11.0000,2020-09-03,16.0000,4.7000,202.0000,39684.2900,30.8000,32.4000,22.7100,24.8000,23.4000,8.5000,40.8000,10.9453,106.8246
11.2000,14.0000,2020-09-04,16.0000,4.0900,158.0000,41255.8300,29.7000,31.2000,20.1200,24.9000,32.8000,11.2000,39.5000,10.9453,106.8246
2.6000,11.9000,2020-09-05,10.0000,4.5200,171.0000,41757.9300,31.9000,32.3000,21.4500,25.7000,27.0000,2.6000,40.9000,10.9453,106.8246
14.9000,11.6000,2020-09-06,18.0000,3.8300,239.0000,32574.5500,31.1000,31.5000,18.2300,25.2000,28.1000,14.9000,38.3000,10.9453,106.8246
3.4000,11.0000,2020-09-07,8.0000,4.6200,258.0000,37058.8900,30.3000,32.0000,22.1700,24.8000,24.8000,3.4000,39.9000,10.9453,106.8246
2.0000,11.2000,2020-09-08,8.0000,3.8100,183.0000,34051.5700,31.2000,31.3000,18.1200,25.3000,27.7000,2.0000,39.0000,10.9453,106.8246
9.0000,14.4000,2020-09-09,14.0000,4.0100,145.0000,38221.2000,32.0000,31.6000,19.2700,25.8000,29.5000,9.0000,40.6000,10.9453,106.8246
6.1000,10.5000,2020-09-10,11.0000,4.1500,175.0000,39533.8400,30.9000,31.3000,20.1500,25.0000,24.8000,6.1000,39.0000,10.9453,106.8246
7.3000,14.2000,2020-09-11,9.0000,4.2000,183.0000,38807.1900,30.6000,31.7000,20.2200,24.8000,31.0000,7.3000,39.6000,10.9453,106.8246
25.1000,12.6000,2020-09-12,11.0000,4.3700,202.0000,35828.2400,30.5000,31.8000,20.8600,25.2000,24.5000,25.1000,40.3000,10.9453,106.8246
9.8000,11.1000,2020-09-13,15.0000,3.7600,229.0000,34528.1300,30.3000,30.9000,18.2200,24.8000,23.0000,9.8000,38.0000,10.9453,106.8246
17.5000,9.7000,2020-09-14,20.0000,2.2300,203.0000,15976.6700,29.3000,28.5000,10.4100,24.3000,20.5000,17.5000,33.5000,10.9453,106.8246
16.7000,11.0000,2020-09-15,16.0000,3.8000,240.0000,38880.1500,29.5000,30.8000,18.4600,24.5000,23.8000,16.7000,37.1000,10.9453,106.8246
4.7000,11.2000,2020-09-16,10.0000,3.8400,253.0000,34993.2800,29.8000,30.7000,18.1900,24.7000,25.9000,4.7000,35.9000,10.9453,106.8246
10.1000,16.1000,2020-09-17,15.0000,2.5900,259.0000,17267.9800,29.7000,29.9000,11.9700,25.3000,33.5000,10.1000,34.8000,10.9453,106.8246
24.6000,21.7000,2020-09-18,24.0000,1.7500,229.0000,14644.4950,28.6000,28.3000,8.8325,24.6000,47.9000,24.6000,32.5000,10.9453,106.8246
26.5000,18.5000,2020-09-19,24.0000,1.8300,190.0000,14644.4950,27.9000,29.0000,8.8325,24.6000,44.3000,26.5000,34.3000,10.9453,106.8246
9.6000,12.2000,2020-09-20,10.0000,3.2500,245.0000,35859.5500,30.0000,30.1000,15.4400,24.6000,29.5000,9.6000,34.8000,10.9453,106.8246
1.7000,8.8000,2020-09-21,9.0000,4.3200,26.0000,36815.6600,30.5000,31.8000,20.7900,24.8000,25.6000,1.7000,39.2000,10.9453,106.8246
12.4000,10.9000,2020-09-22,12.0000,3.7400,119.0000,32035.0600,30.5000,31.8000,18.0100,24.9000,29.9000,12.4000,40.6000,10.9453,106.8246
7.0000,14.5000,2020-09-23,9.0000,4.0700,148.0000,39587.4700,30.2000,30.8000,20.4100,24.7000,31.3000,7.0000,37.3000,10.9453,106.8246
4.7000,11.4000,2020-09-24,7.0000,3.8600,230.0000,38059.6700,30.2000,31.5000,18.5900,24.6000,27.7000,4.7000,38.9000,10.9453,106.8246
0.3000,11.2000,2020-09-25,3.0000,2.6800,310.0000,15927.6700,30.1000,30.7000,12.1700,25.0000,24.5000,0.3000,35.7000,10.9453,106.8246
0.9000,12.6000,2020-09-26,1.0000,2.8700,314.0000,20685.8800,29.5000,30.5000,13.5800,24.5000,36.0000,0.9000,34.8000,10.9453,106.8246
28.8500,12.2000,2020-09-27,20.0000,2.8900,158.0000,24593.3500,28.4000,29.4000,14.1600,24.0000,32.0000,28.8500,36.1000,10.9453,106.8246
24.2000,19.6000,2020-09-28,16.0000,1.9600,185.0000,16917.5000,28.4000,28.3000,9.7700,24.2000,43.6000,24.2000,32.4000,10.9453,106.8246
10.1000,14.4000,2020-09-29,11.0000,2.7800,232.0000,24984.3800,28.5000,30.5000,13.3800,23.7000,39.6000,10.1000,35.9000,10.9453,106.8246
5.1000,12.6000,2020-09-30,9.0000,3.5700,295.0000,31301.9600,29.0000,30.9000,17.4900,24.0000,36.7000,5.1000,38.2000,10.9453,106.8246
12.5000,12.9000,2020-10-01,11.0000,3.5000,335.0000,32283.5400,30.4000,31.1000,17.0900,24.6000,27.0000,12.5000,39.3000,10.9453,106.8246
20.5000,11.9000,2020-10-02,19.0000,3.0300,147.0000,32696.5500,29.8000,29.1000,15.0300,24.6000,25.6000,20.5000,35.2000,10.9453,106.8246
14.6000,13.8000,2020-10-03,18.0000,3.5500,216.0000,32585.9700,30.6000,31.0000,17.3400,24.8000,30.6000,14.6000,37.7000,10.9453,106.8246
22.9000,9.6000,2020-10-04,17.0000,2.7700,279.0000,24217.9600,29.8000,30.0000,13.4800,24.9000,29.9000,22.9000,37.9000,10.9453,106.8246
25.6000,13.1000,2020-10-05,22.0000,1.6800,298.0000,14644.4950,29.0000,27.9000,8.8325,24.1000,27.7000,25.6000,33.3000,10.9453,106.8246
27.2000,12.8000,2020-10-06,18.0000,2.3500,284.0000,14644.4950,28.9000,29.0000,11.2400,24.0000,28.1000,27.2000,34.7000,10.9453,106.8246
28.8500,13.7000,2020-10-07,22.0000,2.1300,275.0000,16084.7100,29.6000,27.6000,10.7100,24.6000,31.7000,28.8500,33.1000,10.9453,106.8246
19.2000,16.3000,2020-10-08,19.0000,3.0300,158.0000,31213.8600,30.1000,29.5000,15.4400,24.5000,32.8000,19.2000,36.4000,10.9453,106.8246
17.8000,11.9000,2020-10-09,23.0000,2.0300,149.0000,15075.0100,30.1000,28.4000,9.8600,25.0000,27.4000,17.8000,33.7000,10.9453,106.8246
26.5000,7.9000,2020-10-10,24.0000,1.5750,226.0000,14644.4950,30.3000,27.2000,8.8325,24.5000,23.4000,26.5000,32.9000,10.9453,106.8246
18.7000,12.3000,2020-10-11,24.0000,1.7900,253.0000,14644.4950,29.1000,27.7000,8.8400,24.3000,29.9000,18.7000,33.6000,10.9453,106.8246
8.2000,12.6000,2020-10-12,21.0000,2.1600,269.0000,14644.4950,29.1000,27.8000,10.4700,24.2000,27.4000,8.2000,33.5000,10.9453,106.8246
18.1000,10.0000,2020-10-13,21.0000,1.9100,250.0000,14644.4950,28.6000,27.9000,8.8325,24.0000,22.7000,18.1000,32.8000,10.9453,106.8246
13.8000,14.3000,2020-10-14,19.0000,1.9800,218.0000,14644.4950,28.5000,27.9000,9.5900,24.1000,30.2000,13.8000,34.1000,10.9453,106.8246
27.3000,17.1000,2020-10-15,24.0000,2.3100,243.0000,15236.3700,28.1000,28.5000,11.4300,23.9000,36.0000,27.3000,33.6000,10.9453,106.8246
21.5000,15.6000,2020-10-16,24.0000,1.5750,238.0000,14644.4950,28.5000,27.1500,8.8325,24.4000,33.5000,21.5000,31.7000,10.9453,106.8246
15.1000,15.5000,2020-10-17,22.0000,1.5750,211.0000,14644.4950,28.1000,27.1500,8.8325,24.0000,38.5000,15.1000,32.3000,10.9453,106.8246
14.0000,16.1000,2020-10-18,22.0000,1.5750,199.0000,14644.4950,28.7000,27.3000,8.8325,24.5000,43.9000,14.0000,33.3000,10.9453,106.8246
15.1000,9.3000,2020-10-19,24.0000,2.1400,243.0000,15019.3500,29.9000,28.5000,10.5800,24.3000,31.3000,15.1000,34.2000,10.9453,106.8246
12.1000,9.3000,2020-10-20,15.0000,3.7100,338.0000,33952.6900,29.8000,30.9000,18.3100,24.3000,26.6000,12.1000,38.8000,10.9453,106.8246
